,Unnamed: 0,first-author,first-author-affiliation,last-author,last-author-affiliation,title
339,339,Victor-Emmanuel Brunel,ENSAE,Victor-Emmanuel Brunel,ENSAE,Learning Signed Determinantal Point Processes through the Principal Minor Assignment Problem.
340,340,Kevin Bello,Purdue University,Jean Honorio,Purdue University,Computationally and statistically efficient learning of causal Bayes nets using path queries.
341,341,Christoph Dann,Carnegie Mellon University,Robert Schapire,MIcrosoft Research,On Oracle-Efficient PAC RL with Rich Observations.
342,342,Dimitrios Diochnos,University of Virginia,Mohammad Mahmoody,University of Virginia,Adversarial Risk and Robustness: General Definitions and Implications for the Uniform Distribution.
343,343,Sanjoy Dasgupta,UC San Diego,Akansha Dey,UCSD,Learning from discriminative feature feedback.
344,344,Boris Hanin,Texas A&M,David Rolnick,University of Pennsylvania,How to Start Training: The Effect of Initialization and Architecture.
345,345,Jie Xu,Xidian University,Heng Huang,University of Pittsburgh,Bilevel Distance Metric Learning for Robust Image Recognition.
346,346,Wenqi Ren,Chinese Academy of Sciences,Ming-Hsuan Yang,UC Merced / Google,Deep Non-Blind Deconvolution via Generalized Low-Rank Approximation.
347,347,Joel Ruben Antony Moniz,Carnegie Mellon University,Chris Pal,"MILA, Polytechnique Montréal, Element AI","Unsupervised Depth Estimation, 3D Face Rotation and Replacement."
348,348,Seungryong Kim,Yonsei University,Kwanghoon Sohn,Yonsei Univ.,Recurrent Transformer Networks for Semantic Correspondence.
349,349,Andrei Zanfir,Institute of Mathematics of the Romanian Academy,Cristian Sminchisescu,LTH,Deep Network for the Integrated 3D Sensing of Multiple People in Natural Images.
350,350,Bo Dai,The Chinese University of Hong Kong,Dahua Lin,The Chinese University of Hong Kong,A Neural Compositional Paradigm for Image Captioning.
351,351,Ashish Kumar,UC Berkeley,Jitendra Malik,University of California at Berkley,Visual Memory for Robust Path Following.
352,352,Yilun Du,MIT,Jiajun Wu,MIT,Learning to Exploit Stability for 3D Scene Parsing.
353,353,Jun-Ting Hsieh,Stanford University,Juan Carlos Niebles,Stanford University,Learning to Decompose and Disentangle Representations for Video Prediction.
354,354,Seonghyeon Nam,Yonsei University,Seon Joo Kim,Yonsei University,Text-Adaptive Generative Adversarial Networks: Manipulating Images with Natural Language.
355,355,Simon Kohl,German Cancer Research Center (DKFZ),Olaf Ronneberger,DeepMind,A Probabilistic U-Net for Segmentation of Ambiguous Images.
356,356,Gabriel Synnaeve,Facebook,Nicolas Usunier,Facebook AI Research,Forward Modeling for Partial Observation Strategy Games - A StarCraft Defogger.
357,357,Binghui Chen,Beijing University of Posts and Telecommunications,Haifeng Shen,"AI Labs, Didi Chuxing",Virtual Class Enhanced Discriminative Embedding Learning.
358,358,Youjie Li,UIUC,Alex Schwing,University of Illinois at Urbana-Champaign,Pipe-SGD: A Decentralized Pipelined SGD Framework for Distributed Deep Net Training.
