,Unnamed: 0,first-author,,first-author-affiliation,last-author,,last-author-affiliation,title
279,279,Murat Erdogdu,Male,Stanford University,Andrea Montanari,Male,Stanford,Convergence rates of sub-sampled Newton methods.
280,280,Thomas Hofmann,Male,ETH Zurich,Brian McWilliams,Male,ETH Zurich,Variance Reduced Stochastic Gradient Descent with Neighbors.
281,281,Will Wei Sun,Male,Yahoo Labs,Guang Cheng,Male,Purdue University,Non-convex Statistical Optimization for Sparse Tensor Graphical Model.
282,282,Kamalika Chaudhuri,Female,UCSD,Sujay Sanghavi,Male,UT-Austin,Convergence Rates of Active Learning for Maximum Likelihood Estimation.
283,283,Christopher R Dance,Male,Xerox Research Centre Europe,Tomi Silander,Male,Xerox Research Centre Europe,When are Kalman-Filter Restless Bandits Indexable?.
284,284,Aviv Tamar,Male,UC Berkeley,Shie Mannor,Male,Technion,Policy Gradient for Coherent Risk Measures.
285,285,Ian En-Hsu Yen,Male,University of Texas at Austin,Shou-De Lin,Male,National Taiwan University,A Dual Augmented Block Minimization Framework for Learning with Limited Memory.
286,286,Simon Lacoste-Julien,Male,INRIA,Martin Jaggi,Male,ETH Zurich,On the Global Linear Convergence of Frank-Wolfe Optimization Variants.
287,287,Zheng Qu,Male,University of Hong Kong,Tong Zhang,Male,Rutgers,Quartz: Randomized Dual Coordinate Ascent with Arbitrary Sampling.
288,288,Tasuku Soma,Male,University of Tokyo,Yuichi Yoshida,Male,"National Institute of Informatics and Preferred Infrastructure, Inc.",A Generalization of Submodular Cover via the Diminishing Return Property on the Integer Lattice.
289,289,Hongzhou Lin,Male,Inria,Zaid Harchaoui,Male,Inria,A Universal Catalyst for First-Order Optimization.
290,290,Se-Young Yun,Male,"Microsoft Research, Cambridge",Alexandre Proutiere,Male,KTH,Fast and Memory Optimal Low-Rank Matrix Approximation.
291,291,Tian Lin,Male,Tsinghua University,Wei Chen,Male,Microsoft.com,Stochastic Online Greedy Learning with Semi-bandit Feedbacks.
292,292,Tor Lattimore,Male,University of Alberta,Csaba Szepesvari,Male,University of Alberta,Linear Multi-Resource Allocation with Semi-Bandit Feedback.
293,293,Nicholas Ruozzi,Male,UTDallas,Nicholas Ruozzi,Male,UTDallas,Exactness of Approximate MAP Inference in Continuous MRFs.
294,294,Xiangyu Wang,Male,Duke University,David B Dunson,Male,Duke University,On the consistency theory of high dimensional variable screening.
295,295,Sebastien Bubeck,Male,MSR,Joseph Lehec,Male,,Finite-Time Analysis of Projected Langevin Monte Carlo.
296,296,Jayadev Acharya,Male,Massachusetts Institute of Technology,Gautam Kamath,Male,MIT,Optimal Testing for Properties of Distributions.
297,297,Vitaly Kuznetsov,Male,Google Research,Mehryar Mohri,Male,Courant Institute and Google,Learning Theory and Algorithms for Forecasting Non-stationary Time Series.
298,298,Walid Krichene,Male,UC Berkeley,Peter Bartlett,Male,UC Berkeley,Accelerated Mirror Descent in Continuous and Discrete Time.
