,Unnamed: 0,first-author,,first-author-affiliation,last-author,,last-author-affiliation,title
299,299,Yaron Singer,Male,Harvard University,Jan Vondrak,Male,IBM Research,Information-theoretic lower bounds for convex optimization with erroneous oracles.
300,300,Ofer Dekel,Male,Microsoft Research,Tomer Koren,Male,Technion,Bandit Smooth Convex Optimization: Improving the Bias-Variance Tradeoff.
301,301,Vidyashankar Sivakumar,Male,"UNIVERSITY OF MINNESOTA, TC",Pradeep Ravikumar,Male,University of Texas at Austin,Beyond Sub-Gaussian Measurements: High-Dimensional Structured Estimation with Sub-Exponential Designs.
302,302,Dylan Foster,Male,Cornell University,Karthik Sridharan,Male,Cornell,Adaptive Online Learning.
303,303,Karl Moritz Hermann,Male,Google DeepMind,Phil Blunsom,Male,Google DeepMind,Teaching Machines to Read and Comprehend.
304,304,Shafin Rahman,Male,University of Manitoba,Neil Bruce,Male,University of Manitoba,"Saliency, Scale and Information: Towards a Unifying Theory."
305,305,Antti Rasmus,Male,The Curious AI Company,Tapani Raiko,Male,"Aalto University, The Curious AI Company",Semi-supervised Learning with Ladder Networks.
306,306,Ralph Bourdoukan,Male,Ecole Normale Superieure - Inserm,Sophie Denève,Female,"GNT, Ecole Normale Superieure",Enforcing balance allows local supervised learning in spiking recurrent networks.
307,307,Andrew Dai,Male,Google Inc,Quoc V Le,Male,Google,Semi-supervised Sequence Learning.
308,308,Jamie Kiros,Female,University of Toronto,Sanja Fidler,Male,University of Toronto,Skip-Thought Vectors.
309,309,Ross Goroshin,Male,New York University,Yann LeCun,Male,New York University,Learning to Linearize Under Uncertainty.
310,310,David Kappel,Male,Graz University of Technology,Wolfgang Maass,Male,Graz University of Technology,Synaptic Sampling: A Bayesian Approach to Neural Network Plasticity and Rewiring.
311,311,Guillaume Desjardins,Male,Google DeepMind,koray kavukcuoglu,Male,Google DeepMind,Natural Neural Networks.
312,312,David Duvenaud,Male,University of Toronto,Ryan Adams,Male,Harvard,Convolutional Networks on Graphs for Learning Molecular Fingerprints.
313,313,Xingjian Shi,Male,HKUST,Wang-chun WOO,Male,HKO,Convolutional LSTM Network: A Machine Learning Approach for Precipitation Nowcasting.
314,314,Samy Bengio,Male,Google Research,Noam Shazeer,Male,Google,Scheduled Sampling for Sequence Prediction with Recurrent Neural Networks.
315,315,Been Kim,Male,Allen Institute of Artificial Intelligence,Finale Doshi-Velez,Female,Harvard,Mind the Gap: A Generative Approach to Interpretable Feature Selection and Extraction.
316,316,Chongxuan Li,Male,Tsinghua University,Bo Zhang,Male,Tsinghua University,Max-Margin Deep Generative Models.
317,317,Yuya Yoshikawa,Male,NAIST,Takeshi Yamada,Male,NTT Communication Science Labs.,Cross-Domain Matching for Bag-of-Words Data via Kernel Embeddings of Latent Distributions.
318,318,Andrew Miller,Male,Harvard,Ryan Adams,Male,Harvard,A Gaussian Process Model of Quasar Spectral Energy Distributions.
