,Unnamed: 0,first-author,,first-author-affiliation,last-author,,last-author-affiliation,title
199,199,Rafael Frongillo,Male,CU Boulder,Ian Kash,Male,Microsoft,On Elicitation Complexity.
200,200,Kent Quanrud,Male,UIUC,Daniel Khashabi,Male,UIUC,Online Learning with Adversarial Delays.
201,201,Sheng Chen,Male,University of Minnesota,Arindam Banerjee,Male,University of Minnesota,Structured Estimation with Atomic Norms: General Bounds and Applications.
202,202,Vitaly Feldman,Male,IBM Research - Almaden,Santosh Vempala,Male,Georgia Tech,Subsampled Power Iteration: a Unified Algorithm for Block Models and Planted CSP's.
203,203,Scott E Reed,Male,University of Michigan,Honglak Lee,Male,U. Michigan,Deep Visual Analogy-Making.
204,204,Adria Recasens,Female,MIT,Antonio Torralba,Male,MIT,Where are they looking?.
205,205,Max Jaderberg,Male,Google DeepMind,koray kavukcuoglu,Male,Google DeepMind,Spatial Transformer Networks.
206,206,Rupesh K Srivastava,Male,IDSIA,Jürgen Schmidhuber,Male,IDSIA,Training Very Deep Networks.
207,207,Jan K Chorowski,Male,University of Wroclaw,Yoshua Bengio,Male,U. Montreal,Attention-Based Models for Speech Recognition.
208,208,Tejas Kulkarni,Male,MIT,Josh Tenenbaum,Male,MIT,Deep Convolutional Inverse Graphics Network.
209,209,Sainbayar Sukhbaatar,Male,New York University,Rob Fergus,Male,Facebook AI Research,End-To-End Memory Networks.
210,210,Pedro O. Pinheiro,Male,EPFL / Idiap,Piotr Dollar,Male,Facebook AI Research,Learning to Segment Object Candidates.
211,211,Armand Joulin,Male,Facebook AI research,Tomas Mikolov,Male,Facebook AI Research,Inferring Algorithmic Patterns with Stack-Augmented Recurrent Nets.
212,212,Dane S Corneil,Male,EPFL,Wulfram Gerstner,Male,EPFL,Attractor Network Dynamics Enable Preplay and Rapid Path Planning in Maze–like Environments.
213,213,Rie Johnson,Male,RJ Research Consuulting,Tong Zhang,Male,Rutgers,Semi-supervised Convolutional Neural Networks for Text Categorization via Region Embedding.
214,214,Dan Rosenbaum,Male,The Hebrew University,Yair Weiss,Male,Hebrew University,The Return of the Gating Network: Combining Generative Models and Discriminative Training in Natural Image Priors.
215,215,Steve Esser,Male,IBM Research-Almaden,Dharmendra S Modha,Male,IBM Research-Almaden,Backpropagation for Energy-Efficient Neuromorphic Computing.
216,216,Jimmy Ba,Male,University of Toronto,Brendan J Frey,Male,U. Toronto,Learning Wake-Sleep Recurrent Attention Models.
217,217,Keenon Werling,Male,Stanford University,Chris Manning,Male,Stanford University,On-the-Job Learning with Bayesian Decision Theory.
218,218,Ayan Chakrabarti,Male,TTI Chicago,Ayan Chakrabarti,Male,TTI Chicago,Color Constancy by Learning to Predict Chromaticity from Luminance.
