,Unnamed: 0,first-author,,first-author-affiliation,last-author,,last-author-affiliation,title
59,59,Elias Bareinboim,Male,Purdue University ,Judea Pearl,Male,UCLA,Bandits with Unobserved Confounders: A Causal Approach.
60,60,Marin Kobilarov,Male,Johns Hopkins University,Marin Kobilarov,Male,Johns Hopkins University,Sample Complexity Bounds for Iterative Stochastic Policy Optimization.
61,61,Gheorghe Comanici,Male,"McGill University, Montreal",Prakash Panangaden,Male,"McGill University, Montreal",Basis refinement strategies for linear value function approximation in MDPs.
62,62,Qiang Liu,Male,MIT,Alexander Ihler,Male,UC Irvine,Probabilistic Variational Bounds for Graphical Models.
63,63,Changyou Chen,Male,Duke University,Lawrence Carin,Male,Duke University,On the Convergence of Stochastic Gradient MCMC Algorithms with High-Order Integrators.
64,64,Xiao Li,Male,UC Berkeley,Kannan Ramchandran,Male,UC Berkeley,An Active Learning Framework using Sparse-Graph Codes for Sparse Polynomials and Graph Sketching.
65,65,Meisam Razaviyayn,Male,Stanford University,David Tse,Male,Stanford University,Discrete Rényi Classifiers.
66,66,Eugene Ndiaye,Male,"Institut Mines-Télécom, Télécom ParisTech, CNRS LTCI",Joseph Salmon,Male,Télécom ParisTech,GAP Safe screening rules for sparse multi-task and multi-class models.
67,67,Wei Ping,,UC Irvine,Alexander Ihler,Male,UC Irvine,Decomposition Bounds for Marginal MAP.
68,68,Kevin Scaman,Male,ENS Cachan - CMLA,Nicolas Vayatis,Male,ENS Cachan - CMLA,Anytime Influence Bounds and the Explosive Behavior of Continuous-Time Diffusion Networks.
69,69,Sida Wang,Male,Stanford University,Percy Liang,Male,Stanford University,Estimating Mixture Models via Mixtures of Polynomials.
70,70,Eunho Yang,Male,IBM Thomas J. Watson Research Center,Aurelie C Lozano,Male,IBM Research,Robust Gaussian Graphical Modeling with the Trimmed Graphical Lasso.
71,71,Alaa Saade,Male,ENS,Lenka Zdeborová,Female,CEA,Matrix Completion from Fewer Entries: Spectral Detectability and Rank Estimation.
72,72,Wooseok Ha,Male,The University of Chicago,Rina Barber,Female,University of Chicago,Robust PCA with compressed data.
73,73,Kai Wei,Male,,Jeff A Bilmes,Male,"University of Washington, Seattle","Mixed Robust/Average Submodular Partitioning: Fast Algorithms, Guarantees, and Applications."
74,74,Chao Qu,Male,NUS,Huan Xu,Male,National University of Singapore,Subspace Clustering with Irrelevant Features via Robust Dantzig Selector .
75,75,Yali Wan,Female,University of Washington,Marina Meila,Female,University of Washington,A class of network models recoverable by spectral clustering.
76,76,Naoto Ohsaka,Male,The University of Tokyo,Yuichi Yoshida,Male,"National Institute of Informatics and Preferred Infrastructure, Inc.",Monotone k-Submodular Function Maximization with Size Constraints.
77,77,Ofer Meshi,Male,TTI Chicago,Alex Schwing,Male,University of Toronto,Smooth and Strong: MAP Inference with Linear Convergence.
78,78,Reza Babanezhad Harikandeh,Male,UBC,Scott Sallinen,Male,UBC,StopWasting My Gradients: Practical SVRG.
