,Unnamed: 0,first-author,first-author-gender,first-author-affiliation,last-author,last-author-gender,last-author-affiliation,title
0,0,Leon A Gatys,Male,University of Tübingen,Matthias Bethge,Male,"CIN, University Tübingen",Texture Synthesis Using Convolutional Neural Networks.
1,1,Ming Liang,Male,Tsinghua University,Bo Zhang,Male,Tsinghua University,Convolutional Neural Networks with Intra-Layer Recurrent Connections for Scene Labeling.
2,2,Oriol Vinyals,Male,Google,Geoffrey Hinton,Male,Google,Grammar as a Foreign Language.
3,3,Kisuk Lee,Male,MIT,H. Sebastian Seung,Male,Princeton University,Recursive Training of 2D-3D Convolutional Networks for Neuronal Boundary Prediction.
4,4,Lucas Theis,Male,U.Tuebingen,Matthias Bethge,Male,"CIN, University Tübingen",Generative Image Modeling Using Spatial LSTMs.
5,5,Shaoqing Ren,Male,USTC,Jian Sun,Male,Microsoft Research Asia,Faster R-CNN: Towards Real-Time Object Detection with Region Proposal Networks.
6,6,Jimei Yang,Male,UC Merced,Honglak Lee,Male,U. Michigan,Weakly-supervised Disentangling with Recurrent Transformations for 3D View Synthesis.
7,7,Mengye Ren,Male,University of Toronto,Richard Zemel,Male,University of Toronto,Exploring Models and Data for Image Question Answering.
8,8,Haoyuan Gao,Male,Baidu,Wei Xu,Male,Baidu,Are You Talking to a Machine? Dataset and Methods for Multilingual Image Question.
9,9,Marijn F Stollenga,Male,IDSIA,Jürgen Schmidhuber,Male,IDSIA,"Parallel Multi-Dimensional LSTM, With Application to Fast Biomedical Volumetric Image Segmentation."
10,10,Özgür Şimşek,Male,Max Plank Institute for Human Development,Marcus Buckmann,Male,Max Planck Institute for Human Development,Learning From Small Samples: An Analysis of Simple Decision Heuristics.
11,11,Xiaozhi Chen,Male,Tsinghua University,Raquel Urtasun,Male,University of Toronto,3D Object Proposals for Accurate Object Class Detection.
12,12,Mingyuan Zhou,Male,University of Texas at Austin,Bo Chen,Male,Xidian University,The Poisson Gamma Belief Network.
13,13,Danilo Bzdok,Male,INRIA,Gael Varoquaux,Male,"Parietal Team, INRIA",Semi-Supervised Factored Logistic Regression for High-Dimensional Neuroimaging Data.
14,14,Matthieu Courbariaux,Male,Université de Montréal,Jean-Pierre David,Male,Polytechnique Montréal,BinaryConnect: Training Deep Neural Networks with binary weights during propagations.
15,15,Edward Grefenstette,Male,Google DeepMind,Phil Blunsom,Male,Google DeepMind,Learning to Transduce with Unbounded Memory.
16,16,Oren Rippel,Male,MIT,Ryan Adams,Male,Harvard,Spectral Representations for Convolutional Neural Networks.
17,17,Mike Shvartsman,Male,Princeton Neuroscience Inst.,Jonathan D Cohen,Male,Princeton University,A Theory of Decision Making Under Dynamic Context.
18,18,Mathias Berglund,Male,Aalto University,Juha T Karhunen,Male,Aalto University,Bidirectional Recurrent Neural Networks as Generative Models.
