,Unnamed: 0,first-author,,first-author-affiliation,last-author,,last-author-affiliation,title
139,139,Youssef Mroueh,Male,IBM,Tomaso Poggio,Male,MIT,Learning with Group Invariant Features: A Kernel Perspective..
140,140,Ryan Giordano,Male,UC Berkeley,Michael Jordan,Male,UC Berkeley,Linear Response Methods for Accurate Covariance Estimates from Mean Field Variational Bayes.
141,141,Maren Mahsereci,Male,MPI for Intelligent Systems Tübingen,Philipp Hennig,Male,"MPI for Intelligent Systems, Tübingen",Probabilistic Line Searches for Stochastic Optimization.
142,142,Maria Lomeli,Female,"Gatsby Unit, University College London",Yee Whye Teh,Male,University of Oxford,A hybrid sampler for Poisson-Kingman mixture models.
143,143,Juho Lee,Male,POSTECH,Seungjin Choi,Male,POSTECH,Tree-Guided MCMC Inference for Normalized Random Measure Mixture Models.
144,144,Hadi Mohasel Afshar,Male,Australian National University,Justin Domke,Male,NICTA,"Reflection, Refraction, and Hamiltonian Monte Carlo."
145,145,Julian E Yarkony,Male,Experian Data Lab,Charless Fowlkes,Male,UC Irvine,Planar Ultrametrics for Image Segmentation.
146,146,Mauro Scanagatta,Male,IDSIA,Marco Zaffalon,Male,IDSIA,Learning Bayesian Networks with Thousands of Variables.
147,147,Amar Shah,Male,Cambridge,Zoubin Ghahramani,Male,University of Cambridge,Parallel Predictive Entropy Search for Batch Global Optimization of Expensive Objective Functions.
148,148,Christopher M De Sa,Male,Stanford,Chris Ré,Male,Stanford,Rapidly Mixing Gibbs Sampling for a Class of Factor Graphs Using Hierarchy Width.
149,149,Pranjal Awasthi,Male,Princeton,Andrej Risteski,Male,Princeton,On some provably correct cases of variational inference for topic models.
150,150,Vladimir Vovk,Male,"Royal Holloway, Univ of London",Valentina Fedorova,Male,Yandex,Large-scale probabilistic predictors with and without guarantees of validity.
151,151,Jacob Andreas,Male,UC Berkeley,Dan Klein,Male,UC Berkeley,On the Accuracy of Self-Normalized Log-Linear Models.
152,152,Philip Thomas,Male,"University of Massachusetts Amherst, Carnegie Mellon University",George Konidaris,Male,Duke,Policy Evaluation Using the Ω-Return.
153,153,Mark Kozdoba,Male,Technion,Shie Mannor,Male,Technion,Community Detection via Measure Space Embedding.
154,154,Purnamrita Sarkar,Male,UT Austin,peter j bickel,Male,U C Berkeley,The Consistency of Common Neighbors for Link Prediction in Stochastic Blockmodels.
155,155,Rémi Bardenet,Male,University of Lille,Michalis Titsias,Male,Athens University of Economics and Business,Inference for determinantal point processes without spectral knowledge.
156,156,Nakul Verma,Male,Janelia Research Campus HHMI,Kristin Branson,Female,"Janelia Research Campus, HHMI",Sample Complexity of Learning Mahalanobis Distance Metrics.
157,157,Reshad Hosseini,Male,University of Tehran,Suvrit Sra,Male,MIT,Matrix Manifold Optimization for Gaussian Mixtures.
158,158,François-Xavier Briol,Male,University of Warwick,Michael A Osborne,Male,U Oxford,Frank-Wolfe Bayesian Quadrature: Probabilistic Integration with Theoretical Guarantees.
