,Unnamed: 0,first-author,,first-author-affiliation,last-author,,last-author-affiliation,title
179,179,Chao Qian,Male,Nanjing University,Zhi-Hua Zhou,Male,Nanjing University,Subset Selection by Pareto Optimization.
180,180,Qinqing Zheng,Female,University of Chicago,Ryota Tomioka,Male,Microsoft Research Cambridge,Interpolating Convex and Non-Convex Tensor Decompositions via the Subspace Norm.
181,181,Sungsoo Ahn,Male,KAIST,Jinwoo Shin,Male,KAIST,Minimum Weight Perfect Matching via Blossom Belief Propagation.
182,182,Martin Slawski,Male,Rutgers University,Ping Li,Male,Rugters University,b-bit Marginal Regression.
183,183,CHRISTOS THRAMPOULIDIS,Male,Caltech,Babak Hassibi,Male,Caltech,LASSO with Non-linear Measurements is Equivalent to One With Linear Measurements.
184,184,Cameron Musco,Male,Massachusetts Institute of Technology,Christopher Musco,Male,Mass. Institute of Technology,Randomized Block Krylov Methods for Stronger and Faster Approximate Singular Value Decomposition.
185,185,Jamie Morgenstern,Female,University of Pennsylvania,Tim Roughgarden,Male,Stanford University,On the Pseudo-Dimension of Nearly Optimal Auctions.
186,186,Eunho Yang,Male,IBM Thomas J. Watson Research Center,Pradeep Ravikumar,Male,University of Texas at Austin,Closed-form Estimators for High-dimensional Generalized Linear Models.
187,187,Rasmus Kyng,Male,Yale University,Sushant Sachdeva,Male,Yale University,"Fast, Provable Algorithms for Isotonic Regression in all L_p-norms."
188,188,Niao He,Female,Georgia Institute of Technology,Zaid Harchaoui,Male,Inria,Semi-Proximal Mirror-Prox for Nonsmooth Composite Minimization.
189,189,Alon Orlitsky,Male,"University of California, San Diego",Ananda Theertha Suresh,Male,UCSD,Competitive Distribution Estimation: Why is Good-Turing Good.
190,190,Alp Yurtsever,Male,"LIONS, EPFL, Lausanne",Volkan Cevher,Male,EPFL,A Universal Primal-Dual Convex Optimization Framework.
191,191,Christoph Dann,Male,Carnegie Mellon University,Emma Brunskill,Female,CMU,Sample Complexity of Episodic Fixed-Horizon Reinforcement Learning.
192,192,Christian Borgs,Male,Microsoft Research,Adam Smith,Male,Pennsylvania State University,Private Graphon Estimation for Sparse Graphs.
193,193,Pinghua Gong,Male,University of Michigan-Ann Arbor,Jieping Ye,Male,University of Michigan,HONOR: Hybrid Optimization for NOn-convex Regularized problems.
194,194,Qinqing Zheng,Female,University of Chicago,John Lafferty,Male,University of Chicago,A Convergent Gradient Descent Algorithm for Rank Minimization and Semidefinite Programming from Random Linear Measurements.
195,195,Qingqing Huang,Female,MIT,Sham Kakade,Male,University of Washington,Super-Resolution Off the Grid.
196,196,Bharath Sriperumbudur,Male,The Pennsylvania State University,Zoltan Szabo,Male,"Gatsby Unit, UCL",Optimal Rates for Random Fourier Features.
197,197,Richard Combes,Male,Supelec,marc lelarge,Male,INRIA - ENS,Combinatorial Bandits Revisited.
198,198,Vasilis Syrgkanis,Male,Microsoft Research,Robert Schapire,Male,MIcrosoft Research,Fast Convergence of Regularized Learning in Games.
