,first-author-affiliation,last-author-affiliation,title
0," Delft University of Technology, Delft, The Netherlands"," University of Aberdeen, Aberdeen, UK",Reasoning with group norms in software agent organisations
1," ISTC-CNR GOAL Lab, Rome, Italy"," ISTC-CNR GOAL Lab, Rome, Italy",A cognitive framing for norm change
2," Cardiff University, Cardiff, UK"," Department of Computing Science, University of Aberdeen, Aberdeen, UK",Representative agents and the cold start problem in contract negotiation
3," School of Computer Science, Pontifical Catholic University of Rio Grande do Sul, Porto Alegre, Brazil"," School of Computer Science, Pontifical Catholic University of Rio Grande do Sul, Porto Alegre, Brazil",Simulating normative behaviour in multi-agent environments using monitoring artefacts
4," University of Massachusetts Amherst, Amherst"," University of Massachusetts Amherst, Amherst",Exploring the effectiveness of agent organizations
5," IIIA-CSIC, Bellaterra, Catalonia, Spain"," IIIA-CSIC, Bellaterra, Catalonia, Spain","SIMPLE: a language for the specification of protocols, similar to natural language"
6," Delft University of Technology, Delft, The Netherlands"," Delft University of Technology, Delft, The Netherlands",Mind as a service: building socially intelligent agents
7," Department of Computing Science, University of Aberdeen, Aberdeen, UK"," Information and Computing Sciences, Utrecht University, Utrecht, The Netherlands",CÒIR: verifying normative specifications of complex systems
8," Department of Information Science, University of Otago, Dunedin, New Zealand"," Department of Information Science, University of Otago, Dunedin, New Zealand",The role of knowledge keepers in an artificial primitive human society: an agent-based approach
9," Delft University of Technology, Delft, The Netherlands"," Delft University of Technology, Delft, The Netherlands",Modeling and detecting norm conflicts in regulated organizations
10," Delft University of Technology, Delft, The Netherlands"," Delft University of Technology, Delft, The Netherlands",Revising institutions governed by institutions for compliant regulations
11," Department of Computer Science, University of Oxford, Oxford, UK"," School of Computer Science, University of Nottingham, Nottingham, UK",Reinforcement learning of normative monitoring intensities
12," Department of Computing and Information Systems, University of Melbourne, Melbourne, Australia"," Department of Computing and Information Systems, University of Melbourne, Melbourne, Australia",Communication in human-agent teams for tasks with joint action
13," Department of Computer Science, University of Warwick, Coventry, UK",,Manipulating conventions in a particle-based topology
14," Department of Computer Science and Communications Engineering, Waseda University, Tokyo, Japan"," Department of Computer Science and Communications Engineering, Waseda University, Tokyo, Japan",Formation of association structures based on reciprocity and their performance in allocation problems
15," Department of Computing and Information Systems, University of Melbourne, Melbourne, Australia"," Department of Computing and Information Systems, University of Melbourne, Melbourne, Australia",Towards team formation via automated planning
16," School of Computer Science and Informatics, Cardiff University, Cardiff, UK"," US Army Research Lab, Sensors and Electron Devices Directorate, Adelphi",Interest-based negotiation for policy-regulated asset sharing
17," Federal University of Santa Catarina, Florianópolis, Brazil"," Federal University of Santa Catarina, Florianópolis, Brazil",An empirical evaluation of the huginn constrained norm-aware bdi reasoner
18," Department of Computer Science, University of Bath, Bath, UK"," Department of Computing Science, University of Aberdeen, Aberdeen, UK",Implementation of normative practical reasoning with durative actions
19," Computer Science Department, University of Southern California, Los Angeles"," Computer Science Department, University of Southern California, Los Angeles",Multi-agent team formation for design problems
20," Utrecht University, Utrecht, Netherlands"," Utrecht University, Utrecht, Netherlands",Security and robustness for collaborative monitors
21," Department of Computer Science, University of Bath, Bath, UK"," Department of Computer Science and Creative Technologies, University of the West of England, Bristol, UK","An interactive, generative punch and judy show using institutions, ASP and emotional agents"
22," Utrecht University, Utrecht, The Netherlands"," Utrecht University, Utrecht, The Netherlands",Quantified degrees of group responsibility
