,Unnamed: 0,first-author,first-author-affiliation,last-author,last-author-affiliation,title
239,239,Salah Rifai,Universite de montreal,Xavier Muller,Universite of Montreal,The Manifold Tangent Classifier.
240,240,Matus J Telgarsky,University of Michigan,Matus J Telgarsky,University of Michigan,The Fast Convergence of Boosting.
241,241,arthur d szlam,CCNY / IMA,Yann LeCun,Facebook AI Research and New York University,Structured sparse coding via lateral inhibition.
242,242,Alekh Agarwal,Microsoft Research,Sasha Rakhlin,University of Pennsylvania,Stochastic convex optimization with bandit feedback.
243,243,Ehsan Elhamifar,UC Berkeley,René Vidal,Mathematical Institute for Data Science Johns Hopkins University,Sparse Manifold Clustering and Embedding.
244,244,Jiquan Ngiam,Stanford University,Andrew Y Ng,DeepLearning.AI,Sparse Filtering.
245,245,Olivier Delalleau,Facebook AI Research,Yoshua Bengio,University of Montreal,Shallow vs. Deep Sum-Product Networks.
246,246,Jacquelyn A Shelton,TU Berlin,Jörg Lücke,TU Berlin,Select and Sample: A Model of Efficient Neural Inference and Learning.
247,247,Richard Socher,MetaMind,Christopher D Manning,Stanford University,Unfolding Recursive Autoencoders for Paraphrase Detection.
248,248,Iasonas Kokkinos,Ecole Centrale Paris / INRIA Saclay,Iasonas Kokkinos,Ecole Centrale Paris / INRIA Saclay,Rapid Deformable Object Detection using Dual-Tree Branch-and-Bound.
249,249,Michael Wick,Oracle Labs,Andrew McCallum,UMass Amherst,Query-Aware MCMC.
250,250,Jun Liu,Siemens Corporate Research,Jieping Ye,Arizona State University,Projection onto A Nonnegative Max-Heap.
251,251,Emin Orhan,University of Rochester,Robert A Jacobs,University of Rochester,Probabilistic Modeling of Dependencies Among Visual Short-Term Memory Representations.
252,252,Olana Missura,University of Bonn,Thomas Gaertner,Fraunhofer IAIS and University of Bonn,Predicting Dynamic Difficulty.
253,253,Alex Graves,Google DeepMind,Alex Graves,Google DeepMind,Practical Variational Inference for Neural Networks.
254,254,Bo Chen,Duke University,Lawrence Carin,Duke University,On the Analysis of Multi-Channel Neural Spike Data.
255,255,Allie Fletcher,UCLA,Aniruddha Bhargava,Amazon,Neural Reconstruction with Approximate Message Passing (NeuRAMP).
256,256,Maxim Raginsky,University of Illinois at Urbana-Champaign,Sasha Rakhlin,University of Pennsylvania,Lower Bounds for Passive and Active Learning.
257,257,Zhouchen Lin,Microsoft Research Asia,Zhixun Su,Dalian University of Technology,Linearized Alternating Direction Method with Adaptive Penalty for Low-Rank Representation.
258,258,Russ Salakhutdinov,Carnegie Mellon University,Antonio Torralba,Massachusetts Institute of Technology,Learning to Learn with Compound HD Models.
