,Unnamed: 0,first-author,first-author-affiliation,last-author,last-author-affiliation,title
19,19,Richard Turner,University of Cambridge,Maneesh Sahani,"Gatsby Unit, UCL",Probabilistic amplitude and frequency demodulation.
20,20,Fahad S Khan,Computer Vision Center,Maria Vanrell,Computer Vision Center,Portmanteau Vocabularies for Multi-Cue Image Representation.
21,21,Alessandro Bergamo,Dartmouth College,Andrew Fitzgibbon,Microsoft Research,PiCoDes: Learning a Compact Code for Novel-Category Recognition.
22,22,Kumar Sricharan,University of Michigan Ann Arbor,Alfred Hero,University of Michigan,Efficient anomaly detection using bipartite k-NN graphs.
23,23,Rina Foygel,Stanford University,Nati Srebro,TTI-Chicago,Learning with the weighted trace-norm under arbitrary sampling distributions.
24,24,Andrew M Saxe,Stanford University,Andrew Y Ng,DeepLearning.AI,Unsupervised learning models of primary cortical receptive fields and receptive field plasticity.
25,25,Michalis Titsias,Athens University of Economics and Business,Miguel Lazaro-Gredilla,Universidad Carlos III de Madrid,Spike and Slab Variational Inference for Multi-Task and Multiple Kernel Learning.
26,26,Sham M Kakade,Microsoft Research,Ohad Shamir,Weizmann Institute of Science,Efficient Learning of Generalized Linear and Single Index Models with Isotonic Regression.
27,27,João V Messias,"Instituto Superior Técnico, 501 507 930 TU Lisbon",Pedro U Lima,"Instituto Superior Técnico, TU Lisbon",Efficient Offline Communication Policies for Factored Multiagent POMDPs.
28,28,Philipp Hennig,University of Tübingen and MPI Tübingen,Philipp Hennig,University of Tübingen and MPI Tübingen,Optimal Reinforcement Learning for Gaussian Systems.
29,29,Martin B Stemmler,LMU Munich,Jeremy Niven,University of Sussex,Energetically Optimal Action Potentials.
30,30,Ryota Kobayashi,Ritsumeikan University,Shigeru Shinomoto,Kyoto University,Estimating time-varying input signals and ion channel states from a single voltage trace of a neuron.
31,31,Guillaume Desjardins,Universite de Montreal,Yoshua Bengio,University of Montreal,On Tracking The Partition Function.
32,32,Vikas Sindhwani,Google,Aurelie C Lozano,IBM Research,Non-parametric Group Orthogonal Matching Pursuit for Sparse Learning with Multiple Kernels.
33,33,James Petterson,NICTA,Tiberio Caetano,NICTA Canberra,Submodular Multi-Label Learning.
34,34,David Wingate,Brigham Young University,Jeffrey M Siskind,Purdue University,Nonstandard Interpretations of Probabilistic Programs for Efficient Inference.
35,35,James Bergstra,Kindred,Balázs Kégl,Huawei France,Algorithms for Hyper-Parameter Optimization.
36,36,Ali Tofigh,McGill University,Jens Lagergren,KTH,A Global Structural EM Algorithm for a Model of Cancer Progression.
37,37,Philip Thomas,University of Massachusetts Amherst,Philip Thomas,University of Massachusetts Amherst,Policy Gradient Coagent Networks.
38,38,Sergey Levine,Stanford University,Vladlen Koltun,Adobe Research,Nonlinear Inverse Reinforcement Learning with Gaussian Processes.
