,Unnamed: 0,first-author,first-author-affiliation,last-author,last-author-affiliation,title
179,179,Ping Li,Baidu Research USA,Arnd C König,Microsoft Research,Hashing Algorithms for Large-Scale Learning.
180,180,Po-Ling Loh,University of Wisconsin - Madison,Martin J Wainwright,UC Berkeley,High-dimensional regression with noisy and missing data: Provable guarantees with non-convexity.
181,181,Ziming Zhang,Oxford Brookes University,Amir Saffari,BenevolentAI,Learning Anchor Planes for Classification.
182,182,Bharath Sriperumbudur,The Pennsylvania State University,Gert Lanckriet,U.C. San Diego,Learning in Hilbert vs. Banach Spaces: A Measure Embedding Viewpoint.
183,183,Zhen Li,UIUC,Thomas S Huang,UIUC,Learning to Search Efficiently in High Dimensions.
184,184,Yisong Yue,California Institute of Technology,Carlos Guestrin,University of Washington,Linear Submodular Bandits and their Application to Diversified Retrieval.
185,185,Yee Whye Teh,"University of Oxford, DeepMind",Lloyd T Elliott,University of Oxford,Modelling Genetic Variations using Fragmentation-Coagulation Processes.
186,186,Stéphan Clémençon,Telecom ParisTech,Stéphan Clémençon,Telecom ParisTech,On U-processes and clustering performance.
187,187,Joni Pajarinen,TU Darmstadt,Jaakko Peltonen,University of Tampere and Aalto University,Periodic Finite State Controllers for Efficient POMDP and DEC-POMDP Planning.
188,188,Peter Gehler,Max Planck Institute Informatik,Bernhard Schölkopf,"MPI for Intelligent Systems, Tübingen",Recovering Intrinsic Images with a Global Sparsity Prior on Reflectance.
189,189,Johanni Brea,Universität Bern,Jean-Pascal Pfister,Cambridge University,Sequence learning with hidden units in spiking neural networks.
190,190,Cedric Archambeau,"Amazon, Berlin",Onno Zoeter,Xerox Research Centre Europe,Sparse Bayesian Multi-Task Learning.
191,191,David P Wipf,AWS,David P Wipf,AWS,Sparse Estimation with Structured Dictionaries.
192,192,Alexandra Carpentier,StatsLab Cambridge,Remi Munos,Google DeepMind,Sparse Recovery with Brownian Sensing.
193,193,George Konidaris,Duke University,Philip Thomas,University of Massachusetts Amherst,TD_gamma: Re-evaluating Complex Backups in Temporal Difference Learning.
194,194,Dae Il Kim,Brown University,Erik Sudderth,Brown University,The Doubly Correlated Nonparametric Topic Model.
195,195,Yi-Kai Liu,National Institute of Standards and Technology,Yi-Kai Liu,National Institute of Standards and Technology,Universal low-rank matrix recovery from Pauli measurements.
196,196,Andreas Damianou,University of Sheffield,Neil D Lawrence,Amazon,Variational Gaussian Process Dynamical Systems.
197,197,Weiran Wang,"University of California, Merced",Zhengdong Lu,Noah's Ark Lab Huawei Technologies,A Denoising View of Matrix Completion.
198,198,Miles Lopes,UC Davis,Martin J Wainwright,UC Berkeley,A More Powerful Two-Sample Test in High Dimensions using Random Projection.
