,Unnamed: 0,first-author,first-author-affiliation,last-author,last-author-affiliation,title
39,39,Alex K Susemihl,Berlin Institute of Technology,Manfred Opper,TU Berlin,Analytical Results for the Error in Filtering of Gaussian Processes.
40,40,Anatoli Juditsky,UJF,Boris T Polyak,"Institute for Control Sciences, RAS Moscow",On the accuracy of l1-filtering of signals with block-sparse structure.
41,41,Julie Dethier,University of Liege,Kwabena A Boahen,Stanford University,A Brain-Machine Interface Operating with a Real-Time Spiking Neural Network Control Algorithm.
42,42,Liu Yang,CMU,Liu Yang,CMU,Active Learning with a Drifting Distribution.
43,43,Luca Oneto,University of Genoa,Sandro Ridella,"University of Genoa, Italy",The Impact of Unlabeled Patterns in Rademacher Complexity Theory for Kernel Classifiers.
44,44,Ricardo Silva,University College London,Ricardo Silva,University College London,Thinning Measurement Models and Questionnaire Design.
45,45,Jaedeug Choi,KAIST,Kee-Eung Kim,KAIST,MAP Inference for Bayesian Inverse Reinforcement Learning.
46,46,Joseph Lim,MIT,Antonio Torralba,Massachusetts Institute of Technology,Transfer Learning by Borrowing Examples.
47,47,Taiji Suzuki,The University of Tokyo/RIKEN-AIP,Taiji Suzuki,The University of Tokyo/RIKEN-AIP,Unifying Framework for Fast Learning Rate of Non-Sparse Multiple Kernel Learning.
48,48,Matthias Hein,University of Tübingen,Simon Setzer,Saarland University,Beyond Spectral Clustering - Tight Relaxations of Balanced Graph Cuts.
49,49,Paramveer Dhillon,University of Pennsylvania,Lyle Ungar,University of Pennsylvania,Multi-View Learning of Word Embeddings via CCA.
50,50,Yusuke Watanabe,The Institute of Statistical Mathematics,Yusuke Watanabe,The Institute of Statistical Mathematics,Uniqueness of Belief Propagation on Signed Graphs.
51,51,David A Knowles,Stanford University,Tom Minka,MSR,Non-conjugate Variational Message Passing for Multinomial and Binary Regression.
52,52,Andreas Geiger,KIT,Raquel Urtasun,University of Toronto,Joint 3D Estimation of Objects and Scene Layout.
53,53,Sasha Rakhlin,University of Pennsylvania,Ambuj Tewari,University of Michigan,"Online Learning: Stochastic, Constrained, and Smoothed Adversaries."
54,54,Matthew D Zeiler,NYU / Clarifai,Rob Fergus,DeepMind / NYU,Facial Expression Transfer with Input-Output Temporal Restricted Boltzmann Machines.
55,55,Prateek Jain,Microsoft Research,Inderjit Dhillon,UT Austin & Amazon,Orthogonal Matching Pursuit with Replacement.
56,56,Remi Munos,Google DeepMind,Remi Munos,Google DeepMind,Optimistic Optimization of Deterministic Functions.
57,57,Siwei Lyu,University at Albany SUNY,Siwei Lyu,University at Albany SUNY,Unifying Non-Maximum Likelihood Learning Objectives with Minimum KL Contraction.
58,58,Bin Zhao,Carnegie Mellon University,Eric Xing,Petuum Inc. /  Carnegie Mellon University,Large-Scale Category Structure Aware Image Categorization.
