,Unnamed: 0,first-author,first-author-affiliation,last-author,last-author-affiliation,title
279,279,Vincent Delaitre,Ecole Normale Supérieure,Ivan Laptev,INRIA,Learning person-object interactions for action recognition in still images.
280,280,Jakob H Macke,University of Tübingen & MPI IS Tübingen,Maneesh Sahani,"Gatsby Unit, UCL",Empirical models of spiking in neural populations.
281,281,Viren Jain,Howard Hughes Medical Institute,H. Sebastian Seung,Massachusetts Institute of Technology,Learning to Agglomerate Superpixel Hierarchies.
282,282,Joe L Austerweil,"University of Wisconsin, Madison",Tom Griffiths,Princeton,An ideal observer model for identifying the reference frame of objects.
283,283,Shie Mannor,Technion,Ohad Shamir,Weizmann Institute of Science,From Bandits to Experts: On the Value of Side-Observations.
284,284,Quoc V. Le,Google,Andrew Y Ng,DeepLearning.AI,ICA with Reconstruction Cost for Efficient Overcomplete Feature Learning.
285,285,Danilo J Rezende,EPFL,Wulfram Gerstner,EPFL,Variational Learning for Recurrent Spiking Networks.
286,286,David R Karger,MIT,Devavrat Shah,Massachusetts Institute of Technology,Iterative Learning for Reliable Crowdsourcing Systems.
287,287,Philipp Krähenbühl,UT Austin,Vladlen Koltun,Adobe Research,Efficient Inference in Fully Connected CRFs with Gaussian Edge Potentials.
288,288,Lester W Mackey,"University of California, Berkeley",Michael Jordan,UC Berkeley,Divide-and-Conquer Matrix Factorization.
289,289,Duy Q Vu,Pennsylvania State University,Padhraic Smyth,"University of California, Irvine",Continuous-Time Regression Models for Longitudinal Networks.
290,290,David Newman,"University of California, Irvine",Wray Buntine,None,Improving Topic Coherence with Regularized Topic Models.
291,291,Youwei Zhang,UC Berkeley,Laurent El Ghaoui,UC Berkeley,Large-Scale Sparse Principal Component Analysis with Application to Text Data.
292,292,Ross B Girshick,UC Berkeley,David Mcallester,Toyota Tech Institute Chicago,Object Detection with Grammar Models.
293,293,Dominique C Perrault-Joncas,University of Washington,Marina Meila,University of Washington,Directed Graph Embedding: an Algorithm based on Continuous Limits of Laplacian-type Operators.
294,294,Dominique Tschopp,None,Soheil Mohajer,Princeton,Randomized Algorithms for Comparison-based Search.
295,295,David Sontag,MIT,Dan Roy,Univ of Toronto & Vector,Complexity of Inference in Latent Dirichlet Allocation.
296,296,Stefanie Jegelka,MIT,Jeff A Bilmes,"University of Washington, Seattle",Fast approximate submodular minimization.
297,297,Sivaraman Balakrishnan,CMU,Aarti Singh,CMU,Noise Thresholds for Spectral Clustering.
298,298,Dan Feldman,Massachusetts Institute of Technology,Andreas Krause,ETH Zurich,Scalable Training of Mixture Models via Coresets.
