,first-author-affiliation,last-author-affiliation,title
0," Institute for Infocomm Research, A*STAR, Singapore"," Nanyang Polytechnic, Singapore","An intelligent system for taxi service monitoring, analytics and visualization"
1," Sapienza-Università di Roma, Italy"," RMIT University, Melbourne, Australia","An adaptive process management system implementation based on situation calculus, indigolog and classical planning"
2," City University of New York, NY"," Visibility Metrics, Chappaqua, NY",Demo: assisting visually impaired people navigate indoors
3," Aalborg University, Denmark"," Aalborg University, Denmark",Klint: assisting integration of heterogeneous knowledge
4," University of Southern California, Los Angeles, California"," University of Southern California, Los Angeles, California",Thou shalt ASQFor and shalt receive the semantic answer
5," ÉNS Rennes, IRISA, Rennes, France"," ÉNS Rennes, IRISA, Rennes, France",A tool for generating interactive Euler diagrams
6," IBM T.J. Watson Research Center, Yorktown Heights, NY"," IBM T.J. Watson Research Center, Yorktown Heights, NY",Interactive planning-based hypothesis generation with LTS++
7, IBM Research, IBM Research,Data-based promotion of tourist events with minimal operational impact
8," Victoria University, Melbourne, Australia"," South China Normal University, Guangzhou, China",PARecommender: a pattern-based system for route recommendation
9," Carnegie Mellon University, Pittsburgh, PA"," Carnegie Mellon University, Pittsburgh, PA",VIPR: an interactive tool for meaningful visualization of high-dimensional data
10," Department of Computer Science, University of Texas at Austin"," Department of Computer Science, University of Texas at Austin",Robot scavenger hunt: a standardized framework for evaluating intelligent mobile robots
