,first-author-affiliation,last-author-affiliation,title
0," Columbia University, Dept. of Computer Science"," Columbia University, Dept. of Computer Science",Real-time web scale event summarization using sequential decision making
1," National Institute of Informatics and JST, ERATO"," National Institute of Informatics and JST, ERATO",Identifying key observers to find popular information in advance
2," Northeastern University, Boston, MA"," Northeastern University, Boston, MA",Matching via dimensionality reduction for estimation of treatment effects in digital marketing campaigns
3," Department of Computer Science and Technology, Tsinghua University, Beijing, China and Tsinghua National Laboratory for Information Science and Technology, Key Laboratory of Pervasive Computing, Ministry of Education"," School of Computing, National University of Singapore",What does social media say about your stress?
4," Harvard University, Cambridge, MA"," Harvard University, Cambridge, MA",Learning to incentivize: eliciting effort via output agreement
5," State Key Lab of Intelligent Technology & Systems, Tsinghua National TNLIST Lab and Department of Computer Science & Technology, Tsinghua University, Beijing, China"," State Key Lab of Intelligent Technology & Systems, Tsinghua National TNLIST Lab and Department of Computer Science & Technology, Tsinghua University, Beijing, China",Pay me and i'll follow you: detection of crowdturfing following activities in microblog environment
6," Department of Computer Science, University of Illinois at Chicago, IL"," Department of Computer Science, University of Illinois at Chicago, IL and Institute for Data Science, Tsinghua University, Beijing, China",Item recommendation for emerging online businesses
7," Hong Kong University of Science and Technology, Hong Kong"," Hong Kong University of Science and Technology, Hong Kong",Collaborative evolution for user profiling in recommender systems
8," Key Laboratory of Intelligent Information Processing, Institute of Computing Technology, Chinese Academy of Sciences, Beijing, China"," Key Laboratory of Intelligent Information Processing, Institute of Computing Technology, Chinese Academy of Sciences, Beijing, China",Browsing regularities in hedonic content systems
9," The Chinese University of Hong Kong, Hong Kong, SAR"," Graduate School of Culture Technology, Korea Advanced Institute of Science and Technology, Korea",Detecting rumors from microblogs with recurrent neural networks
10," University of Waterloo, Canada"," University of Waterloo, Canada",Dynamic task allocation algorithm for hiring workers that learn
11," University of Science and Technology of China, Hefei, China"," Microsoft Research, Beijing, China",Learning deep intrinsic video representation by exploring temporal coherence and graph structure
12, Brown University, Georgia Institute of Technology,Webgazer: scalable webcam eye tracking using user interactions
13," Institute of Computer Science and Technology, Peking University, Beijing, China"," Institute of Computer Science and Technology, Peking University, Beijing, China",Cross-media shared representation by hierarchical learning with multiple deep networks
14, Australian National University and Data61," University of Toronto, Toronto, Canada",Practical linear models for large-scale one-class collaborative filtering
15," Ben-Gurion University of the Negev, Israel"," University of Oxford, UK","Intervention strategies for increasing engagement in crowdsourcing: platform, predictions, and experiments"
16," School of Computer Science, Fudan University, Shanghai Key Laboratory of Intelligent Information Processing"," School of Computer Science, Fudan University, Shanghai Key Laboratory of Intelligent Information Processing",A framework for recommending relevant and diverse items
17," Beijing University of Posts and Telecommunications, China"," Beijing University of Posts and Telecommunications, China",Understanding information diffusion under interactions
18," Kyoto University and JST, ERATO", Kyoto University,Progressive comparison for ranking estimation
19," Department of Computer Science and Technology, State Key Lab on Intelligent Technology and Systems, National Lab for Information Science and Technology, Tsinghua University, Beijing, China and Jiangsu Collaborative Innovation Center for Language Ability, Jiangsu Normal University, Xuzhou, China"," Department of Computer Science and Technology, State Key Lab on Intelligent Technology and Systems, National Lab for Information Science and Technology, Tsinghua University, Beijing, China and Jiangsu Collaborative Innovation Center for Language Ability, Jiangsu Normal University, Xuzhou, China",Max-margin deepwalk: discriminative learning of network representation
20," VU University Amsterdam, The Netherlands"," Max Planck Institute for Informatics, Germany",KOGNAC: efficient encoding of large knowledge graphs
21, University of Illinois at Urbana-Champaign, University of Illinois at Urbana-Champaign,Learning hostname preference to enhance search relevance
22," Shanghai Key Laboratory of Trustworthy Computing, East China Normal University, China"," Shanghai Key Laboratory of Trustworthy Computing, East China Normal University, China",Bayesian probabilistic multi-topic matrix factorization for rating prediction
23," School of Software, Tsinghua University, Beijing, P.R. China and Tsinghua National Laboratory for Information Science and Technology"," Department of Computer Science, University of Illinois at Chicago and Institute for Data Science, Tsinghua University, Beijing, China",Causality based propagation history ranking in social network
24," School of Computer Science, Fudan University, Shanghai, China"," School of Computer Science, Fudan University, Shanghai, China",Learning defining features for categories
25," Microsoft Research, Beijing, China"," Microsoft Research, Beijing, China",Deep semantic-preserving and ranking-based hashing for image retrieval
26," Shenzhen Key Laboratory of Rich Media Big Data Analytics and Applications, Shenzhen Research Institute, The Chinese University of Hong Kong, Shenzhen, China and Department of Computer Science and Engineering, The Chinese University of Hong Kong, Shatin, N.T., Hong Kong"," Shenzhen Key Laboratory of Rich Media Big Data Analytics and Applications, Shenzhen Research Institute, The Chinese University of Hong Kong, Shenzhen, China and Department of Computer Science and Engineering, The Chinese University of Hong Kong, Shatin, N.T., Hong Kong",Modeling the homophily effect between links and communities for overlapping community detection
27," Hong Kong University of Science and Technology, Hong Kong"," Hong Kong University of Science and Technology, Hong Kong",Matrix factorization+ for movie recommendation
28," Dept. of Electrical Eng., Pennsylvania State University"," Dept. of Computer Science, University of North Texas",Content-driven detection of cyberbullying on the instagram social network
29," School of Information Systems, Singapore Management University, Singapore"," School of Computer Science and Technology, Shandong University, China",Learning compact visual representation with canonical views for robust mobile landmark search
