,first-author-affiliation,last-author-affiliation,title
0," National ICT Australia and The University of Melbourne, Melbourne, Australia"," Computing & Information Systems, The University of Melbourne, Melbourne, Australia",Sequencing operator counts
1," Ghent University, Belgium"," KU Leuven, Belgium",Tabling as a library with delimited control
2," Google Inc., San Francisco"," ETH Zürich, Zurich","Büchi, Lindenbaum, Tarski: a program analysis appetizer"
3," Universitat Pompeu Fabra, Barcelona, Spain"," ICREA & Universitat Pompeu Fabra, Barcelona, Spain",Effective planning with more expressive languages
4," Digital Futures Institute, School of Computing, Teesside University, UK"," The Stationery Office, Norwich, UK",Domain model acquisition in the presence of static relations in the LOP system
5, Iowa State University, MIT,A nearly-linear time framework for graph-structured sparsity
6," University of California, Los Angeles"," University of California, Los Angeles","Observability, identifiability and sensitivity of vision-aided inertial navigation"
7," Carnegie Mellon University, Pittsburgh"," Carnegie Mellon University, Pittsburgh","Projection, inference, and consistency"
8," Computer Science and Engineering, University of Michigan"," Department of Psychology, University of Michigan",The dependence of effective planning horizon on model accuracy
9," NICTA, CSIRO, Data61 and The Australian National University, Canberra, ACT, Australia"," NICTA, CSIRO, Data61 and The Australian National University, Canberra, ACT, Australia",Fleet design optimisation from historical data using constraint programming and large neighbourhood search
10," Microsoft Research, Cambridge, UK"," Fondazione Bruno Kessler, Trento, Italy",Deep neural decision forests
11," UMass Amherst, U. of Rochester, Adobe & INRIA Lille, IBM Research"," UMass Amherst, U. of Rochester, Adobe & INRIA Lille, IBM Research",Proximal gradient temporal difference learning algorithms
12, ABB Robotics, University of Stavanger,Generating tests for robotized painting using constraint programming
13," Department of Computer Science, The University of Iowa"," Inria Nancy-Grand Est & LORIA, Villers-lès-Nancy, France",A decision procedure for (co)datatypes in SMT solvers
14," Stanford University, Stanford, CA"," Hebrew University, Jerusalem, Israel",Why prices need algorithms
15," Robotics Institute, Carnegie Mellon University, Pittsburgh"," Robotics Institute, Carnegie Mellon University, Pittsburgh",Online Bellman residual and temporal difference algorithms with predictive error guarantees
16," Computer Science & Engineering, University of Michigan"," Computer Science & Engineering, University of Michigan",Welfare effects of market making in continuous double auctions
17, University of Illinois at Urbana-Champaign, JW Player,Improving topic model stability for effective document exploration
18," University of Waterloo, Waterloo, Canada"," University of Waterloo, Waterloo, Canada",MATHCHECK: a math assistant via a combination of computer Algebra systems and SAT solvers
19," Innovation Lab, Tata Consultancy Services Limited, Gurgaon, India"," Innovation Lab, Tata Consultancy Services Limited, Gurgaon, India",Repairing general-purpose ASR output to improve accuracy of spoken sentences in specific domains using artificial development approach
20," Charles University in Prague, Czech Republic"," Charles University in Prague, Czech Republic",Practical 3D tracking using low-cost cameras
21," Computer Science Department, Carnegie Mellon University"," Computer Science Department, Carnegie Mellon University",Baby tartanian8: winning agent from the 2016 annual computer poker competition
22," Shanghai Key Laboratory of Data Science, School of Computer Science, Fudan University"," Shanghai Key Laboratory of Data Science, School of Computer Science, Fudan University",KBQA: an online template based question answering system over freebase
23," Fondazione Bruno Kessler, Trento, Italy"," CNRS, I3S, Sophia Antipolis, France",SMACk: an argumentation framework for opinion mining
24," SRI International, Menlo Park, California"," Brooklyn College, Brooklyn, New York",A virtual assistant to help dysphagia patients eat safely at home
25, Microsoft, Microsoft,The Malmo platform for artificial intelligence experimentation
26," Division of Computer Science and Engineering, University of Michigan, Ann Arbor, Michigan"," Division of Computer Science and Engineering, University of Michigan, Ann Arbor, Michigan",A demonstration of interactive task learning
27," Ming Hsieh Department of Electrical Engineering, University of Southern California, Los Angeles, California"," Ming Hsieh Department of Electrical Engineering, University of Southern California, Los Angeles, California",Implementation of learning-based dynamic demand response on a campus micro-grid
28," Dipartimento di Ingegneria Informatica, Automatica e Gestionale ""A. Ruberti"", Sapienza Università di Roma"," Dipartimento di Ingegneria Informatica, Automatica e Gestionale ""A. Ruberti"", Sapienza Università di Roma",Eddy: a graphical editor for OWL 2 ontologies
29," Institute of Information Science, Academia Sinica, Taiwan"," Institute of Information Science, Academia Sinica, Taiwan","A tag-based statistical English math word problem solver with understanding, reasoning and explanation"
