,first-author-affiliation,last-author-affiliation,title
0," Drexel University, Department of Computer Science, Philadelphia, PA"," Drexel University, Department of Computer Science, Philadelphia, PA",General statistical approaches to procedural map generation
1," The Australian National University, Australia"," The Australian National University, Australia",Time decomposition for diagnosis of discrete event systems
2," ISISTAN Research Institute, CONICET-UNCPBA"," ISISTAN Research Institute, CONICET-UNCPBA",Integrating social network structure into online feature selection
3, Babeş-Bolyai University Cluj-Napoca, Babeş-Bolyai University Cluj-Napoca,Conceptual visualization and navigation methods for Polyadic formal concept analysis
4," Drexel University, Philadelphia, Pennsylvania"," Drexel University, Philadelphia, Pennsylvania",Automated narrative information extraction using non-linear pipelines
5," University of Warsaw, Institute of Philosophy, Poland"," University of Warsaw, Institute of Philosophy, Poland",Reasoning about space and change with answer set programming modulo theories
6," University of Maryland, Baltimore County, Baltimore, Maryland"," University of Maryland, Baltimore County, Baltimore, Maryland",A framework for anomaly reasoning: interpretation through concept formation for knowledge transfer and lifelong learning
7," Liquid Narrative Group, North Carolina State University, Raleigh, NC"," Liquid Narrative Group, North Carolina State University, Raleigh, NC",BiPOCL: a discourse-driven story planner for procedural narrative generation
8," Department of Computer Science, Brigham Young University, Provo, Utah"," Department of Computer Science, Brigham Young University, Provo, Utah",Quantitative path-planning from qualitative language instructions
9," School of Automation, Northwestern Polytechnical University"," School of Automation, Northwestern Polytechnical University",Towards intelligent visual understanding under minimal supervision
10," Radcliffe Institute for Advanced Study, Harvard University, Cambridge, MA and Indian Institute of Science, Bangalore, India"," Radcliffe Institute for Advanced Study, Harvard University, Cambridge, MA and Indian Institute of Science, Bangalore, India",On ranking and choice models
11," Data61 and UNSW, Sydney, Australia"," Data61 and UNSW, Sydney, Australia",Computational social choice: some current and new directions
12," CNRS, Université de Montpellier, INRIA, Montpellier, France"," CNRS, Université de Montpellier, INRIA, Montpellier, France",Ontology-mediated query answering: harnessing knowledge to get more from data
13," University of Oxford, United Kingdom"," University of Oxford, United Kingdom",Preference restrictions in computational social choice: recent progress
14," Helsinki Institute for Information Technology, Department of Computer Science, University of Helsinki, Finland"," Helsinki Institute for Information Technology, Department of Computer Science, University of Helsinki, Finland","Boolean satisfiability and beyond: algorithms, analysis and AI applications"
15, Microsoft Research, Microsoft Research,Directions in hybrid intelligence: complementing AI systems with human intelligence
16," Computer Science and Engineering, Indian Institute of Technology Delhi, New Delhi, India"," Computer Science and Engineering, Indian Institute of Technology Delhi, New Delhi, India",Open information extraction systems and downstream applications
17," Cardiff University, UK"," Cardiff University, UK",Plausible reasoning based on qualitative entity embeddings
18, The Hebrew University of Jerusalem, The Hebrew University of Jerusalem,A hard look at soft concepts
19," Computer Science Department, University of California, Los Angeles"," Computer Science Department, University of California, Los Angeles",First-order model counting in a nutshell
20," School of Information Systems, Singapore Management University"," School of Information Systems, Singapore Management University",Sequential decision making for improving efficiency in urban environments
21," Electrical Engineering and Computer Science, Vanderbilt University"," Electrical Engineering and Computer Science, Vanderbilt University",Adversarial AI
22," University of Calabria, Italy"," University of Potsdam, Germany",From non-convex aggregates to monotone aggregates in ASP
23," Department of Mathematics and Computer Science, University of Calabria, Italy"," Department of Mathematics and Computer Science, University of Calabria, Italy",On the properties of GZ-aggregates in answer set programming
24," Electronic and Computer Engineering, Technical University of Crete, Greece"," Electronic and Computer Engineering, Technical University of Crete, Greece",Optimal prosumer decision-making using factored MDPs
25, KU Leuven, University of Trento,Hashing-based approximate probabilistic inference in hybrid domains: an abridged report
26," Yahoo Research, New York, NY"," Princeton University, Princeton, NJ",Optimal and adaptive algorithms for online boosting
27," University of Notre Dame, Notre Dame, IN"," Florida State University, Tallahassee, FL",Detecting student emotions in computer-enabled classrooms
28," Department of Computer Science, Rutgers University"," Robotics Institute, Carnegie Mellon University",Learning qualitative spatial relations for robotic navigation
29," IRIT, University of Toulouse"," GREYC, Normandie University",On broken triangles
