,first-author-affiliation,last-author-affiliation,title
0," SKLSDE, School of Computer Science and Engineering, Beihang University, Beijing, China and Beijing Advanced Innovation Center for Big Data and Brain Computing, Beijing, China"," SKLSDE, School of Computer Science and Engineering, Beihang University, Beijing, China and Beijing Advanced Innovation Center for Big Data and Brain Computing, Beijing, China",On the cost complexity of crowdsourcing
1," [email protected] Corporate Lab., School of Computer Science and Engineering, Nanyang Technological University, Singapore"," [email protected] Corporate Lab., School of Computer Science and Engineering, Nanyang Technological University, Singapore",A novel strategy for active task assignment in crowd labeling
2," Tokyo Institute of Technology, Tokyo, Japan"," Tokyo Institute of Technology, Tokyo, Japan",Deep learning based multi-modal addressee recognition in visual scenes with utterances
3," University of Yamanashi, Japan and RIKEN Center for AIP, Japan"," Kyoto University, Japan and RIKEN Center for AIP, Japan",Simultaneous clustering and ranking from pairwise comparisons
4," Key Laboratory of Child Development and Learning Science of Ministry of Education, Southeast University, China and School of Information Science and Engineering, Southeast University, China"," Key Laboratory of Child Development and Learning Science of Ministry of Education, Southeast University, China",A novel neural network model based on cerebral hemispheric asymmetry for EEG emotion recognition
5, University of Southampton," Imperial College, London",On the efficiency of data collection for crowdsourced classification
6, Rensselaer Polytechnic Institute, State University of New York at Albany,"Similarity-based reasoning, raven's matrices, and general intelligence"
7," SOKENDAI, The Graduate University for Advanced Studies, Japan"," SOKENDAI, The Graduate University for Advanced Studies, Japan and National Institute of Informatics, Japan",NPE: neural personalized embedding for collaborative filtering
8," School of Electronics and Computer Science, University of Southampton, Southampton, UK"," School of Electronics and Computer Science, University of Southampton, Southampton, UK",Algorithms for fair load shedding in developing countries
9," College of Computer Science and Technology, Zhejiang University"," College of Computer Science and Technology, Zhejiang University",Jointly learning network connections and link weights in spiking neural networks
10," Leiden Institute of Advanced Computer Science, Leiden University, Leiden, The Netherlands"," Leiden Institute of Advanced Computer Science, Leiden University, Leiden, The Netherlands",A simple convolutional neural network for accurate P300 detection and character spelling in brain computer interface
11," Department of Computer Science and Technology, Tsinghua University, Beijing, China and Key Laboratory of Pervasive Computing, Ministry of Education Beijing, National Research Center for Information Science and Technology"," Electronics and Computer Science, University of Southampton",Cross-domain depression detection via harvesting social media
12, Korea University, Korea University,Synthesizing pattern programs from examples
13," Shanghai Key Laboratory of Trustworthy Computing, East China Normal University", Georgia Institute of Technology,Learning sequential correlation for user generated textual content popularity prediction
14," CCCE, Nankai University, Tianjin, China"," CCCE, Nankai University, Tianjin, China",Neural framework for joint evolution modeling of user feedback and social links in dynamic social networks
15," School of Automation Science and Electrical Engineering, Beihang University, Beijing, China"," Noah's Ark Lab., Huawei Technologies Co. Ltd., China",Memory attention networks for skeleton-based action recognition
16," College of Computer Science and Technology, Zhejiang University"," College of Computer Science and Technology, Zhejiang University",CSNN: an augmented spiking based framework with perceptron-inception
17," Institute of Automation, Chinese Academy of Sciences, China and Research Center for Brain-inspired Intelligence, Institute of Automation, CAS, China"," Institute of Automation, Chinese Academy of Sciences, China and University of Chinese Academy of Sciences, China and Research Center for Brain-inspired Intelligence, Institute of Automation, CAS, China and Center for Excellence in Brain Science and Intelligence Technology, CAS, China",Brain-inspired balanced tuning for spiking neural networks
18," School of Software, Tsinghua University, China and Department of Electrical Engineering and Computer Sciences, University of California, Berkeley"," School of Software, Tsinghua University, China",Personality-aware personalized emotion recognition from physiological signals
