,first-author-affiliation,last-author-affiliation,title
0," School of Computer Science, University of St Andrews, UK"," School of Computer Science, University of St Andrews, UK",A framework for constraint based local search using ESSENCE
1," Department of Math, Ben-Gurion University of the Negev, Beer Sheva, Israel"," Departments of Math and of Computer Science, Ben-Gurion University of the Negev, Beer Sheva, Israel",On the satisfiability threshold of random community-structured SAT
2," Institut für Algebra, TU Dresden, Germany"," Institut für Algebra, TU Dresden, Germany",Classification transfer for qualitative reasoning problems
3," LIFO, University of Orléans, France"," University of California, Davis",Descriptive clustering: ILP and CP formulations with applications
4," Department of Computer Science and Engineering, University of Bologna"," Department of Computer Science and Engineering, University of Bologna",Methods for off-line/on-line optimization under uncertainty
5," Department of Computing and Information Systems, The University of Melbourne"," Department of Computing and Information Systems, The University of Melbourne and Data61, CSIRO, Melbourne, Australia",Machine learning and constraint programming for relational-to-ontology schema mapping
6," Department of Informatics, University of Bergen, Norway"," Algorithms group, University of Sheffield, UK",Unary integer linear programming with structural restrictions
7, KTH Royal Institute of Technology, KTH Royal Institute of Technology,Divide and conquer: towards faster pseudo-Boolean solving
8, KTH Royal Institute of Technology, Université de Bordeaux,Seeking practical CDCL insights from theoretical SAT benchmarks
9," CRIL, Université d'Artois & CNRS, Lens, France"," CRIL, Université d'Artois & CNRS, Lens, France",Boosting MCSes enumeration
10," LAAS, CNRS, Université de Toulouse, CNRS, Toulouse, France"," MIAT, INRA, Toulouse, France",Conflict directed clause learning for the maximum weighted clique problem
11," Department of Computer Science, Vassar College"," Department of Computer Science, University of Verona, Italy",Simpler and faster algorithm for checking the dynamic consistency of conditional simple temporal networks
12," CRIL, CNRS, Université d'Artois, Lens, France"," CRIL, CNRS, Université d'Artois, Lens, France",DMC: a distributed model counter
13," Graduate Institute of Electronics Engineering, National Taiwan University, Taipei, Taiwan"," Graduate Institute of Electronics Engineering, National Taiwan University, Taipei, Taiwan and Department of Electrical Engineering, National Taiwan University, Taipei, Taiwan",Solving exist-random quantified stochastic Boolean satisfiability via clause selection
14," State Key Laboratory of Computer Science, Institute of Software, Chinese Academy of Sciences, School of Computer and Control Engineering, University of Chinese Academy of Sciences"," State Key Laboratory of Computer Science, Institute of Software, Chinese Academy of Sciences, School of Computer and Control Engineering, University of Chinese Academy of Sciences",Solving (weighted) partial MaxSAT by dynamic local search for SAT
15, VMware Research," VMware Research and Tel Aviv University, Israel",Core-guided minimal correction set and core enumeration
16," VMware Research, CA"," LASIGE, Faculdade de Ciências, Universidade de Lisboa, Portugal",Learning optimal decision trees with SAT
17," Department Computer Science and Application, LGIPM, University of Lorraine"," Department Computer Science and Application, LGIPM, University of Lorraine",Accelerated difference of convex functions algorithm and its application to sparse binary logistic regression
18," INESC-ID, Instituto Superior Técnico, Universidade de Lisboa, Portugal"," INESC-ID, Instituto Superior Técnico, Universidade de Lisboa, Portugal",Stratification for constraint-based multi-objective combinatorial optimization
19," ICTEAM, UCLouvain, Belgium"," ICTEAM, UCLouvain, Belgium",Compact-MDD: efficiently filtering (s)MDD constraints with reversible sparse bit-sets
20," Constraint Systems Laboratory, University of Nebraska-Lincoln and CNRS, University of Montpellier, France"," CNRS, University of Montpellier, France",A reactive strategy for high-level consistency during search
21," School of Computer Science and Engineering, Northeastern University, Shenyang, Liaoning, China and Joint Laboratory of Artificial Intelligence and Precision Medicine of China Medical University and Northeastern University, Shenyang, Liaoning, China"," College of Math and Computer Science, Institute for Systems Biology, Jianghan University, Wuhan, China and Department of Computer Science and Engineering, Washington University, Saint Louis, Missouri",A fast algorithm for generalized arc consistency of the alldifferent constraint
