,first-author-affiliation,last-author-affiliation,title
0," Anhui Province Key Lab of Big Data Analysis and Application, University of Science and Technology of China, Hefei, China"," Shenzhen Key Lab of Computational Intelligence, Department of Computer Science and Engineering, Southern University of Science and Technology, Shenzhen, China",A general approach to running time analysis of multi-objective evolutionary algorithms
1," State Key Laboratory of Computer Science, Institute of Software, Chinese Academy of Sciences and School of Computer and Control Engineering, University of Chinese Academy of Sciences"," State Key Laboratory of Computer Science, Institute of Software, Chinese Academy of Sciences and School of Computer and Control Engineering, University of Chinese Academy of Sciences",Improving local search for minimum weight vertex cover by dynamic strategies
2," University of Freiburg, Freiburg, Germany"," University of Freiburg, Freiburg, Germany",Back to basics: benchmarking canonical evolution strategies for playing Atari
3, University of Southern California, University of Southern California,The FastMap algorithm for shortest path computations
4, University of Southern California, University of Southern California,Anytime focal search with applications
5, University of Freiburg, University of Freiburg,Neural networks for predicting algorithm runtime distributions
6," College of Information Science and Technology, Dalian Maritime University, China and School of Computer Science and Information Technology, Northeast Normal University, China"," School of Computer Science and Information Technology, Northeast Normal University, China",An exact algorithm for maximum k-plexes in massive graphs
7," College of Mathematics and Computer Science, Fuzhou University, Fuzhou, Fujian, China"," College of Mathematics and Computer Science, Fuzhou University, Fuzhou, Fujian, China",A fast algorithm for optimally finding partially disjoint shortest paths
8," University of Basel, Switzerland"," University of Basel, Switzerland",Best-case and worst-case behavior of greedy best-first search
9," College of Computer Science and Technology, Zhejiang University, Hangzhou, China"," Zhengzhou University, Zhengzhou, China",Knowledge-guided agent-tactic-aware learning for StarCraft micromanagement
10," Anhui Province Key Lab of Big Data Analysis and Application, University of Science and Technology of China, Hefei, China"," Shenzhen Key Lab of Computational Intelligence, Department of Computer Science and Engineering, Southern University of Science and Technology, Shenzhen, China",Approximation guarantees of stochastic greedy algorithms for subset selection
11," Anhui Province Key Lab of Big Data Analysis and Application, University of Science and Technology of China, Hefei, China"," Shenzhen Key Lab of Computational Intelligence, Department of Computer Science and Engineering, Southern University of Science and Technology, Shenzhen, China",Sequence selection by pareto optimization
12," Anhui Province Key Lab of Big Data Analysis and Application, University of Science and Technology of China, Hefei, China"," Shenzhen Key Lab of Computational Intelligence, Department of Computer Science and Engineering, Southern University of Science and Technology, Shenzhen, China",Distributed pareto optimization for subset selection
13," College of Information and Computer Sciences, University of Massachusetts, Amherst"," College of Information and Computer Sciences, University of Massachusetts, Amherst",Meta-level control of anytime algorithms with online performance prediction
14," Department of Computer Science, University of Southern California, Los Angeles"," Department of Computer Science, University of Southern California, Los Angeles",Understanding subgoal graphs by augmenting contraction hierarchies
15," School of Computer Science and Information Technology, Northeast Normal University, China and Key Laboratory of Symbol Computation and Knowledge Engineering of Ministry of Education, Jilin University, China"," School of Computer Science and Information Technology, Northeast Normal University, China and Key Laboratory of Symbol Computation and Knowledge Engineering of Ministry of Education, Jilin University, China",A fast local search algorithm for minimum weight dominating set problem on massive graphs
16," School of Control Science and Engineering, Shandong University"," School of Control Science and Engineering, Shandong University",Master-slave curriculum design for reinforcement learning
