,first-author-affiliation,last-author-affiliation,title
0," KU Leuven, Belgium"," University of Trento, Italy",Component caching in hybrid domains with piecewise polynomial densities
1," LAAS-CNRS, University of Toulouse, INP Toulouse, France"," LAAS-CNRS, University of Toulouse, INP Toulouse, France",The meta-problem for conservative Mal'tsev constraints
2, Department of Computing and Information Systems – The University of Melbourne," Department of Computing and Information Systems – The University of Melbourne and National ICT Australia, Victoria Laboratory",Steiner Tree Problems with side constraints using constraint programming
3," Univ. Grenoble Alpes, G-SCOP, Grenoble, France and CNRS, G-SCOP, Grenoble, France"," Univ. Grenoble Alpes, G-SCOP, Grenoble, France and CNRS, G-SCOP, Grenoble, France",Alternative filtering for the weighted circuit constraint: comparing lower bounds for the TSP and solving TSPTW
4," Dept. of Computer Science, Univ. of British Columbia, Canada"," Dept. of Computer Science, Univ. of British Columbia, Canada",Using the shapley value to analyze algorithm portfolios
5," CRIL, Université d'Artois & CNRS, Lens France"," CRIL, Université d'Artois & CNRS, Lens France",On the extraction of one maximal information subset that does not conflict with multiple contexts
6," Computing Science Dept., University of Alberta, Edmonton, Canada"," Computer Science Dept., University of Denver",Bidirectional search that is guaranteed to meet in the middle
7," Department of Computer Science and Engineering, The Chinese University of Hong Kong, Shatin, N.T., Hong Kong"," Department of Computer Science and Engineering, The Chinese University of Hong Kong, Shatin, N.T., Hong Kong",Breaking more composition symmetries using search heuristics
8," Department of Computer Science and Engineering, The Chinese University of Hong Kong, Shatin, N.T., Hong Kong"," Department of Computer Science and Engineering, The Chinese University of Hong Kong, Shatin, N.T., Hong Kong",Increasing nogoods in restart-based search
9," University of Waterloo, Canada"," University of Waterloo, Canada",Exponential recency weighted average branching heuristic for SAT solvers
10," École Polytechnique de Montréal, Montreal, Canada and CIRRELT, Université de Montréal, Montreal, Canada"," École Polytechnique de Montréal, Montreal, Canada and CIRRELT, Université de Montréal, Montreal, Canada",Counting-based search for constraint optimization problems
