,first-author-affiliation,last-author-affiliation,title
0," Department of Computer Science, University of Illinois at Urbana-Champaign"," Department of Computer Science, University of Illinois at Urbana-Champaign",Labeling the semantic roles of commas
1," Center for Language and Speech Processing, Johns Hopkins University, Baltimore, MD"," Human Language Technology Center of Excellence, Johns Hopkins University, Baltimore",Collective supervision of topic models for predicting surveys with social media
2," Carnegie Mellon University, Pittsburgh, PA"," Carnegie Mellon University, Pittsburgh, PA",Distant IE by bootstrapping using lists and document structure
3," Department of Computing, The Hong Kong Polytechnic University, Hong Kong"," Microsoft Research, Beijing, China",TGSum: build tweet guided multi-document summarization dataset
4," Human Language Technology Research Institute, University of Texas at Dallas, Richardson, TX"," Human Language Technology Research Institute, University of Texas at Dallas, Richardson, TX",Joint inference over a lightly supervised information extraction pipeline: towards event coreference resolution for resource-scarce languages
5," Shanghai Key Laboratory of Data Science, School of Computer Science, Fudan University, Shanghai, P.R.China"," Shanghai Key Laboratory of Data Science, School of Computer Science, Fudan University, Shanghai, P.R.China",Discourse relations detection via a mixed generative-discriminative framework
6," University Politehnica of Bucharest, Bucharest, Romania"," University Politehnica of Bucharest, Bucharest, Romania",Age of exposure: a model of word learning
7," School of Computing, University of Utah, Salt Lake City, UT"," School of Computing, University of Utah, Salt Lake City, UT",Acquiring knowledge of affective events from blogs using label propagation
8," Department of Computer Science, National University of Singapore"," Department of Computer Science, National University of Singapore",To swap or not to swap? exploiting dependency word pairs for reordering in statistical machine translation
9," State Key Laboratory of Computer Science, Institute of Software, Chinese Academy of Sciences"," State Key Laboratory of Computer Science, Institute of Software, Chinese Academy of Sciences",Global distant supervision for relation extraction
10," School of Engineering and Applied Science, Aston University, UK"," School of Engineering and Applied Science, Aston University, UK",Extracting topical phrases from clinical documents
11," Department of Computer Science, Virginia Tech, Falls Church, VA"," Department of Computer Science, Virginia Tech, Falls Church, VA",Topical analysis of interactions between news and social media
12," Key Laboratory of Intelligent Information Processing, Institute of Computing Technology, CAS, Beijing, China and University of Chinese Academy of Sciences, Beijing, China"," University of Rochester, Rochester, NY",News verification by exploiting conflicting social viewpoints in microblogs
13," DISI, University of Bologna, Italy"," DISI, University of Bologna, Italy",Argument mining from speech: detecting claims in political debates
14," Key Lab of Computer Network and Information Integration (Southeast University), Ministry of Education, China and School of Computer Science and Engineering, Southeast University, China"," Key Lab of Computer Network and Information Integration (Southeast University), Ministry of Education, China and School of Computer Science and Engineering, Southeast University, China",Improving opinion aspect extraction using semantic similarity and aspect associations
