,first-author-affiliation,last-author-affiliation,title
0," Machine Learning Department, Carnegie Mellon University, Pittsburgh, PA"," Machine Learning Department, Carnegie Mellon University, Pittsburgh, PA",Instructable intelligent personal agent
1," The University of Liverpool, Liverpool, United Kingdom and Japan Science and Technology Agency, ERATO, Kawarabayashi Large Graph Project"," National Institute of Informatics, Tokyo, Japan and Japan Science and Technology Agency, ERATO, Kawarabayashi Large Graph Project",Joint word representation learning using a corpus and a semantic lexicon
2," University of Maryland, College Park"," University of Maryland, College Park","Ask, and shall you receive? understanding desire fulfillment in Natural Language text"
3," University of Maryland, College Park", Carnegie Mellon University,Modeling evolving relationships between characters in literary novels
4," Dept. of Comp. Sci. & Tech., State Key Lab of Intell. Tech. & Sys., Center for Bio-Inspired Computing Research, TNList, Tsinghua University, Beijing, China"," Dept. of Comp. Sci. & Tech., State Key Lab of Intell. Tech. & Sys., Center for Bio-Inspired Computing Research, TNList, Tsinghua University, Beijing, China",Jointly modeling topics and intents with global order structure
5," USC Information Sciences Institute, Marina del Rey, CA"," USC Information Sciences Institute, Marina del Rey, CA",Extracting biomolecular interactions using semantic parsing of biomedical text
6," Computer Laboratory, University of Cambridge, UK"," Computer Laboratory, University of Cambridge, UK",What happens next? event prediction using a compositional neural network model
7," Center for Social Computing and Information Retrieval Harbin Institute of Technology, Harbin, China"," Center for Social Computing and Information Retrieval Harbin Institute of Technology, Harbin, China",A representation learning framework for multi-source transfer parsing
8," School of Engineering and Applied Sciences, Harvard University"," School of Engineering and Applied Sciences, Harvard University",Character-aware neural language models
9," Key Laboratory of Computational Linguistics, Peking University, MOE, China"," Key Laboratory of Computational Linguistics, Peking University, MOE, China and Collaborative Innovation Center for Language Ability, Xuzhou, Jiangsu, China",Implicit discourse relation classification via multi-task neural networks
10," Computer Science, The University of Sheffield"," Computing and Information Systems, The University of Melbourne",Convolution kernels for discriminative learning from streaming text
11, Visa Inc., IIT Bombay,Numerical relation extraction with minimal supervision
12," Toyota Technological Institute at Chicago, Chicago, IL"," Toyota Technological Institute at Chicago, Chicago, IL","Listen, attend, and walk: neural mapping of navigational instructions to action sequences"
13, Arizona State University, Arizona State University,Addressing a question answering challenge by combining statistical methods with inductive rule learning and reasoning
14," Computer Science & Artificial Intelligence Laboratory, Massachusetts Institute of Technology"," Department of Computer Science and Engineering, M. S. Ramaiah Institute of Technology",Siamese recurrent architectures for learning sentence similarity
15," CAS Key Laboratory of Network Data Science and Technology, Institute of Computing Technology, Chinese Academy of Sciences, Beijing, China"," CAS Key Laboratory of Network Data Science and Technology, Institute of Computing Technology, Chinese Academy of Sciences, Beijing, China",Text matching as image recognition
16," Department of Computer Science, The University of Texas at Austin, Austin, TX"," Department of Computer Science, The University of Texas at Austin, Austin, TX",Learning statistical scripts with LSTM Recurrent Neural Networks
17, Carnegie Mellon University, Carnegie Mellon University,Inferring interpersonal relations in narrative summaries
18," Interactions Labs, New York, NY"," Interactions Labs, Murray Hill, NJ",Evaluation of semantic dependency labeling across domains
19," CAS Key Lab of Network Data Science and Technology, Institute of Computing Technology, Chinese Academy of Sciences, Beijing, China"," CAS Key Lab of Network Data Science and Technology, Institute of Computing Technology, Chinese Academy of Sciences, Beijing, China",Inside out: two jointly predictive models for word representations and phrase representations
20, Nara Institute of Science and Technology, Nara Institute of Science and Technology,Non-linear similarity learning for compositionality
21," CAS Key Lab of Network Data Science and Technology, Institute of Computing Technology, Chinese Academy of Sciences, China"," CAS Key Lab of Network Data Science and Technology, Institute of Computing Technology, Chinese Academy of Sciences, China",A deep architecture for semantic matching with multiple positional sentence representations
22," Institute for Interdisciplinary Information Sciences, Tsinghua University, Beijing, China"," Institute for Interdisciplinary Information Sciences, Tsinghua University, Beijing, China",Morphological segmentation with window LSTM neural networks
23, Oracle Labs, Oracle Labs,Minimally-constrained multilingual embeddings via artificial code-switching
24," Northeastern University, Shenyang, China and YaTrans Co., Ltd., Shenyang, China"," Institute of Psychology (CAS) Beijing, China",Syntactic skeleton-based translation
25," Huawei Turkey Research and Development Center, Umraniye, Istanbul, Turkey"," Huawei Turkey Research and Development Center, Umraniye, Istanbul, Turkey",A morphology-aware network for morphological disambiguation
26," State Key Laboratory of Intelligent Technology and Systems, Tsinghua National Laboratory for Information Science and Technology, Department of Computer Science and Technology, Tsinghua University, Beijing, China", Toshiba (China) R&D Center,Building Earth Mover's Distance on bilingual word embeddings for machine translation
27," State Key Lab. of Intelligent Technology and Systems, Tsinghua National Laboratory for Information Science and Technology, Dept. of Computer Science and Technology, Tsinghua University, Beijing, PR China"," State Key Lab. of Intelligent Technology and Systems, Tsinghua National Laboratory for Information Science and Technology, Dept. of Computer Science and Technology, Tsinghua University, Beijing, PR China",Semi-supervised Multinomial Naive Bayes for text classification by leveraging word-level statistical constraint
