,first-author-affiliation,last-author-affiliation,title
0," Indian Institute of Technology, Bombay"," Department of Computer Science, Rice University",Approximate probabilistic inference via word-level counting
1," IST Austria, Klosterneuburg, Austria"," IST Austria, Klosterneuburg, Austria",A symbolic SAT-based algorithm for almost-sure reachability with small strategies in POMDPs
2," Computer Science Department, University of California, Los Angeles"," Computer Science Department, University of California, Los Angeles",Structured features in naive Bayes classification
3," Department of Computer Science, The University of Texas at Dallas"," Department of Computer Science, The University of Texas at Dallas",On parameter tying by quantization
4," Computer Science Department, Stanford University"," Computer Science Department, Stanford University",Exact sampling with integer linear programs and random perturbations
5," University of California, Irvine, Irvine, CA"," University Irvine, CA",From exact to anytime solutions for Marginal MAP
6," Artificial Intelligence Research Laboratory, College of Information Sciences and Technology, The Pennsylvania State University, University Park, PA"," Artificial Intelligence Research Laboratory, College of Information Sciences and Technology, The Pennsylvania State University, University Park, PA",On learning causal models from relational data
7," School of Information Systems, Singapore Management University"," Dept. of Electrical Engineering and Computer Science, Massachusetts Institute of Technology",Online spatio-temporal matching in stochastic and dynamic domains
8, Georgia Institute of Technology, Georgia Institute of Technology,Scaling relational inference using proofs and refutations
9," Research School of Computer Science, Australian National University, Canberra, ACT, Australia"," National ICT Australia (NICTA), Canberra, ACT, Australia",Closed-form Gibbs sampling for graphical models with algebraic constraints
10," Rensselaer Polytechnic Institute, Troy NY"," Rensselaer Polytechnic Institute, Troy NY",Learning Bayesian networks with bounded tree-width via guided search
11," Department of Computer Science, The University of Texas at Dallas, Richardson, TX"," Department of Computer Science, The University of Texas at Dallas, Richardson, TX",Learning ensembles of cutset networks
12," Massachusetts Institute of Technology, CSAIL, Cambridge, MA"," Massachusetts Institute of Technology, CSAIL, Cambridge, MA",RAO*: an algorithm for chance-constrained POMDP's
13," Institute of Theoretical Computer Science, University of Lübeck, Lübeck, Germany"," Institute of Theoretical Computer Science, University of Lübeck, Lübeck, Germany",Separators and adjustment sets in Markov equivalent DAGs
14," Computer Science Dept., Tsinghua University"," Computer Science Dept., Stanford University",Closing the gap between short and long XORs for model counting
