,Unnamed: 0,first-author,,first-author-affiliation,last-author,,last-author-affiliation,title
79,79,Yao-Liang Yu,Male,University of Waterloo,Yao-Liang Yu,Male,University of Waterloo,Better Approximation and Faster Algorithm Using the Proximal Average.
80,80,Junming Yin,Male,University of Arizona,Eric Xing,Male,Petuum Inc. /  Carnegie Mellon University,A Scalable Approach to Probabilistic Latent Space Inference of Large-Scale Networks.
81,81,Bruno Scherrer,Male,INRIA,Bruno Scherrer,Male,INRIA,Improved and Generalized Upper Bounds on the Complexity of Policy Iteration.
82,82,Shai Shalev-Shwartz,Male,Mobileye & HUJI,Tong Zhang,Male,Tencent,Accelerated Mini-Batch Stochastic Dual Coordinate Ascent.
83,83,Adrien Todeschini,Male,INRIA,Marie Chavent,Female,Université de Bordeaux II & INRIA,Probabilistic Low-Rank Matrix Completion with Adaptive Spectral Regularization Algorithms.
84,84,Sivan Sabato,Male,Ben Gurion University,Nati Srebro,Male,TTI-Chicago,Auditing: Active Learning with Outcome-Dependent Query Costs.
85,85,Rishabh K Iyer,Male,"University of Washington, Seattle",Jeff A Bilmes,Male,"University of Washington, Seattle",Curvature and Optimal Algorithms for Learning and Minimizing Submodular Functions.
86,86,Zhuo Wang,Male,Facebook Reality Labs,Daniel Lee,Male,Cornell Tech,Optimal Neural Population Codes for High-dimensional Stimulus Variables.
87,87,Nicolò Cesa-Bianchi,Male,"Università degli Studi di Milano, Italy",Giovanni Zappella,Male,"Amazon, Berlin",A Gang of Bandits.
88,88,Miao Xu,Male,Nanjing University,Zhi-Hua Zhou,Male,Nanjing University,Speedup Matrix Completion with Side Information: Application to Multi-Label Learning.
89,89,Praneeth Netrapalli,Male,Microsoft Research,Sujay Sanghavi,Male,UT-Austin,Phase Retrieval using Alternating Minimization.
90,90,Charlie Tang,Male,Apple Inc.,Russ Salakhutdinov,Male,Carnegie Mellon University,Learning Stochastic Feedforward Neural Networks.
91,91,Srini C Turaga,Male,"Howard Hughes Medical Institute, Janelia Research Campus",Jakob H Macke,Male,University of Tübingen & MPI IS Tübingen,Inferring neural population dynamics from multiple partial recordings of the same neural circuit.
92,92,Ian Goodfellow,Male,Google,Yoshua Bengio,Male,University of Montreal,Multi-Prediction Deep Boltzmann Machines.
93,93,Huahua Wang,Male,"University of Minnesota, Twin Cites",Inderjit Dhillon,Male,UT Austin & Amazon,Large Scale Distributed Sparse Precision Estimation.
94,94,Hesham Mostafa,Male,ETH Zurich,Giacomo Indiveri,Male,ETH Zurich,Recurrent networks of coupled Winner-Take-All oscillators for solving constraint satisfaction problems.
95,95,Raif Rustamov,Male,AT&T Chief Data Office,Leonidas Guibas,Male,stanford.edu,Wavelets on Graphs via Deep Learning.
96,96,Yann Dauphin,Male,Facebook AI Research,Yoshua Bengio,Male,University of Montreal,Stochastic Ratio Matching of RBMs for Sparse High-Dimensional Inputs.
97,97,Forest Agostinelli,Male,University of South Carolina,Honglak Lee,Male,U. Michigan,Robust Image Denoising with Multi-Column Deep Neural Networks.
98,98,Dimitris Achlioptas,Male,UC Santa Cruz,Edo Liberty,Male,Yahoo! Research,Near-Optimal Entrywise Sampling for Data Matrices.
