,Unnamed: 0,first-author,,first-author-affiliation,last-author,,last-author-affiliation,title
239,239,Le Song,Male,Georgia Institute of Technology,Bo Dai,Male,Google Brain,Robust Low Rank Kernel Embeddings of Multivariate Distributions.
240,240,Akshay Balsubramani,Male,Ucsd,Yoav Freund,Male,UC San Diego,The Fast Convergence of Incremental PCA.
241,241,Roger Frigola,Male,University of Cambridge,Carl Edward Rasmussen,Male,University of Cambridge,Bayesian Inference and Learning in Gaussian Process State-Space Models with Particle MCMC.
242,242,Tai Qin,Male,UW-Madison,Karl Rohe,Male,UW-Madison,Regularized Spectral Clustering under the Degree-Corrected Stochastic Blockmodel.
243,243,Samory Kpotufe,Male,Princeton University,Vikas K Garg,Male,TTI Chicago,Adaptivity to Local Smoothness and Dimension in Kernel Regression.
244,244,Matus J Telgarsky,Male,University of Michigan,Sanjoy Dasgupta,Male,UC San Diego,Moment-based Uniform Deviation Bounds for $k$-means and Friends.
245,245,Harikrishna Narasimhan,Male,Google AI,Shivani Agarwal,Male,University of Pennsylvania,"On the Relationship Between Binary Classification, Bipartite Ranking, and Binary Class Probability Estimation."
246,246,Robert Lindsey,Male,Imagen Technologies,Harold Pashler,Male,UC San Diego,Optimizing Instructional Policies.
247,247,Corinna Cortes,Female,Google Research,Mehryar Mohri,Male,Google Research & Courant Institute of Mathematical Sciences,Learning Kernels Using Local Rademacher Complexity.
248,248,James R Voss,Male,,Mikhail Belkin,Male,Ohio State University,Fast Algorithms for Gaussian Noise Invariant Independent Component Analysis.
249,249,Rishabh K Iyer,Male,"University of Washington, Seattle",Jeff A Bilmes,Male,"University of Washington, Seattle",Submodular Optimization with Submodular Cover and Submodular Knapsack Constraints.
250,250,Thomas Bonald,Male,Telecom ParisTech,Alexandre Proutiere,Male,KTH,Two-Target Algorithms  for Infinite-Armed   Bandits with Bernoulli Rewards.
251,251,Karin C Knudson,Female,UT Austin,Jonathan W Pillow,Male,UT Austin,Spike train entropy-rate estimation using hierarchical Dirichlet process priors.
252,252,Moustapha M Cisse,Male,KAUST,Patrick Gallinari,Male,"Sorbonne University & Criteo AI Lab, Paris",Robust Bloom Filters for Large MultiLabel Classification Tasks.
253,253,Rohit Babbar,Male,"Université Joseph Fourier, Grenoble",Massih R. Amini,Male,University Grenoble Alps,On Flat versus Hierarchical Classification in Large-Scale Taxonomies.
254,254,José Miguel Hernández-Lobato,Male,University of Cambridge,Daniel Hernández-lobato,Male,Universidad Autonoma de Madrid,Gaussian Process Conditional Copulas with Applications to Financial Time Series.
255,255,Daniele Durante,Male,University of Padua,David B Dunson,Male,Duke University,Locally Adaptive Bayesian Multivariate Time Series.
256,256,Tetsuro Morimura,Male,IBM,Tsuyoshi Ide,Male,IBM Research,Solving inverse problem of Markov chain with partial observations.
257,257,Raja Hafiz Affandi,Male,University of Pennsylvania,Ben Taskar,Male,University of Washington,Approximate Inference in Continuous Determinantal Processes.
258,258,Xavier Bresson,Male,City University of Hong Kong,James von Brecht,Male,UCLA,Multiclass Total Variation Clustering.
