,Unnamed: 0,first-author,,first-author-affiliation,last-author,,last-author-affiliation,title
99,99,Xiaoqin Zhang,Male,Wenzhou University,Yi Ma,Male,Microsoft Research,Simultaneous Rectification and Alignment via Robust Recovery of Low-rank Tensors.
100,100,Tamir Hazan,Male,Technion,Tommi Jaakkola,Male,MIT,Learning Efficient Random Maximum A-Posteriori Predictors with Non-Decomposable Loss Functions.
101,101,Nitish Srivastava,Male,Apple Inc,Russ Salakhutdinov,Male,Carnegie Mellon University,Discriminative Transfer Learning with Tree-based Priors.
102,102,Roger Grosse,Male,University of Toronto,Russ Salakhutdinov,Male,Carnegie Mellon University,Annealing between distributions by averaging moments.
103,103,David Carlson,Male,Duke University,Lawrence Carin,Male,Duke University,Real-Time Inference for a Gamma Process Model of Neural Spiking.
104,104,Antoine Bordes,Male,Université de Technologie de Compiègne (UTC),Oksana Yakhnenko,Female,Google Research,Translating Embeddings for Modeling Multi-relational Data.
105,105,James Martens,Male,University of Toronto,Richard Zemel,Male,Vector Institute/University of Toronto,On the Expressive Power of Restricted Boltzmann Machines.
106,106,Bernardino Romera-Paredes,Male,University College London,Massimiliano Pontil,Male,IIT & UCL,A New Convex Relaxation for Tensor Completion.
107,107,Nan Du,Male,Georgia Tech,Hongyuan Zha,Male,Georgia Tech,Scalable Influence Estimation in Continuous-Time Diffusion Networks.
108,108,Aurel A Lazar,Male,Columbia University,Yevgeniy B Slutskiy,Male,Columbia University,"Multisensory Encoding, Decoding, and Identification."
109,109,Nicolas Heess,Male,Gatsby Unit,John Winn,Male,Microsoft Research,Learning to Pass Expectation Propagation Messages.
110,110,Jerry Zhu,Male,University of Wisconsin-Madison,Jerry Zhu,Male,University of Wisconsin-Madison,Machine Teaching for Bayesian Learners in the Exponential Family.
111,111,Evan W Archer,Male,Sony AI,Jonathan W Pillow,Male,UT Austin,Bayesian entropy estimation for binary spike train data using parametric prior knowledge.
112,112,Richard Socher,Male,MetaMind,Andrew Y Ng,Male,DeepLearning.AI,Zero-Shot Learning Through Cross-Modal Transfer.
113,113,Asrar Ahmed,Male,Singapore Management University,Patrick Jaillet,Male,MIT,Regret based Robust Solutions for Uncertain Markov Decision Processes.
114,114,Qiang Cheng,Male,Tsinghua University,Alexander Ihler,Male,UC Irvine,Variational Planning for Graph-based MDPs.
115,115,Sinead Williamson,Male,UT Austin,Eric Xing,Male,Petuum Inc. /  Carnegie Mellon University,Restricting exchangeable nonparametric distributions.
116,116,Richard Socher,Male,MetaMind,Andrew Y Ng,Male,DeepLearning.AI,Reasoning With Neural Tensor Networks for Knowledge Base Completion.
117,117,Botond Cseke,Male,University of Edinburgh,Guido Sanguinetti,Male,University of Edinburgh,Approximate inference in latent Gaussian-Markov models from continuous time observations.
118,118,Shinichi Nakajima,Male,Technische Universität Berlin,Ichiro Takeuchi,Male,Nagoya Institute of Technology,Global Solver and Its Efficient Approximation for Variational Bayesian Low-rank Subspace Clustering.
