,Unnamed: 0,first-author,,first-author-affiliation,last-author,,last-author-affiliation,title
299,299,Brendan McMahan,Male,Google,Jacob D Abernethy,Male,University of Michigan,Minimax Optimal Algorithms for Unconstrained Linear Optimization.
300,300,Eunho Yang,Male,IBM Research,Zhandong Liu,Male,Baylor College of Medicine,On Poisson Graphical Models.
301,301,Yannick Schwartz,Male,INRIA,Gael Varoquaux,Male,"Parietal Team, INRIA",Mapping paradigm ontologies to and from the brain.
302,302,Min Xiao,Male,Temple University,Yuhong Guo,Male,Carleton University,A Novel Two-Step Method for Cross Language Representation Learning.
303,303,Erich Kummerfeld,Male,CMU,David Danks,Male,Carnegie Mellon University,Tracking Time-varying Graphical Structure.
304,304,Viet-An Nguyen,Male,Facebook,Philip Resnik,Male,University of Maryland,Lexical and Hierarchical Topic Regression.
305,305,Ian Osband,Male,DeepMind,Benjamin Van Roy,Male,Stanford University,(More) Efficient Reinforcement Learning via Posterior Sampling.
306,306,Sasha Rakhlin,Female,University of Pennsylvania,Karthik Sridharan,Male,University of Pennsylvania,"Optimization, Learning, and Games with Predictable Sequences."
307,307,Anshumali Shrivastava,Male,Rice University,Ping Li,Male,Baidu Research USA,Beyond Pairwise: Provably Fast Algorithms for Approximate $k$-Way  Similarity Search.
308,308,Xiao-Ming Wu,Male,Columbia University,Shih-Fu Chang,Male,Columbia University,Analyzing the Harmonic Structure in Graph-Based Learning.
309,309,Lei Shi,Male,Baidu,Lei Shi,Male,Baidu,Sparse Additive Text Models with Low Rank Background.
310,310,Marcus Rohrbach,Male,Facebook AI Research,Bernt Schiele,Male,Max Planck Institute for Informatics,Transfer Learning in a Transductive Setting.
311,311,Suvrit Sra,Male,MIT,Reshad Hosseini,Male,MPI Tübingen,Geometric optimisation on positive definite matrices for elliptically contoured distributions.
312,312,Ichiro Takeuchi,Male,Nagoya Institute of Technology,Shinichi Nakajima,Male,Technische Universität Berlin,Parametric Task Learning.
313,313,Bogdan Savchynskyy,Male,University of Heidelberg,Christoph Schnörr,Male,University of Heidelberg,Global MAP-Optimality by Shrinking the Combinatorial Search Area with Convex Relaxation.
314,314,Matthew Lawlor,Male,Yale University,Steven W Zucker,Male,Yale University,"Third-Order Edge Statistics: Contour Continuation, Curvature, and Cortical Connections."
315,315,Carl Doersch,Male,CMU,Alexei A Efros,Male,UC Berkeley,Mid-level Visual Element Discovery as Discriminative Mode Seeking.
316,316,Josh S Merel,Male,Columbia University,Liam Paninski,Male,Columbia University,A multi-agent control framework for co-adaptation in brain-computer interfaces.
317,317,Matjaz Jogan,Male,University of Pennsylvania,Alan A Stocker,Male,University of Pennsylvania,Optimal integration of visual speed across different spatiotemporal frequency channels.
318,318,David J Weiss,Male,University of Pennsylvania,Ben Taskar,Male,University of Washington,Learning Adaptive Value of Information for Structured Prediction.
