,Unnamed: 0,first-author,,first-author-affiliation,last-author,,last-author-affiliation,title
199,199,Tuan A Nguyen,Male,Arizona State University,Minh Do,Male,NASA,Synthesizing Robust Plans under Incomplete Domain Models.
200,200,Brenden M Lake,Male,MIT,Josh Tenenbaum,Male,MIT,One-shot learning by inverting a compositional causal process.
201,201,Michel Besserve,Male,MPI for Intelligent Systems,Bernhard Schölkopf,Male,"MPI for Intelligent Systems, Tübingen",Statistical analysis of coupled time series with Kernel Cross-Spectral Density operators..
202,202,Ping Li,Male,Baidu Research USA,John Hopcroft,Male,Cornell University,Sign Cauchy Projections and Chi-Square Kernel.
203,203,Mark Rogers,Male,UC Berkeley,Stuart J Russell,Male,UC Berkeley,Multilinear Dynamical Systems for Tensor Time Series.
204,204,Vince Vu,Male,Ohio State University,Karl Rohe,Male,UW-Madison,Fantope Projection and Selection: A near-optimal convex relaxation of sparse PCA.
205,205,Assaf Glazer,Male,Technion,Shaul Markovitch,Male,Technion,q-OCSVM: A q-Quantile Estimator for High-Dimensional Distributions.
206,206,Grani Adiwena Hanasusanto,Male,Imperial College London,Daniel Kuhn,Male,EPFL,Robust Data-Driven Dynamic Programming.
207,207,Jacob D Abernethy,Male,University of Michigan,Satyen Kale,Male,Google,Adaptive Market Making via Online Learning.
208,208,Liming Wang,Male,Duke University,Lawrence Carin,Male,Duke University,Designed Measurements for Vector Count Data.
209,209,Qirong Ho,Male,"Petuum, Inc.",Eric Xing,Male,Petuum Inc. /  Carnegie Mellon University,More Effective Distributed ML via a Stale Synchronous Parallel Parameter Server.
210,210,Qichao Que,Male,The Ohio State University,Mikhail Belkin,Male,Ohio State University,Inverse Density as an Inverse Problem: the Fredholm Equation Approach.
211,211,Miaomiao Zhang,Female,MIT,Tom Fletcher,Male,University of Utah,Probabilistic Principal Geodesic Analysis.
212,212,Ilya Tolstikhin,Male,"Google, Brain Team, Zurich",Yevgeny Seldin,Male,University of Copenhagen,PAC-Bayes-Empirical-Bernstein Inequality.
213,213,Nikhil Rao,Male,UW-Madison,Timothy T Rogers,Male,University of Wisconsin-Madison,Sparse Overlapping Sets Lasso for Multitask Learning and its Application to fMRI Analysis.
214,214,Yuhong Guo,Male,Carleton University,Yuhong Guo,Male,Carleton University,Robust Transfer Principal Component Analysis with Rank Constraints.
215,215,Mohammad Gheshlaghi azar,Male,CMU,Emma Brunskill,Female,CMU,Sequential Transfer in Multi-armed Bandit with Finite Set of Models.
216,216,Jason D Lee,Male,Stanford,Rich Caruana,Male,Microsoft,Using multiple samples to learn mixture models.
217,217,Paramveer Dhillon,Male,University of Pennsylvania,Lyle Ungar,Male,University of Pennsylvania,New Subsampling Algorithms for Fast Least Squares Regression.
218,218,Jiashi Feng,Male,UC Berkeley,Shuicheng Yan,Male,National University of Singapore,Online Robust PCA via Stochastic Optimization.
