,Unnamed: 0,first-author,,first-author-affiliation,last-author,,last-author-affiliation,title
339,339,Michiel Hermans,Male,Ghent University,Benjamin Schrauwen,Male,Ghent University,Training and Analysing Deep Recurrent Neural Networks.
340,340,Prashanth L.A.,Male,INRIA,Mohammad Ghavamzadeh,Male,Facebook AI Research,Actor-Critic Algorithms for Risk-Sensitive MDPs.
341,341,Jamie Shotton,Male,Microsoft Research,Antonio Criminisi,Male,Microsoft Research,Decision Jungles: Compact and Rich Models for Classification.
342,342,Nima Taghipour,Male,KU Leuven,Hendrik Blockeel,Male,KU Leuven,First-order Decomposition Trees.
343,343,Beomjoon Kim,Male,McGill University,Doina Precup,Female,McGill University / Mila / DeepMind Montreal,Learning from Limited Demonstrations.
344,344,Adhiraj Somani,Male,NUS,Wee Sun Lee,Male,National University of Singapore,DESPOT: Online POMDP Planning with Regularization.
345,345,Leonidas Lefakis,Male,EPFL/Idiap,François Fleuret,Male,University of Geneva,Reservoir Boosting : Between Online and Offline Ensemble Learning.
346,346,Wojciech Samek,Male,TU Berlin,Motoaki Kawanabe,Male,ATR,Robust Spatial Filtering with Beta Divergence.
347,347,Christian Szegedy,Male,Google,Dumitru Erhan,Male,Google,Deep Neural Networks for Object Detection.
348,348,Qianli Liao,Male,Massachusetts Institute of Technology,Tomaso Poggio,Male,Massachusetts Institute of Technology,Learning invariant representations and applications to face verification.
349,349,Carlos J Becker,Male,EPFL,Pascal Fua,Male,"EPFL, Switzerland",Non-Linear Domain Adaptation with Boosting.
350,350,Ashesh Jain,Male,Lyft,Ashutosh Saxena,Male,Cornell University,Learning Trajectory Preferences for  Manipulators via Iterative Improvement.
351,351,Vibhav Vineet,Male,Oxford Brookes University,Philip Torr,Male,University of Oxford,"Higher Order Priors for Joint Intrinsic Image, Objects, and Attributes Estimation."
352,352,Aswin Raghavan,Male,Oregon State University,Prasad Tadepalli,Male,Oregon State University,Symbolic Opportunistic Policy Iteration for Factored-Action MDPs.
353,353,Siwei Lyu,Male,SUNY at Albany,Xin Wang,Male,SUNY at Albany,On Algorithms for Sparse Multi-factor NMF.
354,354,Jing Xiang,Male,CMU,Seyoung Kim,Male,CMU,A* Lasso for Learning a Sparse Bayesian Network Structure for Continuous Variables.
355,355,Nataliya Shapovalova,Female,Simon Fraser University,Greg Mori,Male,Borealis AI,Action is in the Eye of the Beholder: Eye-gaze Driven Model for Spatio-Temporal Action Localization.
356,356,Daniel Bartz,Male,TU Berlin,Klaus-Robert Müller,Male,TU Berlin,Generalizing Analytic Shrinkage for Arbitrary Covariance Structures.
357,357,Dan Rosenbaum,Male,The Hebrew University,Yair Weiss,Male,Hebrew University,Learning the Local Statistics of Optical Flow.
358,358,Shiau-Hong Lim,Male,National University of Singapore,Shie Mannor,Male,Technion,Reinforcement Learning in Robust Markov Decision Processes.
