,first-author-affiliation,last-author-affiliation,title
0, University of Maryland Institute for Advanced Computer Studies, University of Maryland Institute for Advanced Computer Studies,"Finding ""unexplained"" activities in video"
1," Department of Computer Science, University of Toronto, Canada"," Department of Computer Science, University of Toronto, Canada",Explaining genetic knock-out effects using cost-based abduction
2," University of Bath, Bath, UK",,Just an artifact: why machines are perceived as moral agents
3," Computer Science & Engineering, University of Washington, Seattle"," Computer Science & Engineering, University of Washington, Seattle",A hierarchical architecture for adaptive brain-computer interfacing
4," TNO Behaviour and Societal Sciences, Soesterberg, The Netherlands"," Department of Information and Computing Sciences, Utrecht University, Utrecht, The Netherlands",A neural-symbolic cognitive agent for online learning and reasoning
5," Imperial College London, UK"," National Oceanography Centre, UK",Verifying fault tolerance and self-diagnosability of an autonomous underwater vehicle
6," TCS Innovation Labs, New Delhi, India"," Dept. of Electrical Engg., IIT Kanpur, India",OCS-14: you can get occluded in fourteen ways
7," Institute of Computing Technology, Chinese Academy of Sciences, Beijing, China and Loongson Technologies Corporation Limited, Beijing, China and Graduate University of Chinese Academy of Sciences, Beijing, China"," Institute of Computing Technology, Chinese Academy of Sciences, Beijing, China",Effective and efficient microprocessor design space exploration using unlabeled design configurations
8," Centre for Intelligent Machines, McGill University"," Centre for Intelligent Machines, McGill University",Visual task inference using hidden Markov models
9," Centro de Inteligência Artificial, Departamento de Informática, Faculdade de Ciências e Tecnologia, Universidade Nova de Lisboa, Caparica, Portugal"," Centro de Inteligência Artificial, Departamento de Informática, Faculdade de Ciências e Tecnologia, Universidade Nova de Lisboa, Caparica, Portugal",The role of intention recognition in the evolution of cooperative behavior
10," Institute of Computing Technology, Chinese Academy of Sciences, Beijing, P.R. China and Graduate University of the Chinese Academy of Sciences, Beijing, P.R. China"," Institute of Computing Technology, Chinese Academy of Sciences, Beijing, P.R. China",Multi-select faceted navigation based on minimum description length principle
11," Vrije Universiteit Amsterdam, Amsterdam, The Netherlands"," Vrije Universiteit Amsterdam, Amsterdam, The Netherlands",Modeling situation awareness in human-like agents using mental models
12," Shanghai Key Laboratory of Scalable Computing and Systems, Department of Computer Science and Engineering, Shanghai Jiao Tong University, China"," College of Computer Science and Technology, Zhejiang University, China",Generalized latent factor models for social network analysis
13," Center for Information Science and Technology, Temple University, Philadelphia, PA"," Center for Information Science and Technology, Temple University, Philadelphia, PA",Modeling multivariate spatio-temporal remote sensing data with large gaps
14," Artificial Intelligence Research Institute, CSIC, Bellaterra, Spain"," School of Visual Arts and Design, University of Central Florida, Orlando, FL",On the role of domain knowledge in analogy-based story generation
15," Computer Science and Engineering, DUB Group, University of Washington, Seattle, WA"," Microsoft Research, Redmond, WA",Using multiple models to understand data
16," Culture Lab, School of Computing Science, Newcastle University, Newcastle upon Tyne, UK"," Culture Lab, School of Computing Science, Newcastle University, Newcastle upon Tyne, UK",Feature learning for activity recognition in ubiquitous computing
17," VU University Amsterdam, Agent Systems Research Group, Amsterdam, The Netherlands"," VU University Amsterdam, Agent Systems Research Group, Amsterdam, The Netherlands",A cognitive agent model displaying and regulating different social response patterns
18," VU University Amsterdam, Agent Systems Research Group, Amsterdam, The Netherlands"," VU University Amsterdam, Agent Systems Research Group, Amsterdam, The Netherlands",A cognitive agent model incorporating prior and retrospective ownership states for actions
19," Microsoft Research, Redmond, WA"," Microsoft Research, Redmond, WA",Active graph reachability reduction for network security and software engineering
