,first-author-affiliation,last-author-affiliation,title
0," Computing Laboratory, University of Oxford"," Computing Laboratory, University of Oxford",Tackling the partner units configuration problem
1," University College Dublin, Ireland"," York University, Canada",Depth-driven circuit-level stochastic local search for SAT
2," École Polytechnique, LIX, CNRS, UMR, Palaiseau, France"," Stanford University, Department of Computer Science, Stanford, CA",Tractable set constraints
3, NICTA and University of Melbourne, Monash University,Symmetries and lazy clause generation
4," Charles Darwin University, Darwin, Northern Territory, Australia"," Charles Darwin University, Darwin, Northern Territory, Australia",Constraint satisfaction problems: convexity makes all different constraints tractable
5," Department of Computer Science, Institute of Mathematics and Statistics, University of São Paulo, Brazil"," Department of Computer Science, Institute of Mathematics and Statistics, University of São Paulo, Brazil",Probabilistic satisfiability: logic-based algorithms and phase transition
6," Department of Computing Science, University of Alberta, Edmonton, Alberta, Canada"," Department of Computing Science, University of Alberta, Edmonton, Alberta, Canada",Using payoff-similarity to speed up search
7," Vienna University of Technology, Vienna, Austria"," Vienna University of Technology, Vienna, Austria",Kernels for global constraints
8," Department of Computer Science, University of Toronto, Canada"," Department of Computer Science, University of Toronto, Canada",A uniform approach for generating proofs and strategies for both true and false QBF formulas
9," IIIA - CSIC, Universitat Autònoma de Barcelona, Bellaterra, Spain"," Computer Science Department, University of Massachusetts, Amherst, MA",Generalizing ADOPT and BnB-ADOPT
10," Kobe University, Kobe, Japan"," Kobe University, Kobe, Japan",Dynamic SAT with decision change costs: formalization and solutions
11," Department of Computer Science, Rochester Institute of Technology, Rochester, NY"," Institute for Computer Science, Christian-Albrechts-Universität zu Kiel, Kiel, Germany",Minimization for generalized Boolean formulas
12," University College Dublin, Dublin, Ireland"," University College Dublin, Dublin, Ireland",Read-once resolution for unsatisfiability-based Max-SAT algorithms
13," Departamento de Ingeniería Informática, Universidad Católica de la Ssma. Concepción, Concepción, Chile"," Departamento de Ciencia de la Computación, Pontificia Universidad Católica de Chile, Santiago, Chile",Real-time heuristic search with depression avoidance
14," Department of Mathematical and Computing Sciences, Graduate School of Information Science and Engineering, Tokyo Institute of Technology, Japan"," Department of Mathematical and Computing Sciences, Graduate School of Information Science and Engineering, Tokyo Institute of Technology, Japan",Evaluations of hash distributed A* in optimal sequence alignment
15," Computer Science Department, University of California, Los Angeles, Los Angeles, CA"," Computer Science Department, University of California, Los Angeles, Los Angeles, CA",A hybrid recursive multi-way number partitioning algorithm
16," Université de Caen, GREYC, Caen Cedex, France"," Department of Computer Science and Engineering, The Chinese University of Hong Kong, Shatin, N.T., Hong Kong",Constraint programming on infinite data streams
17," Huazhong University of Science and Technology, Wuhan, China and Université de Picardie Jules Verne, Amiens, France"," LRI/CNRS/INRIA & Université Paris 11, Orsay, France",Minimum satisfiability and its applications
18," Institute of Software, School of Electronics Engineering and Computer Science, Key Laboratory of High Confidence Software Technologies, Ministry of Education, Peking University, Beijing, China"," State Key Laboratory of Software Development Environment, Beihang University, Beijing, China",Large hinge width on sparse random hypergraphs
19," Department of Computing Science, University of Alberta, Edmonton, Alberta, Canada"," Department of Computing Science, University of Alberta, Edmonton, Alberta, Canada",Real-time opponent modelling in trick-taking card games
20," School of Computer Science, University of St Andrews, St Andrews, UK"," School of Computer Science, University of St Andrews, St Andrews, UK",Exploiting short supports for generalised arc consistency for arbitrary constraints
21," Université Laval, Département d'informatique et de génie Logiciel"," Université Laval, Université Laval, Département d'informatique et de génie Logiciel",The multi-inter-distance constraint
22, Sony CSL Paris, Sony CSL Paris,Finite-length Markov processes with constraints
23," Mines-Nantes, LINA, UMR, CNRS, Nantes, France"," Mines-Nantes, LINA, UMR, CNRS, Nantes, France",A generalized arc-consistency algorithm for a class of counting constraints
24," Parity Computing, Inc., San Diego, California"," Parity Computing, Inc., San Diego, California",Nested rollout policy adaptation for Monte Carlo tree search
25," Department of ISEE, Kyushu University, Fukuoka, Japan"," Department of ISEE, Kyushu University, Fukuoka, Japan",Real-time solving of quantified CSPs based on Monte-Carlo game tree search
26," Information Systems Engineering Departement, Deutsche Telekom Laboratories, Ben-Gurion University, Be'er-Sheva, Israel"," Information Systems Engineering Departement, Deutsche Telekom Laboratories, Ben-Gurion University, Be'er-Sheva, Israel",The increasing cost tree search for optimal multi-agent pathfinding
27," Google Inc. and Computer Science Department, University of California, Los Angeles, Los Angeles, CA"," Computer Science Department, University of California, Los Angeles, Los Angeles, CA",Complete algorithms for cooperative pathfinding problems
28," Department of Computer Science, University of New Hampshire, Durham, NH"," Department of Computer Science, University of New Hampshire, Durham, NH",Bounded suboptimal search: a direct approach using inadmissible estimates
29," Department of Computer Science, Ben-Gurion University of the Negev, Beer Sheva, Israel"," Department of Computer Science, Ben-Gurion University of the Negev, Beer Sheva, Israel",Rational deployment of CSP heuristics
30," Brown University, Providence, RI"," Brown University, Providence, RI",Symmetry breaking via LexLeader feasibility checkers
31," School of Information Systems, Singapore Management University"," School of Information Systems, Singapore Management University",Heuristic algorithms for balanced multi-way number partitioning
32," Zhong Shan (Sun Yat-Sen) Univ., Guangzhou, P.R. China"," City Univ. of HK, Kowloon Tong, HK S.A.R.",Space defragmentation heuristic for 2D and 3D bin packing problems
