,first-author-affiliation,last-author-affiliation,title
0," University of Edinburgh, UK", University of Kentucky,Generating hard random boolean formulas and disjunctive logic programs
1," Department of Computer Science, KU Leuven, Belgium"," Department of Computer Science, KU Leuven, Belgium",Stochastic constraint programming with and-or branch-and-bound
2," University of British Columbia, Canada"," University of British Columbia, Canada",Scalable constraint-based virtual data center allocation
3," University of Girona, Spain"," University of Girona, Spain",Compact MDDs for pseudo-boolean constraints with at-most-one relations in resource-constrained scheduling problems
4," University of Girona, Spain"," University of Girona, Spain",Relaxed ∃-step plans in planning as SMT
5," State Key Laboratory of Computer Science, Institute of Software, Chinese Academy of Sciences, China and School of Computer and Control Engineering, University of Chinese Academy of Sciences, China"," State Key Laboratory of Computer Science, Institute of Software, Chinese Academy of Sciences, China",From decimation to local search and back: a new approach to MaxSAT
6, University of Oxford," CNRS, LAAS-CNRS, Université de Toulouse",On the kernelization of global constraints
7, Ben-Gurion University of the Negev, Cadence Design Systems,The DNA word design problem: a new constraint model and new results
8," Computing and Mathematical Sciences, California Institute of Technology"," Computing and Mathematical Sciences, California Institute of Technology",Learning-based abstractions for nonlinear constraint solving
9, Rice University, Rice University,The hard problems are almost everywhere for random CNF-XOR formulas
10," Charles University, Prague, Czech Republic"," TU Wien, Vienna, Austria",Solving integer linear programs with a small number of global variables and constraints
11," Institute of Information Systems, TU Wien, Austria"," Institute of Information Systems, TU Wien, Austria",Personnel scheduling as satisfiability modulo theories
12," Department of Computer Science, Jinan University, Guangzhou, China and Institute for Integrated and Intelligent Systems, Griffith University, Brisbane, Australia"," Department of Computer Science, Jinan University, Guangzhou, China and Institute for Integrated and Intelligent Systems, Griffith University, Brisbane, Australia",Restart and random walk in local search for maximum vertex weight cliques with evaluations in clustering aggregation
13," Insight, Centre for Data Analytics, Department of Computer Science, University College Cork, Ireland"," Insight, Centre for Data Analytics, Department of Computer Science, University College Cork, Ireland",Finding robust solutions to stable marriage
14," KTH Royal Institute of Technology, Stockholm, Sweden"," IIIA, CSIC, Bellaterra, Spain",Locality in random SAT instances
15," HIIT, Department of Computer Science, University of Helsinki, Finland"," HIIT, Department of Computer Science, University of Helsinki, Finland",A core-guided approach to learning optimal causal graphs
16," LASIGE, Faculdade de Ciências, Universidade de Lisboa, Portugal and ISDCT SB RAS, Irkutsk, Russia"," LASIGE, Faculdade de Ciências, Universidade de Lisboa, Portugal",Cardinality encodings for graph optimization problems
17," School of Computational Science & Engineering, Georgia Institute of Technology, Atlanta, GA"," ExxonMobil Upstream Research Company, Houston, TX",Learning to run heuristics in tree search
18," CRIL, U. Artois & CNRS, Lens, France"," CRIL, U. Artois & CNRS, Lens, France",An improved decision-DNNF compiler
19," CRIL, Univ. Artois and CNRS, Lens, France"," CRIL, Univ. Artois and CNRS, Lens, France",A recursive shortcut for CEGAR: application to the modal logic K satisfiability problem
20," Université catholique de Louvain, Belgium"," Université catholique de Louvain, Belgium",Automatic synthesis of smart table constraints by abstraction of table constraints
21," Graduate Institute of Electronics Engineering, National Taiwan University, Taipei, Taiwan"," Graduate Institute of Electronics Engineering and Department of Electrical Engineering, National Taiwan University, Taipei, Taiwan",Solving stochastic boolean satisfiability under random-exist quantification
22," Anhui Province Key Lab. of Big Data Analysis and Application, Universitys of S&T of China"," Anhui Province Key Lab. of Big Data Analysis and Application, Universitys of S&T of China",Enhancing campaign design in crowdfunding: a product supply optimization perspective
23," School of Computer Science, Huazhong University of Science and Technology, Wuhan, China"," School of Computer Science, Huazhong University of Science and Technology, Wuhan, China",An effective learnt clause minimization approach for CDCL SAT solvers
24," University of Glasgow, Glasgow, Scotland"," University of Glasgow, Glasgow, Scotland",A partitioning algorithm for maximum common subgraph problems
25," DISI, University of Trento, Italy"," DISI, University of Trento, Italy",Efficient weighted model integration via SMT-based predicate abstraction
26," Huawei Technologies Ltd., French Research Center, Greyc, University of Caen, Normandie"," Huawei Technologies Ltd., French Research Center, Greyc, University of Caen, Normandie",Constraint games revisited
27," CRIL-CNRS and Université d'Artois, Lens, France"," University of Western Macedonia, Kozani, Greece",On neighborhood singleton consistencies
28," Aalto University, Department of Computer Science, Helsinki, Finland"," Aalto University, Department of Computer Science, Helsinki, Finland",Temporal planning with clock-based SMT encodings
29," Department of Mechanical & Industrial Engineering, University of Toronto, Canada"," Department of Mechanical & Industrial Engineering, University of Toronto, Canada",Nonlinear hybrid planning with deep net learned transition models and mixed-integer linear programming
30," Department of Computer Science, Drexel University, Philadelphia, PA"," Department of Computer Science, Drexel University, Philadelphia, PA",Player movement models for platformer game level generation
