,first-author-affiliation,last-author-affiliation,title
0," Department of Computer Science, KU Leuven, Belgium"," Department of Computer Science, KU Leuven, Belgium",Anytime inference in probabilistic logic programs with TP-compilation
1," Institute of Information Engineering, Chinese Academy of Sciences, Beijing, China"," Institute of Information Engineering, Chinese Academy of Sciences, Beijing, China",Knowledge base completion using embeddings and rules
2," THINC Lab, Department of Computer Science, University of Georgia, Athens, GA"," THINC Lab, Department of Computer Science, University of Georgia, Athens, GA",Toward estimating others' transition models under occlusion for multi-robot IRL
3," Department of Computer Science & Engineering, University of Washington"," Department of Computer Science & Engineering, University of Washington",Graph-based inverse optimal control for robot manipulation
4," Massachusetts Institute of Technology, Cambridge, MA"," Massachusetts Institute of Technology, Cambridge, MA",Reactive integrated motion planning and execution
5," National Laboratory of Pattern Recognition, Institute of Automation, Chinese Academy of Sciences"," National Laboratory of Pattern Recognition, Institute of Automation, Chinese Academy of Sciences",Weakly supervised RBM for semantic segmentation
6," Department of Computer Science and Engineering, University of North Texas"," Department of Computer Science and Engineering, University of North Texas",Grounding the meaning of words through vision and interactive gameplay
7," Department of Computer Science, Bar-Ilan University, Ramat-Gan, Israel"," Department of Computer Science, Bar-Ilan University, Ramat-Gan, Israel",Intelligent agent supporting human-multi-robot team collaboration
8," Sony Computer Science Laboratories Inc., Tokyo, Japan"," ICREA, Institut de Biologia Evolutiva, Barcelona, Spain",Co-acquisition of syntax and semantics: an investigation in spatial language
9," Charles University in Prague, Faculty of Mathematics and Physics, Czech Republic"," Charles University in Prague, Faculty of Mathematics and Physics, Czech Republic",Reduced time-expansion graphs and goal decomposition for solving cooperative path finding sub-optimally
10," Department of Computer Science, University of Texas at Austin, Austin, TX"," Department of Computer Science, University of Texas at Austin, Austin, TX",Learning to interpret natural language commands through human-robot dialog
11," Machine Learning & Robotics Lab, University Stuttgart, Germany"," Machine Learning & Robotics Lab, University Stuttgart, Germany",Logic-geometric programming: an optimization-based approach to combined task and motion planning
12," College of Mathematics & Information Science, Wenzhou University, Zhejiang, China"," College of Mathematics & Information Science, Wenzhou University, Zhejiang, China",Multi-modality tracker aggregation: from generative to discriminative
13," Dept. of Computer Science, Royal Holloway, Univ. of London, UK"," Dept. of Computer Science, Univ. of Oxford, UK",Tractable classes of binary CSPs defined by excluded topological minors
14," IIIA, CSIC, Bellaterra, Spain"," IIIA, CSIC, Bellaterra, Spain",A modularity-based random SAT instances generator
15," Huazhong Univ. of Science and Technology, MIS, Université de Picardie Jules Verne"," Artificial Intelligence Research Inst. (IIIA), Spanish National Research Council (CSIC)",An exact inference scheme for MinSAT
16," INESC-ID, IST, Portugal, UCD, CASL, Ireland"," INESC-ID, IST, Lisbon, Portugal",Efficient model based diagnosis with maximum satisfiability
17," CASL, University College Dublin, Ireland"," CASL, University College Dublin, Ireland and INESC-ID, IST, ULisboa, Portugal",Literal-based MCS extraction
18," UCD, CASL, Dublin, Ireland"," INESC-ID, IST, Lisbon, Portugal and UCD, CASL Dublin, Ireland",Prime compilation of non-clausal formulae
19," Sorbonne Universités, UPMC, Univ Paris 06, UMR, Paris, France and CNRS, Paris, France"," SYSU-CMU Joint Institute of Engineering, Guangzhou, China and SYSU-CMU Shunde International Joint Research Institute, Shunde, China",Solving MDPs with skew symmetric bilinear utility functions
20, ETH Zurich, ETH Zurich,Non-monotone adaptive submodular maximization
21," Sorbonne Universités, UPMC, Univ Paris 06, UMR, Paris, France and CNRS, Paris, France"," Department of Computer Science, University College London, London, UK",Optimization of probabilistic argumentation with Markov decision models
22," MIT, Cambridge, MA"," MIT, Cambridge, MA",Stick-breaking policy learning in Dec-POMDPs
23," University of Oxford, UK"," Vienna University of Technology, Austria",Structure in dichotomous preferences
24, Stanford University, Stanford University,"Efficient, private, and ε-strategyproof elicitation of tournament voting rules"
25," Ariel University, Ariel, Israel"," Ben-Gurion University, Beer Sheva, Israel",Lie on the fly: iterative voting center with manipulative voters
26, Carnegie Mellon University, Facebook,Ranked voting on social networks
27, Carnegie Mellon University, Microsoft Research,Non-myopic negotiators see what's best
28," Tel Aviv University and Microsoft Research, Israel"," Technion, Israel",How robust is the wisdom of the crowds?
29," Department of Computer Science and Technology, Tsinghua University, Tsinghua National Laboratory for Information Science and Technology (TNList), Jiangsu Collaborative Innovation Center for Language Ability, Jiangsu Normal University, China"," Department of Computer Science and Technology, Tsinghua University, Tsinghua National Laboratory for Information Science and Technology (TNList), Jiangsu Collaborative Innovation Center for Language Ability, Jiangsu Normal University, China",Uncovering the formation of triadic closure in social networks
