,first-author-affiliation,last-author-affiliation,title
0," Interdisciplinary Graduate School, Nanyang Technological University, Singapore"," School of Computer Engineering, Nanyang Technological University, Singapore",Personalized ranking metric embedding for next new POI recommendation
1," Academy of Mathematics and Systems Science, Chinese Academy of Sciences, Beijing, China"," Institute of Information Engineering, Chinese Academy of Sciences, Beijing, China",Influence maximization in big networks: an incremental algorithm for streaming subgraph influence spread estimation
2," School of Computer Science, Carnegie Mellon University"," School of Computer Science, Carnegie Mellon University",Nonnegative matrix tri-factorization with graph regularization for community detection in social networks
3," King Abdullah University of Science and Technology, Thuwal, Saudi Arabia"," King Abdullah University of Science and Technology, Thuwal, Saudi Arabia",A scalable community detection algorithm for large graphs using stochastic block models
4," IIT Madras, Chennai, India"," Ericsson Reasearch, Chennai, India","CEIL: a scalable, resolution limit free approach for detecting communities in large networks"
5," School of Computer Science and Technology, University of Science and Technology of China"," School of Computer Science and Technology, University of Science and Technology of China",Maximizing the coverage of information propagation in social networks
6," Department of Computer Science and Technology, State Key Lab on Intelligent Technology and Systems, National Lab for Information Science and Technology, Tsinghua University, Beijing, China and HTC Beijing Advanced Technology and Research Center, China"," HTC Beijing Advanced Technology and Research Center, China",Network representation learning with rich text information
7," School of Computing, Teesside University, UK"," School of Computer Science and Engineering, University of Electronic Science and Technology of China, China",Optimal route search with the coverage of users' preferences
8," University of Illinois at Chicago, IL"," University of Illinois at Chicago, IL and Institute for Data Science, Tsinghua University, Beijing, China",Integrated anchor and social link predictions across social networks
9," Centre for Pattern Recognition & Data Analytics, Deakin University, Australia"," Centre for Pattern Recognition & Data Analytics, Deakin University, Australia",Groupwise registration of aerial images
10," INRIA Sophia Antipolis, Sophia Antipolis, France"," INRIA Sophia Antipolis, Sophia Antipolis, France",Video covariance matrix logarithm for human action recognition in videos
11," Xiamen University, China", Stevens Institute of Technology,Modeling inter- and intra-part deformations for object structure parsing
12," Dept. of ECE, Northeastern University, Boston, MA"," Dept. of ECE and College of CIS, Northeastern University, Boston, MA",Cross-view projective dictionary learning for person re-identification
13," DISI, University of Trento, Italy"," DISI, University of Trento, Italy",Inferring painting style with multi-task dictionary learning
14," School of Information, Renmin University of China, Beijing, China"," School of Information, Renmin University of China, Beijing, China",Social image parsing by cross-modal data refinement
15," Department for Technology, Innovation and Enterprise, Singapore Polytechnic"," Department for Technology, Innovation and Enterprise, Singapore Polytechnic",Salient object detection via augmented hypotheses
16," University of Chinese Academy of Sciences, Beijing, China"," State Key Lab. of Computer Science, Inst. of Software, CAS, Beijing, China and University of Macau, Macao, China",Adaptive sharing for image classification
17," National Laboratory of Pattern Recognition, Institute of Automation, Chinese Academy of Sciences"," National Laboratory of Pattern Recognition, Institute of Automation, Chinese Academy of Sciences",Face clustering in videos with proportion prior
18," School of ECE, Georgia Institute of Technology, Atlanta, GA and College of Computing, Georgia Institute of Technology, Atlanta, GA"," College of Computing, Georgia Institute of Technology, Atlanta, GA and Software Engineering Institute, East China Normal University, Shanghai, China",Trailer generation via a point process-based visual attractiveness model
19," Dept. of Electrical and Computer Eng., Carnegie Mellon University"," Dept. of Electrical and Computer Eng., Carnegie Mellon University",Generalized transitive distance with minimum spanning random forest
20," School of Computer Science and Information Engineering, Hefei University of Technology, China"," School of Computer Science and Information Engineering, Hefei University of Technology, China and Department of Computer Science, University of Vermont",Saliency detection with a deeper investigation of light field
21," Department of Electrical and Computer Engineering, Northeastern University, Boston"," Department of Electrical and Computer Engineering, Northeastern University, Boston and College of Computer and Information Science, Northeastern University, Boston",Semantic single video segmentation with robust graph representation
22, Universitat Politècnica de Catalunya, Inria,Reasoning with style
23," Centre for Quantum Computation and Intelligent Systems, University of Technology Sydney and Language Technologies Institute, Carnegie Mellon University"," Machine Learning Department, Carnegie Mellon University",Semantic concept discovery for large-scale zero-shot event detection
24," Department of Computer Science and Engineering, Lehigh University, Bethlehem, PA"," Department of Computer Science and Engineering, Lehigh University, Bethlehem, PA",Raising expectations in GDA agents acting in dynamic environments
25," National Key Laboratory for Novel Software Technology, Collaborative Innovation Center of Novel Software Technology and Industrialization, Department of Computer Science and Technology, Nanjing University, China"," National Key Laboratory for Novel Software Technology, Collaborative Innovation Center of Novel Software Technology and Industrialization, Department of Computer Science and Technology, Nanjing University, China",Scalable graph hashing with feature transformation
26," State Key Laboratory of Software Engineering, School of Computer, Wuhan University, China and College of Automation, Nanjing University of Posts and Telecommunications, China"," College of Computer Science and Technology, Nanjing University of Aeronautics and Astronautics, China",Web page classification based on uncorrelated semi-supervised intra-view and inter-view manifold discriminant feature extraction
27," Vienna University of Technology, Austria and University of Siegen, Germany"," Vienna University of Technology, Austria",Distance-bounded consistent query answering
28," Institute for Infocomm Research, A*STAR, Singapore"," Nanyang Technological University, Singapore",Short and sparse text topic modeling via self-aggregation
29," Northeastern University, Shenyang, China"," The Chinese University of Hong Kong, Hong Kong",Personalized sentiment classification based on latent individuality of microblog users
