,first-author-affiliation,last-author-affiliation,title
0," Key Laboratory of Intelligent Information Processing of CAS, ICT, CAS, China and Singapore Management University and University of the Chinese Academy of Sciences"," Key Laboratory of Intelligent Information Processing of CAS, ICT, CAS, China",Online learning to rank for content-based image retrieval
1," Tsinghua National Laboratory for Information Science and Technology, Department of Computer Science and Technology, Tsinghua University. Beijing, China"," Tsinghua National Laboratory for Information Science and Technology, Department of Computer Science and Technology, Tsinghua University. Beijing, China",Deep multimodal hashing with orthogonal regularization
2," The Institute of Digital Media, Peking University, Beijing, China"," The Institute of Digital Media, Peking University, Beijing, China",Hamming compatible quantization for hashing
3," Computer Science Department, Purdue University, West Lafayette, IN"," Computer Science Department, Purdue University, West Lafayette, IN",Determining expert research areas with multi-instance learning of hierarchical multi-label classification model
4," Canada's Michael Smith Genome Sciences Centre, British Columbia Cancer Agency, Vancouver, British Columbia, Canada"," Canada's Michael Smith Genome Sciences Centre, British Columbia Cancer Agency, Vancouver, British Columbia, Canada",Sampling with minimum sum of squared similarities for Nyström-based large scale spectral clustering
5," IBM Research, New Delhi"," IBM T.J. Watson Research Center, Yorktown Heights, New York",Tracking political elections on social media: applications and experience
6," Research Center for Social Computing and Information Retrieval, Harbin Institute of Technology, China"," Research Center for Social Computing and Information Retrieval, Harbin Institute of Technology, China",Deep learning for event-driven stock prediction
7," Sapienza University of Rome, Dipartimento di Informatica"," Sapienza University of Rome, Dipartimento di Informatica",Large scale homophily analysis in twitter using a twixonomy
8," School of Computer Science and Technology, Soochow University, Suzhou, China and Collaborative Innovation Center of Novel Software Technology and Industrialization"," School of Computer Science and Information Engineering, Zhejiang Gongshang University, China",Interactive gender inference with integer linear programming
9," State Key Laboratory of Intelligent Technology and Systems, Tsinghua National Laboratory for Information Science and Technology, Department of Computer Sci. and Tech., Tsinghua University, Beijing, China"," Samsung R&D Institute China, Beijing",Detecting promotion campaigns in community question answering
10," HIT, China"," HIT, China",VRCA: a clustering algorithm for massive amount of texts
11, Macalester College, University of Minnesota,Towards domain-specific semantic relatedness: a case study from geography
12, National University of Singapore, National University of Singapore,Interest inference via structure-constrained multi-source multi-task learning
13," Arizona State University, Tempe, Arizona"," Arizona State University, Tempe, Arizona",Unsupervised sentiment analysis for social media images
14," BJ ER Center of HVLIP&CC, School of Comp. Sci., Beijing Institute of Technology, Beijing, China"," State Key Lab. of Net. and Swit. Tech., Beijing Univ. of Posts and Tele., Beijing, China",Re-ranking voting-based answers by discarding user behavior biases
