,first-author-affiliation,last-author-affiliation,title
0," Computer Science Department, Carnegie Mellon University, Pittsburgh, PA"," Computer Science Department, Carnegie Mellon University, Pittsburgh, PA",Mobile robot planning to seek help with spatially-situated tasks
1," Carnegie Mellon University, Pittsburgh"," Carnegie Mellon University, Pittsburgh",Using the web to interactively learn to find objects
2," Autonomous Intelligent Systems, University of Bonn, Bonn, Germany"," Autonomous Intelligent Systems, University of Bonn, Bonn, Germany",Model learning and real-time tracking using multi-resolution surfel maps
3," Mobile Robotics Group, Oxford University, UK"," Mobile Robotics Group, Oxford University, UK",Parsing outdoor scenes from streamed 3D laser data using online clustering and incremental belief updates
4," Department of Mechanical Engineering and Applied Mechanics, University of Pennsylvania, Philadelphia, PA"," Department of Mechanical Engineering and Applied Mechanics, University of Pennsylvania, Philadelphia, PA",Search-based path planning with homotopy class constraints in 3D
5," FBK-rst, Trento, Italy"," FBK-rst, Trento, Italy",SMT-based verification of hybrid systems
6," Departments of Computer Science and Economics, Duke University, Durham, NC"," Departments of Computer Science and Economics, Duke University, Durham, NC",Computing game-theoretic solutions and applications to security
7," Department of Computer Science, North Carolina State University, Raleigh, NC"," Department of Computer Science, North Carolina State University, Raleigh, NC",Goal recognition with Markov logic networks for player-adaptive games
8," Microsoft Research, Cambridge, United Kingdom"," Microsoft Research, Cambridge, United Kingdom",Seven challenges in parallel SAT solving
9," INRIA, Nancy, France"," The Australian National University, NICTA, Canberra, Australia",Semi-relaxed plan heuristics
10," Computer Science Department, University of California, Los Angeles, Los Angeles, CA"," Computer Science Department, University of California, Los Angeles, Los Angeles, CA",Research challenges in combinatorial search
11," AKSW Research Group, University of Leipzig, Leipzig, Germany"," AKSW Research Group, University of Leipzig, Leipzig, Germany",Usage-centric benchmarking of RDF triple stores
12," School of Physical and Mathematical Sciences, Nanyang Technological University, Singapore"," School of Physical and Mathematical Sciences, Nanyang Technological University, Singapore",Optimal manipulation of voting rules
13," Cork Constraint Computation Centre, Department of Computer Science, University College Cork, Ireland"," Cork Constraint Computation Centre, Department of Computer Science, University College Cork, Ireland",Opportunities and challenges for constraint programming
14," Toyota Technological Institute, Chicago"," University of Texas, Austin",Relative attributes for enhanced human-machine communication
15," School of Interactive Computing, Georgia Institute of Technology, Atlanta, Georgia"," School of Interactive Computing, Georgia Institute of Technology, Atlanta, Georgia",Interactive narrative: a novel application of artificial intelligence for computer games
16," Electronics and Computer Science, University of Southampton, Southampton, UK"," Electronics and Computer Science, University of Southampton, Southampton, UK",Delivering the smart grid: challenges for autonomous agents and multi-agent systems research
17, University of Southern California, United States Coast Guard,PROTECT: an application of computational game theory for the security of the ports of the United States
18," NASA Ames Research Center, Moffet Field, CA"," NASA Ames Research Center, Moffet Field, CA",Planning as an iterative process
19," University of Denver, Denver, CO"," University of New Hampshire, Durham, NH",Heuristic search comes of age
20," NICTA and UNSW, Sydney, Australia"," NICTA and UNSW, Sydney, Australia",Symmetry breaking constraints: recent results
21," Medtronic, Inc., Minneapolis, MN"," University of Minnesota, Minneapolis, MN",Advisor agent support for issue tracking in medical device development
22," Verdande Technology, Trondheim, Norway"," Department of Petroleum Technology, NTNU, Trondheim, Norway",A real-time decision support system for high cost oil-well drilling operations
23," Swedish Institute of Computer Science, Kista, Sweden"," Addiva Eduro AB, Västerås, Sweden",Statistical anomaly detection for train fleets
24," Kyoto University, Academic Center for Computing and Media Studies, Kyoto, Japan"," Kyoto University, Academic Center for Computing and Media Studies, Kyoto, Japan",Transcription system using automatic speech recognition for the Japanese parliament (diet)
25," Cornell Lab of Ornithology, Cornell University"," Department of Computer Science, Cornell University",eBird: a human/computer learning network for biodiversity conservation and research
26," SISCOG, Sistemas Cognitivos, SA, Lisboa, Portugal"," SISCOG, Sistemas Cognitivos, SA, Lisboa, Portugal",Using AI local search to improve an OR optimizer
27, Ford Motor Company, Ford Motor Company,Applying language translation at a global enterprise level
28," Department of Computer Science and Engineering, Texas A&M University"," Department of Computer Science and Engineering, Texas A&M University",Mechanix: a sketch-based tutoring system for statics courses
29," IBM Research, Haifa, Israel", Israel Aerospace Industries Ltd.,Applying constraint programming to incorporate engineering methodologies into the design process of complex systems
