,first-author-affiliation,last-author-affiliation,title
0," MIT / Maastricht University, Maastricht, The Netherlands"," MIT, Cambridge, MA",Influence-based abstraction for multiagent systems
1," School of Engineering and Applied Sciences, Harvard University, Cambridge, MA"," School of Engineering and Applied Sciences, Harvard University, Cambridge, MA",A complexity-of-strategic-behavior comparison between Schulze's rule and ranked pairs
2," IIIA - CSIC, Bellaterra, Spain"," Department of Computer Science, University of Verona, Verona, Italy",A scalable message-passing algorithm for supply chain formation
3," School of Electronics and Computer Science, University of Southampton, UK"," School of Electronics and Computer Science, University of Southampton, UK",A hybrid algorithm for coalition structure generation
4," Department of Computer Science, Bar Ilan University, Israel"," Department of Computer Science, Bar Ilan University, Israel",Negotiation in exploration-based environment
5," Computer Science Department, Carnegie Mellon University"," Computer Science Department, Carnegie Mellon University",Optimal auctions for spiteful bidders
6," University of Southern California, Los Angeles, CA"," University of Southern California, Los Angeles, CA",Security games for controlling contagion
7," School of Information Systems, Singapore Management University, Singapore"," School of Information Systems, Singapore Management University, Singapore",Decision support for agent populations in uncertain and congested environments
8," Sandia National Laboratories, Livermore, CA"," Computer Science and Engineering, University of Michigan, Ann Arbor, MI",Computing Stackelberg equilibria in discounted stochastic games
9," School of Engineering and Applied Sciences, Harvard University, Cambridge, MA"," Department of Computer Science, Duke University, Durham, NC",Evaluating resistance to false-name manipulations in elections
10," Department of Computer Science, Albert-Ludwigs-Universität, Freiburg, Germany"," School of Engineering & Applied Sciences, Harvard University, Cambridge, MA",A robust Bayesian truth serum for small populations
11," AGH University of Science and Technology, Krakow, Poland"," AGH University of Science and Technology, Krakow, Poland",Possible winners in noisy elections
12," Physical and Mathematical Sciences, Nanyang Tech. Univ., Singapore"," Physical and Mathematical Sciences, Nanyang Tech. Univ., Singapore",Stability via convexity and LP duality in OCF games
13," Department of Computer Science, Bar-Ilan University, Ramat Gan, Israel"," Institute for Advanced Computer Studies, University of Maryland, MD",Automated strategies for determining rewards for human work
14," Department of Computer Science, Bar-Ilan University, Ramat Gan, Israel"," Department of Information Systems Engineering, Ben-Gurion University of the Negev, Israel",Strategic advice provision in repeated human-agent interactions
15," Department of Computer Science, University of Southern CaliforniaLos Angeles, CA"," Departments of Computer Science and Psychology, Neuroscience Graduate Program, University of Southern California, Los Angeles, CA",An object-based Bayesian framework for top-down visual attention
16," Georgia Institute of Technology, Atlanta, GA"," INRIA, Bordeaux Sud-Ouest, France",Algorithmic and human teaching of sequential decision tasks
17," Google Inc., Mountain View, CA"," Google Inc., Mountain View, CA",Three controversial hypotheses concerning computation in the primate cortex
18," School of Computer Science, Reykjavík University, Iceland"," School of Computer Science, Reykjavík University, Iceland",Generalized Monte-Carlo tree search extensions for general game playing
19," Department of Computer Science, Bar-Ilan University, Ramat-Gan, Israel"," Department of Computer Science, Bar-Ilan University, Ramat-Gan, Israel and Institute for Advanced Computer Studies, University of Maryland, College Park, MD",Agent-human coordination with communication costs under uncertainty
20," University of Toronto, Toronto, Ontario, Canada"," University of Toronto, Toronto, Ontario, Canada",Construction of new medicines via game proof search
21, Microsoft Research, Microsoft Research,Learning to learn: algorithmic inspirations from human problem solving
22, Microsoft Research, Microsoft Research,Performance and preferences: interactive refinement of machine learning procedures
23," National Laboratory of Pattern Recognition, Institute of Automation, Chinese Academy of Sciences, Beijing, China"," National Laboratory of Pattern Recognition, Institute of Automation, Chinese Academy of Sciences, Beijing, China",Visual saliency map from tensor analysis
24," Department of Computer Science, University of Illinois at Urbana-Champaign, Urbana, Illinois"," Department of Educational Psychology, University of Illinois at Urbana-Champaign, Urbana, Illinois",Identifying bullies with a computer game
25, University of Wisconsin-Madison, Marshfield Clinic,Identifying adverse drug events by relational learning
26," School of Computer Science and Engineering, The University of New South Wales"," School of Computer Science and Engineering, The University of New South Wales",HyperPlay: a solution to general game playing with imperfect information
27," Artificial Intelligence Research Institute (IIIA-CSIC), Bellaterra, Barcelona, Spain"," Artificial Intelligence Research Institute (IIIA-CSIC), Bellaterra, Barcelona, Spain",Unsupervised detection of music boundaries by time series structure features
28," MIT CSAIL, Cambridge, MA"," Microsoft Research, Bangalore, India",Automatically generating algebra problems
29," Universität Stuttgart, Institut für Formale Methoden der Informatik, Stuttgart, Germany"," Universität Stuttgart, Institut für Formale Methoden der Informatik, Stuttgart, Germany",Cruising with a battery-powered vehicle and not getting stranded
