,first-author-affiliation,last-author-affiliation,title
0," Computer Science Department, Carnegie Mellon University"," Computer Science Department, Carnegie Mellon University and Strategic Machine, Inc.",Libratus: the superhuman AI for no-limit poker
1," National Taiwan University, Taipei, Taiwan"," National Taiwan University, Taipei, Taiwan",DISA: a scientific writing advisor with deep information structure analysis
2," Delft University of Technology, Delft, The Netherlands"," Delft University of Technology, Delft, The Netherlands",Omniscient debugging for GOAL agents in eclipse
3," Institute of Information Science, Academia Sinica, Taiwan"," Institute of Information Science, Academia Sinica, Taiwan","A goal-oriented meaning-based statistical multi-step math word problem solver with understanding, reasoning and explanation"
4," School of Computing and Engineering, University of Huddersfield, UK"," School of Computing and Engineering, University of Huddersfield, UK",Automated planning for urban traffic management
5," German Research Center for Artificial Intelligence, DFKI, Saarbrücken, Germany"," German Research Center for Artificial Intelligence, DFKI, Saarbrücken, Germany",Speech-based medical decision support in VR using a deep neural network
6," School of Computing and Information Systems, University of Melbourne, Australia"," School of Computing and Information Systems, University of Melbourne, Australia",Real-time UAV maneuvering via automated planning in simulations
7," School of Computer Science and Engineering, The University of New South Wales, Sydney, NSW, Australia"," School of Computer Science and Engineering, The University of New South Wales, Sydney, NSW, Australia",Limbo: a reasoning system for limited belief
8," RMIT University, Australia"," RMIT University, Australia",Emergency evacuation simulator (EES) - a tool for planning community evacuations in Australia (demonstration)
9," Department of Information and Communication Engineering, The University of Tokyo"," Department of Information and Communication Engineering, The University of Tokyo",Become popular in SNS: tag recommendation using folk popularity rank to enhance social popularity
