,first-author-affiliation,last-author-affiliation,title
0," Department of Computer Science, Bar-Ilan University, Israel"," Department of Computer Science, Bar-Ilan University, Israel",Robotic strategic behavior in adversarial environments
1," School of Computer Science and Engineering, Nanyang Technological University, Singapore"," School of Computer Science and Engineering, Nanyang Technological University, Singapore",Game theoretic analysis of security and sustainability
2," University of Edinburgh, United Kingdom"," University of Edinburgh, United Kingdom",Logic meets probability: towards explainable AI systems for uncertain worlds
3," AGH University, Krakow, Poland"," AGH University, Krakow, Poland",Committee scoring rules: a call to arms
4," School of Computing, Informatics and Decision Systems Engineering, Arizona State University, Tempe, AZ"," School of Computing, Informatics and Decision Systems Engineering, Arizona State University, Tempe, AZ",Learning from data heterogeneity: algorithms and applications
5," Departamento de Ciencias e Ingenieria de la Computacion, Universidad Nacional del Sur (UNS), Institute for Computer Science and Engineering (UNS-CONICET), Bahia Blanca, Argentina"," Departamento de Ciencias e Ingenieria de la Computacion, Universidad Nacional del Sur (UNS), Institute for Computer Science and Engineering (UNS-CONICET), Bahia Blanca, Argentina",Knowledge engineering for intelligent decision support
6," Institut de Robòtica i Informàtica Industrial, IRI (UPC-CSIC), Barcelona, Catalonia, Spain and Wide Eyes Technologies, Barcelona, Catalonia, Spain"," Institut de Robòtica i Informàtica Industrial, IRI (UPC-CSIC), Barcelona, Catalonia, Spain and Wide Eyes Technologies, Barcelona, Catalonia, Spain",Multimodal news article analysis
7," University of Basel, Switzerland"," University of Basel, Switzerland",Towards certified unsolvability in classical planning
8," IIIS, Tsinghua University, China"," IIIS, Tsinghua University, China",Reinforcement mechanism design
9," University of Southern California, Information Sciences Institute"," University of Southern California, Information Sciences Institute",Unsupervised learning via total correlation explanation
10, Rensselaer Polytechnic Institute, Rensselaer Polytechnic Institute,Improving group decision-making by artificial intelligence
11," The Hebrew University of Jerusalem, Israel"," The Hebrew University of Jerusalem, Israel",Securing and scaling cryptocurrencies
