,first-author-affiliation,last-author-affiliation,title
0," Key Laboratory of Intelligent Information Processing, Institute of Computing Technology, CAS, China and University of Chinese Academy of Sciences, China"," Key Laboratory of Intelligent Information Processing, Institute of Computing Technology, CAS, China",Dual track multimodal automatic learning through human-robot interaction
1," Electronic Information School, Wuhan University, Wuhan, China"," Tencent AI Laboratory, Shenzhen, China",Locality preserving matching
2," Department of Computer Science, University of Dayton"," Department of ECE, National University of Singapore",Salient object detection with semantic priors
3," Massachusetts Institute of Technology, Cambridge, MA"," Massachusetts Institute of Technology, Cambridge, MA",Temporal grounding graphs for language understanding with accrued visual-linguistic context
4," Bar-Ilan University, Israel"," The Weizmann Institute, Israel",Maintaining communication in multi-robot tree coverage
5," Key Lab of Intel. Inf. Proc., Inst. of Comput. Tech., Chinese Academy of Sciences, Beijing, China and University of Chinese Academy of Sciences, Beijing, China"," Computer Vision Center, Bellaterra, Barcelona, Spain",Combining models from multiple sources for RGB-D scene recognition
6, City University of Hong Kong, University of Science and Technology of China,Fast preprocessing for robust face sketch synthesis
7, City University of Hong Kong, University of Science and Technology of China,Learning to hallucinate face images via component generation and enhancement
8," Department of Signal Processing, Tampere University of Technology, Finland"," Department of Signal Processing, Tampere University of Technology, Finland",Cross-granularity graph inference for semantic video object segmentation
9," ROSE Lab, Interdisciplinary Graduate School, Nanyang Technological Univeristy, Singapore"," ROSE Lab, Interdisciplinary Graduate School, Nanyang Technological Univeristy, Singapore",Is my object in this video? reconstruction-based object search in videos
10," College of Computer Science, Zhejiang University, Hangzhou, China and Alibaba-Zhejiang University Joint Research Institute of Frontier Technologies"," College of Computer Science, Zhejiang University, Hangzhou, China and Alibaba-Zhejiang University Joint Research Institute of Frontier Technologies",Image gradient-based joint direct visual odometry for stereo camera
