,first-author-affiliation,last-author-affiliation,title
0," Centrum Wiskunde & Informatica, Amsterdam, The Netherlands"," University of Southern California, Los Angeles, CA, United States",When will negotiation agents be able to represent us? the challenges and opportunities for autonomous negotiators
1," Department of Philosophy, Carnegie Mellon University, Pittsburgh"," Department of Philosophy, Center for Ethics and Policy, Carnegie Mellon University, Pittsburgh",Algorithmic bias in autonomous systems
2, Delft University of Technology, Delft University of Technology,Responsible autonomy
3, Australian National University, DeepMind,Reinforcement learning with a corrupted reward channel
4," Knexus Research Corporation, Springfield, Virginia"," Navy Center for Applied Research in AI, Naval Research Laboratory, Washington, DC",A goal reasoning agent for controlling UAVs in beyond-visual-range air combat
5," Rensselaer Polytechnic Institute, Troy, NY"," Rensselaer Polytechnic Institute, Troy, NY",On automating the doctrine of double effect
6," Department of Computer Science and Engineering, The Chinese University of Hong Kong, Hong Kong, China"," Department of Computer Science and Engineering, The Chinese University of Hong Kong, Hong Kong, China",Achieving coordination in multi-agent systems by stable local conventions under community networks
7," Department of Computer Engineering, Bogazici University, Istanbul, Turkey"," Department of Computer Engineering, Bogazici University, Istanbul, Turkey",Context-based reasoning on privacy in internet of things
8," Department of Engineering, University of Cambridge, UK"," Department of Engineering, University of Cambridge, UK and Alan Turing Institute, London, UK",Concrete problems for autonomous vehicle safety: advantages of Bayesian deep learning
9," University of California, Berkeley"," University of California, Berkeley",Should robots be obedient?
10," Department of Informatics, King's College London, Strand, London, UK"," Department of Informatics, King's College London, Strand, London, UK",Privacy and autonomous systems
11," College of Information and Computer Sciences, University of Massachusetts, Amherst, MA and Nissan Research Center, Sunnyvale, CA"," College of Information and Computer Sciences, University of Massachusetts, Amherst, MA",Online decision-making for scalable autonomous systems
