,first-author-affiliation,last-author-affiliation,title
0," Sorbonne Universités, UPMC Univ Paris 06, UMR, LIP6, Paris, France"," Sorbonne Universités, UPMC Univ Paris 06, UMR, LIP6, Paris, France",Adaptive elicitation of preferences under uncertainty in sequential decision making problems
1," Department of Computer Science, University of New Hampshire, Durham, NH"," College of Computer and Information Science, Northeastern University, Boston, MA",COG-DICE: an algorithm for solving continuous-observation Dec-POMDPs
2," Department of Computer Science, Duke University, Durham, NC"," Department of Computer Science, Duke University, Durham, NC",Fair and efficient social choice in dynamic settings
3," Sorbonne Universités, UPMC Univ Paris 06, CNRS, LIP6, Paris"," Sorbonne Universités, UPMC Univ Paris 06, CNRS, LIP6, Paris",Incremental decision making under risk with the weighted expected utility model
4, Indian Institute of Technology Delhi, Indian Institute of Technology Delhi,Coarse-to-fine lifted MAP inference in computer vision
5," Department of Computer Science and Technology, East China Normal University, Shanghai, P. R. China"," Department of Computer Science and Technology, East China Normal University, Shanghai, P. R. China",Variational mixtures of Gaussian processes for classification
6, University of Wisconsin-Madison Department of Computer Sciences, University of Wisconsin-Madison Department of Computer Sciences,Weighted model integration with orthogonal transformations
7," Adobe Research, San Jose, CA and Department of Computer Science, The University of Texas at Dallas"," Department of Computer Science, The University of Texas at Dallas",Efficient inference for untied MLNs
8, The University of Texas at Dallas, The University of Texas at Dallas,Order statistics for probabilistic graphical models
9," Department of Information Engineering, The Chinese University of Hong Kong"," Department of Information Engineering, The Chinese University of Hong Kong",Scalable estimation of dirichlet process mixture models on distributed data
10," Department of Computer Science, Cornell University, Ithaca, NY"," Department of Computer Science, Cornell University, Ithaca, NY",XOR-sampling for network design with correlated stochastic events
11, NEC Corporation, NEC Corporation,Robust quadratic programming for price optimization
12," Department of Statistics, University of California, Los Angeles (UCLA), CA"," Department of Statistics, University of California, Los Angeles (UCLA), CA",Single-image 3D scene parsing using geometric commonsense
13," School of Computer Science & Engineering, Northwestern Polytechnical University, Xi'an, China"," School of Computer Science, The University of Adelaide, Australia",Dynamic programming bipartite belief propagation for hyper graph matching
14," School of Software, Tsinghua University, Beijing, China"," School of Computing & Communications, Lancaster University, UK",Approximating discrete probability distribution of image emotions by multi-modal features fusion
15," DEKE(MOE), Computer Science Dept., Renmin University of China and State Key Lab of Computer Science, Institute of Software, Chinese Academy of Sciences"," DEKE(MOE), Computer Science Dept., Renmin University of China",Plato's cave in the Dempster-Shafer land: the link between pignistic and plausibility transformations
