,first-author-affiliation,last-author-affiliation,title
0, Beijing University of Posts and Telecommunications, Beijing University of Posts and Telecommunications,Improving cross-domain recommendation through probabilistic cluster-level latent factor model
1," School of Computer Science, McGill University, Montreal, QC, Canada"," School of Computer Science, McGill University, Montreal, QC, Canada",Representation discovery for mdps using bisimulation metrics
2," Department of Computing, Imperial College London, London, UK"," Department of Computing, Imperial College London, London, UK",Graphical representation of assumption-based argumentation
3," Advanced Analytics Institute, Faculty of Engineering and Information Technology, University of Technology, Sydney, Ultimo, NSW, AU"," Advanced Analytics Institute, Faculty of Engineering and Information Technology, University of Technology, Sydney, Ultimo, NSW, AU",Actionable combined high utility itemset mining
4," Rensselaer Polytechnic Institute, Troy, NY"," IBM Research Lab, India",Spatio-temporal signatures of user-centric data: how similar are we?
5," Max Planck Institute for Informatics, Saarbrücken, Germany"," PQRS Research, pqrs-research.org",Multimedia data for the visually impaired
6," Department of Computer Science, The University of Hong Kong, Pokfulam, Hong Kong"," Department of Computer Science, The University of Hong Kong, Pokfulam, Hong Kong",Improving microblog retrieval from exterior corpus by automatically constructing a microblogging corpus
7," Department of Computer Science, The University of Hong Kong, Pokfulam, Hong Kong"," Department of Computer Science, The University of Hong Kong, Pokfulam, Hong Kong",Time-sensitive opinion mining for prediction
8," IRIDIA, Université Libre de Bruxelles, Brussels, Belgium"," IRIDIA, Université Libre de Bruxelles, Brussels, Belgium",Self-organized collective decision-making in a 100-robot swarm
9," School of Computing, Informatics, and Decision Systems Engineering, Arizona State University, Tempe"," School of Computing, Informatics, and Decision Systems Engineering, Arizona State University, Tempe",Handling uncertainty in answer set programming
10," School of Computer Science and Engineering, Beihang University, Beijing, China"," School of Computer Science and Engineering, Beihang University, Beijing, China",Combining machine learning and crowdsourcing for better understanding commodity reviews
11," Institute of Computer Science & Technology, Peking University, Beijing, China"," Institute of Computer Science & Technology, Peking University, Beijing, China",What is the longest river in the usa? semantic parsing for aggregation questions
12," Dept. of Electrical & Computer Engineering, University of Akron, Akron, OH"," Dept. of Computer Science, Texas Tech University, Lubbock, TX",Accelerating SAT solving by common subclause elimination
13," Department of Computer Science, The University of Texas at Austin, Austin Texas"," Department of Computer Science, The University of Texas at Austin, Austin Texas",Global policy construction in modular reinforcement learning
14," School of Industrial Engineering, Purdue University, West Lafayette, IN"," School of Industrial Engineering, Purdue University, West Lafayette, IN",Touchless telerobotic surgery - is it possible at all?
15," Centre for Language Technology, University of Copenhagen, Njalsgade, Copenhagen S, Denmark"," Centre for Language Technology, University of Copenhagen, Njalsgade, Copenhagen S, Denmark",Modeling eye movements when reading microblogs
16," Dept. of Computer Science, New Mexico State University, NM and Dept. of Mathematics & Computer Science, University of Udine, IT"," Dept. of Computer Science, New Mexico State University, NM and Dept. of Mathematics & Computer Science, University of Udine, IT",Exploiting the structure of distributed constraint optimization problems
17," College of Computing and Information Sciences Rochester Institute of Technology Rochester, NY"," College of Computing and Information Sciences Rochester Institute of Technology Rochester, NY",Realistic assumptions for attacks on elections
18," Department of Computer Science, Yale University"," Department of Computer Science, Yale University",Social hierarchical learning
19," Computer Science Department, University of Pittsburgh, Pittsburgh, PA"," Computer Science Department, University of Pittsburgh, Pittsburgh, PA",Multivariate conditional anomaly detection and its clinical application
20," Department of Computer Science, New Mexico State University, Las Cruces, NM"," Department of Computer Science, New Mexico State University, Las Cruces, NM",Probabilistic planning with risk-sensitive criterion
21," University of Texas at Austin, Speedway, Austin, TX"," University of Texas at Austin, Speedway, Austin, TX",Entity resolution in a big data framework
22, University of New Hampshire, University of New Hampshire,Non-classical planning for robotic applications
23," Department of Computer Science, Michigan Technological University, Houghton, MI"," Department of Computer Science, Michigan Technological University, Houghton, MI",Transfer learning-based co-run scheduling for heterogeneous datacenters
24," Optimisation Research Group, NICTA, Research School of Computer Science, ANU"," Optimisation Research Group, NICTA, Research School of Computer Science, ANU",HVAC-aware occupancy scheduling (extended abstract)
25, Oregon State University, Oregon State University,Scalable agent modeling for large multiagent systems
26," Department of Computing, Imperial College London, London, UK"," Department of Computing, Imperial College London, London, UK",Explaining answer set programming in argumentative terms
27,,,Thesis summary: optimal multi-agent pathfinding algorithms
28," University of Southern California, Los Angeles, CA"," University of Southern California, Los Angeles, CA",Multi-agent team formation: solving complex problems by aggregating opinions
29," Department of Computer Science, The University of Texas at Dallas"," Department of Computer Science, The University of Texas at Dallas",Scaling-up inference in markov logic
