,first-author-affiliation,last-author-affiliation,title
0," Australian National University, Canberra, Australia"," University of Pernambuco, Recife, Brazil",Bayesian model averaging naive bayes (BMA-NB): averaging over an exponential number of feature models in linear time
1," School of ECE, Georgia Institute of Technology, Atlanta, GA"," SEIEE, Shanghai Jiao Tong University, Shanghai, China",Dictionary learning with mutually reinforcing group-graph structures
2," School of ECE, Georgia Institute of Technology, Atlanta, GA"," School of ECE, Georgia Institute of Technology, Atlanta, GA",Active manifold learning via gershgorin circle guided sample selection
3," School of Computer Science and Engineering, Big Data Research Center, University of Electronic Science and Technology of China", Alibaba Group,Nyström approximation for sparse kernel methods: theoretical analysis and empirical evaluation
4, University of Tsukuba, University of Tsukuba,OMNI-prop: seamless node classification on arbitrary label correlation
5," Nara Institute of Science and Technology, Takayama-cho, Ikoma-shi, Nara, Japan"," NTT Service Evolution Laboratories, NTT Corporation, Yokosuka-shi, Kanagawa, Japan",Non-linear regression for bag-of-words data via gaussian process latent variable set model
6, IBM Research - Tokyo, IBM Research - Tokyo,A mathematical programming-based approach to determining objective functions from qualitative and subjective comparisons
7," Key Lab. of Machine Perception (MOE), School of EECS, Peking University, China"," HTC Research, Taiwan",Exact recoverability of robust PCA via outlier pursuit with tight recovery bounds
8," MPI for Intelligent Systems, Tübingen, Germany"," MPI for Intelligent Systems, Tubingen, Germany",Multi-source domain adaptation: a causal view
9," National Key Laboratory for Novel Software Technology, Nanjing University, Nanjing, China"," National Key Laboratory for Novel Software Technology, Nanjing University, Nanjing, China",Online bandit learning for a special class of non-convex losses
10," School of Computer Science and Technology, Harbin Institute of Technology at Weihai, China and Department of Computer Science, Hong Kong Baptist University, Hong Kong"," NICTA and Australian National University, Australia",Online dictionary learning on symmetric positive definite manifolds with vision applications
11," School of Software Dalian University of Technology, Dalian, China"," School of Software Dalian University of Technology, Dalian, China",Constrained NMF-based multi-view clustering on unmapped data
12," Department of Computer Science, Hong Kong Baptist University, The Institute of Research and Continuing Education, Hong Kong Baptist University (Shenzhen)"," Department of Computer Science, Hong Kong Baptist University, The Institute of Research and Continuing Education, Hong Kong Baptist University (Shenzhen)",Multi-task learning and algorithmic stability
13," David R. Cheriton School of Computer Science, University of Waterloo, Canada"," Department of Statistics and Actuarial Science, University of Waterloo, Canada",SoF: soft-cluster matrix factorization for probabilistic clustering
14," School of Mathematics and Statistics, Xi'an Jiaotong University"," School of Computer Science, Carnegie Mellon University",Self-paced learning for matrix factorization
15," Georgia Institute of Technology, Atlanta, GA"," Duke University, Durham, NC","Cross-modal similarity learning via pairs, preferences, and active supervision"
16," Tsinghua National Laboratory for Information Science and Technology (TNList) and Department of Automation, Tsinghua University, Beijing, China"," Washington University in St. Louis, MO",A reduction of the elastic net to support vector machines with an application to GPU computing
17," Institute of Automation, Chinese Academy of Sciences"," Institute of Automation, Chinese Academy of Sciences","10,000+ times accelerated robust subset selection (ARSS)"
18," Department of Computer and Information Science, Linköping University, Linköping, Sweden"," Department of Computer and Information Science, Linköping University, Linköping, Sweden",Tractable cost-optimal planning over restricted polytree causal graphs
19," Linkoping University, SE-58183 Linköping, Sweden"," Linkoping University, SE-58183 Linköping, Sweden",Some fixed parameter tractability results for planning with non-acyclic domain-transition graphs
20," Harvey Mudd College, Claremont, CA"," Harvey Mudd College, Claremont, CA",Robustness in probabilistic temporal planning
21," SIFT, LLC."," SIFT, LLC.",SMT-based nonlinear PDDL+ planning
22, Fondazione Bruno Kessler - Italy, Fondazione Bruno Kessler - Italy,Strong temporal planning with uncontrollable durations: a state-space approach
23," Department of Computer Science, Tufts University, Medford, MA"," School of Electrical Engineering and Computer Science, Oregon State University, Corvallis, OR",Factored MCTS for large scale stochastic planning
24," Computer Engineering Department, Urmia University, West Azarbaijan, Iran"," Institute for Integrated and Intelligent Systems (IIIS), Griffith University, Australia",Transition constraints for parallel planning
25," SIFT, LLC, Minneapolis, MN"," SIFT, LLC, Minneapolis, MN",Measuring plan diversity: pathologies in existing approaches and a new plan distance metric
26," Dept. of Computer Science and Engineering, Mississippi State University, Mississippi State, MS"," Dept. of Computer Science and Engineering, Mississippi State University, Mississippi State, MS",Efficient bounds in heuristic search algorithms for stochastic shortest path problems
27," University of Alberta, Canada"," University of Basel, Switzerland",A generalization of sleep sets based on operator sequence redundancy
28, Technion — Israel Institute of Technology, Massachusetts Institute of Technology,Goal recognition design for non-optimal agents
29," Vienna University of Technology, Vienna, Austria"," Vienna University of Technology, Vienna, Austria and University of Siegen, Siegen, Germany",Variable-deletion backdoors to planning
