,first-author-affiliation,last-author-affiliation,title
0," Citizen Science Group, Department of Physics, University of Oxford"," Citizen Science Group, Department of Physics, University of Oxford",Aggregating user input in ecology citizen science projects
1," Department of Computer Science and Engineering Texas A&M University College Station, TX"," Department of Computer Science and Engineering Texas A&M University College Station, TX",Leveraging ontologies to improve model generalization automatically with online data sources
2," Smart Information-Flow Technologies, Minneapolis, MN and Lexington, Massachusetts"," Smart Information-Flow Technologies, Minneapolis, MN and Lexington, Massachusetts",HACKAR: helpful advice for code knowledge and attack resilience
3, Palo Alto Research Center, Palo Alto Research Center,A robust and extensible tool for data integration using data type models
4," Sketch Recognition Lab, Texas A&M University College Station, TX"," Sketch Recognition Lab, Texas A&M University College Station, TX",Maestoso: an intelligent educational sketching tool for learning music theory
5," University of Southern California, Los Angeles, CA"," LCSW, Executive Director, My Friend's Place, Los Angeles, CA",Preventing HIV spread in homeless populations using PSINET
6," 5550-A Peachtree Parkway, Norcross, GA"," 5550-A Peachtree Parkway, Norcross, GA",SKILL: a system for skill identification and normalization
7," Allen Institute for AI, Seattle, WA"," Allen Institute for AI, Seattle, WA",Elementary school science and math tests as a driver for AI: take the aristo challenge!
8, University of Washington, University of Washington,Time-varying clusters in large-scale flow cytometry
9," Leidos Autonomy and Analytics Arlington, VA"," Laboratory for Natural Language Processing and AI Nuance Communications Sunnyvale, CA",The winograd schema challenge: evaluating progress in commonsense reasoning
10," Institute for Human and Machine Cognition, Ocala, FL"," The Ohio State University, 2015 Neil Avenue, Columbus, OH",Speech adaptation in extended ambient intelligence environments
11," Department of Computer Science, Bar-Ilan University, Ramat-Gan, Israel"," Department of Computer Science, Bar-Ilan University, Ramat-Gan, Israel",Intelligent agents for rehabilitation and care of disabled and chronic patients
12, Microsoft Research, Microsoft Research,Mechanism learning with mechanism induced data
13," DISI, University of Bologna - Italy"," NICTA and the Australian National University, Australia",Emerging architectures for global system science
14," Department of Computer Science and Institute for Systems Research, University of Maryland College Park, MD"," FBK ICT IRST Trento, Italy","Blended planning and acting: preliminary approach, research challenges"
15," Aalto University, Department of Information and Computer Science Helsinki, Finland"," Aalto University, Department of Information and Computer Science Helsinki, Finland",Impact of modeling languages on the theory and practice in planning research
16," Computer Science Department, Carnegie Mellon University"," Computer Science Department, Carnegie Mellon University","Steering evolution strategically: computational game theory and opponent exploitation for treatment planning, drug design, and synthetic biology"
17," MIT CSAIL, Cambridge, MA"," MIT CSAIL, Cambridge, MA",Towards a programmer's apprentice (again)
18," Purdue University, School of Electrical and Computer Engineering, West Lafayette, IN"," Purdue University, School of Electrical and Computer Engineering, West Lafayette, IN",Conducting neuroscience to guide the development of AI
19," NICTA and UNSW Sydney, Australia"," NICTA and UNSW Sydney, Australia",Challenges in resource and cost allocation
20, UNC Charlotte, Indiana University,Explaining watson: polymath style
21," Department of Computer Sciences, University of Wisconsin-Madison Madison, WI"," Department of Computer Sciences, University of Wisconsin-Madison Madison, WI",Machine teaching: an inverse problem to machine learning and an approach toward optimal education
22, School of Computer Science University of Massachusetts Amherst, School of Computer Science University of Massachusetts Amherst,Building strong semi-autonomous systems
23," Artificial Intelligence Center, SRI International Menlo Park, CA"," Artificial Intelligence Center, SRI International Menlo Park, CA","Achieving intelligence using prototypes, composition, and analogy"
24," University of British Columbia, Vancouver, Canada"," University of British Columbia, Vancouver, Canada",Towards user-adaptive information visualization
25," KU Leuven, Department of Computer Science, Celestijnenlaan, Heverlee, Belgium"," KU Leuven, Department of Computer Science, Celestijnenlaan, Heverlee, Belgium",Languages for learning and mining
26," CRIL-CNRS, Université d'Artois, France"," CRIL-CNRS, Université d'Artois, France",Compile!
27," inIT-Institute for Industrial IT, University of Applied Sciences OWL, Lemgo, Germany"," inIT-Institute for Industrial IT, University of Applied Sciences OWL, Lemgo, Germany",On the diagnosis of cyber-physical production systems: state-of-the-art and research agenda
28," Computer Science Department, Carnegie Mellon University"," Computer Science Department, Carnegie Mellon University",Abstraction for solving large incomplete-information games
29," University of Rochester Rochester, NY"," University of Rochester Rochester, NY",Semantic representation
