,first-author-affiliation,last-author-affiliation,title
0," Department of Computer Science Southern Illinois University, Carbondale, IL"," Department of Computer Science Southern Illinois University, Carbondale, IL",A succinct conceptualization of the foundations for a network organization paradigm
1," North Carolina State University, Liquid Narrative Research Group, Raleigh NC"," North Carolina State University, Liquid Narrative Research Group, Raleigh NC",A goal-based model of personality for planning-based narrative generation
2," Carnegie Mellon University, Pittsburgh, PA"," Carnegie Mellon University, Pittsburgh, PA",Leveraging common structure to improve prediction across related datasets
3," Department of Applied Mathematics and Statistics, Johns Hopkins University, Baltimore, MD"," AOL Advertising.com, Baltimore, MD",Stochastic blockmodeling for online advertising
4," School of Information and Communication Technology, Griffith University, Australia"," School of Information and Communication Technology, Griffith University, Australia",Query abduction for ELH⊥ ontologies
5," Human Language Technology Research Institute, University of Texas at Dallas, Richardson, TX"," Human Language Technology Research Institute, University of Texas at Dallas, Richardson, TX",A multi-pass sieve for name normalization
6," Human Language Technology Research Institute, University of Texas at Dallas, Richardson, TX"," Human Language Technology Research Institute, University of Texas at Dallas, Richardson, TX",A sequence labeling approach to deriving word variants
7," Harvey Mudd College, Claremont, CA"," Harvey Mudd College, Claremont, CA",Predicting the quality of user experiences to improve productivity and wellness
8," Jilin University Changchun, PRC"," Jilin University Changchun, PRC",Modelling individual negative emotion spreading process with mobile phones
9," Carnegie Mellon University, Pittsburgh PA"," Carnegie Mellon University, Pittsburgh PA",Active learning for informative projection retrieval
10," Department of Computer Science, University of Texas at Austin, Austin, TX"," Department of Computer Science, University of Texas at Austin, Austin, TX",Placing influencing agents in a flock
11," Computer Science and Engineering, University of Nebraska-Lincoln"," Computer Science and Engineering, University of Nebraska-Lincoln",Characterizing performance of consistency algorithms by algorithm configuration of random CSP generators
12," Carnegie Mellon University, Pittsburgh, PA"," Carnegie Mellon University, Pittsburgh, PA",Finding meaningful gaps to guide data acquisition for a radiation adjudication system
13," University of Luxembourg, Luxembourg"," University of Luxembourg, Luxembourg",Dealing with trouble: a data-driven model of a repair type for a conversational agent
14," Cheriton School of Computer Science, University of Waterloo, Waterloo, Ontario, Canada"," Cheriton School of Computer Science, University of Waterloo, Waterloo, Ontario, Canada",On manipulablity of random serial dictatorship in sequential matching with dynamic preferences
15," Department of Computer Science, KAIST, Yuseong-gu, Daejeon, South Korea"," Department of Computer Science, KAIST, Yuseong-gu, Daejeon, South Korea",Language independent feature extractor
16," Faculty of Engineering and Information Technology, University of Technology Sydney, NSW, Australia"," Faculty of Engineering and Information Technology, University of Technology Sydney, NSW, Australia",Coupled collaborative filtering for context-aware recommendation
17, University of Texas at Austin, University of Texas at Austin,Sorted neighborhood for the semantic web
18," Scripps College, Claremont, CA"," IBM Research, San Jose, CA",Effect of spatial pooler initialization on column activity in hierarchical temporal memory
19," Dalian University of Technology, Dalian, China,"," Microsoft Research, Beijing, China",Acronym disambiguation using word embedding
20," Beijing University of Posts and Telecommunications, Beijing, China"," Beijing University of Posts and Telecommunications, Beijing, China",Learning word vectors efficiently using shared representations and document representations
21," NICTA and University of New South Wales and Anzac Parade, Sydney, Australia"," NICTA and University of New South Wales and Anzac Parade, Sydney, Australia",Just-in-time hierarchical constraint decomposition
22," Indian Institute of Technology Madras, Chennai, Tamil Nadu, India"," University of Southern California, Los Angeles, CA",Every team deserves a second chance: identifying when things go wrong (student abstract version)
23," School of Informatics and Computing, Indiana University Bloomington"," School of Informatics and Computing, Indiana University Bloomington",Active advice seeking for inverse reinforcement learning
24," Electrical Engineering and Computer Science, Vanderbilt University, Nashville, TN"," Electrical Engineering and Computer Science, Vanderbilt University, Nashville, TN",Designing vaccines that are robust to virus escape
25," Department of Computer Science and Engineering, University of North Texas"," Department of Computer Science and Engineering, University of North Texas","""Is it rectangular?"" using I spy as an interactive, game-based approach to multimodal robot learning"
26," School of Computer Science, Faculty of Engineering & Physical Science, The University of Manchester, Manchester, UK and School of Computer Science, Faculty of Engineering & Physical Science, The University of Manchester, Manchester, UK"," School of Information Science, Computer and Electrical Engineering (IDE), Halmstad University, Halmstad, Sweden",A new computational intelligence model for long-term prediction of solar and geomagnetic activity
27," Department of Mathematics and Computer Science, Rollins College, Winter Park, FL"," Department of Mathematics and Computer Science, Rollins College, Winter Park, FL",GEF: a self-programming robot using grammatical evolution
28," Informatics Department, King's College London, London, UK"," Informatics Department, King's College London, London, UK",Planning with numeric timed initial fluents
29," Institute of Computing Science, Poznan University of Technology, Poznan, Poland"," Institute of Computing Science, Poznan University of Technology, Poznan, Poland",Combining ontology class expression generation with mathematical modeling for ontology learning
