,first-author-affiliation,last-author-affiliation,title
0," Department of Computer Science and Engineering, University of Washington, Seattle, WA"," Department of Computer Science and Engineering, University of Washington, Seattle, WA",Learning relational sum-product networks
1," Center for Pattern Recognition and Data Analytics, School of Information Technology, Deakin University, Geelong, Australia"," Center for Pattern Recognition and Data Analytics, School of Information Technology, Deakin University, Geelong, Australia",Tensor-variate restricted boltzmann machines
2," Tsinghua National Laboratory for Information Science and Technology, Department of Computer Science and Technology, Tsinghua University, Beijing, China"," Tsinghua National Laboratory for Information Science and Technology, Department of Computer Science and Technology, Tsinghua University, Beijing, China",Probabilistic attributed hashing
3," Intelligent Systems Program, University of Pittsburgh, PA"," Intelligent Systems Program, University of Pittsburgh, PA and Computer Science Department, University of Pittsburgh, PA",Obtaining well calibrated probabilities using bayesian binning
4," University of Texas at Dallas, Richardson, TX"," University of Texas at Dallas, Richardson, TX",Detecting and tracking concept class drift and emergence in non-stationary fast data streams
5," Department of Computer Science, University of Colorado, Boulder, CO"," Department of Computer Science, University of Colorado, Boulder, CO",Detecting change points in the large-scale structure of evolving networks
6," Institute of Computer Science and Technology, Peking University, Beijing, China"," Institute of Computer Science and Technology, Peking University, Beijing, China",Adaptive sampling with optimal cost for class-imbalance learning
7," Department of Electronics, Information and Bioengineering, Politecnico di Milano, Piazza Leonardo da Vinci, Milan, Italy"," Department of Electronics, Information and Bioengineering, Politecnico di Milano, Piazza Leonardo da Vinci, Milan, Italy",Multi-objective reinforcement learning with continuous pareto frontier approximation
8," National Key Laboratory for Novel Software Technology, Nanjing University, Collaborative Innovation Center of Novel Software Technology and Industrialization, Nanjing, China"," National Key Laboratory for Novel Software Technology, Nanjing University, Collaborative Innovation Center of Novel Software Technology and Industrialization, Nanjing, China",Pareto ensemble pruning
9," ECE Department, Duke University, Durham, NC"," ECE Department, Duke University, Durham, NC",Leveraging features and networks for probabilistic tensor decomposition
10," Machine Learning Department, Carnegie Mellon University"," Machine Learning Department, Carnegie Mellon University",Doubly robust covariate shift correction
11," Department of Computer Science, Johns Hopkins University, Baltimore, MD"," Department of Computer Science, Department of Health Policy & Mgmt., Johns Hopkins University, Baltimore, MD",Clustering longitudinal clinical marker trajectories from electronic health data: applications to phenotyping and endotype discovery
12," Department of Computer Science, Purdue University, West Lafayette, IN"," School of Electrical and Computer Engineering, Purdue University, West Lafayette, IN",SP-SVM: large margin classifier for data on multiple manifolds
13, University of Illinois at Urbana-Champaign, Hong Kong University of Science and Technology,Spectral label refinement for noisy and missing text labels
14," Department of EECS (Computer Science Division), University of Central Florida, Orlando, FL"," Department of EECS (Computer Science Division), University of Central Florida, Orlando, FL",Unsupervised feature learning through divergent discriminative feature accumulation
15," Mathematics and Computer Science, Franklin & Marshall College"," Mathematics and Computer Science, Franklin & Marshall College",Agnostic system identification for monte carlo planning
16," Electrical Engineering Department, The Technion - Israel Institute of Technology, Haifa, Israel"," Electrical Engineering Department, The Technion - Israel Institute of Technology, Haifa, Israel",Optimizing the CVaR via sampling
17, Adobe Research and University of Massachusetts Amherst, Adobe Research and INRIA Lille,High confidence off-policy evaluation
18," Department of Computer Science, KU Leuven, Belgium"," Department of Computer Science, KU Leuven, Belgium",TODTLER: two-order-deep transfer learning
19," Google DeepMind, Australian National University"," Google DeepMind, Australian National University",Compress and control
20," Robotics Institute, Carnegie Mellon University, Pittsburgh, PA"," Robotics Institute, Carnegie Mellon University, Pittsburgh, PA",Improving multi-step prediction of learned time series models
21," School of Software, Tsinghua University, Beijing, China"," Baidu Corporation, Beijing, China",Gaussian cardinality restricted boltzmann machines
22," School of Computer Science, McGill University, Montreal, Canada"," School of Computer Science, McGill University, Montreal, Canada",Online boosting algorithms for anytime transfer and multitask learning
23," State Key Laboratory of Computer Science, Institute of Software, Chinese Academy of Sciences, Beijing, China and University of Chinese Academy of Sciences, Beijing, China"," State Key Laboratory of Computer Science, Institute of Software, Chinese Academy of Sciences, Beijing, China",Convex batch mode active sampling via α-relative pearson divergence
24," Department of Computer Science and Engineering, Hong Kong University of Science and Technology, Clear Water Bay, Hong Kong"," Department of Computer Science and Engineering, Hong Kong University of Science and Technology, Clear Water Bay, Hong Kong",Relational stacked denoising autoencoder for tag recommendation
25," Department of Electrical Engineering and Computer Science, Colorado School of Mines, Golden, Colorado"," Department of Computer Science and Engineering, University of Texas at Arlington, Arlington, Texas",Learning robust locality preserving projection via p-order minimization
26," Computer Science Department, Purdue University, West Lafayette, IN"," Computer Science Department, Purdue University, West Lafayette, IN",Learning to hash on structured data
27, Science and Technology on Integrated Information System Laboratory, Science and Technology on Integrated Information System Laboratory,Transfer feature representation via multiple kernel learning
28," Department of Computing Science, University of Alberta, Edmonton, Canada"," Department of Computing Science, University of Alberta, Edmonton, Canada",Optimal estimation of multivariate ARMA models
29," Binghamton University, Binghamton, NY and Information Directorate, Air Force Research Lab, Rome, NY"," Information Directorate, Air Force Research Lab, Rome, NY",Improving approximate value iteration with complex returns by bounding
