,first-author-affiliation,last-author-affiliation,title
0," Institute for Intelligent Systems, and Department of Electrical & Computer Engineering The University of Memphis Memphis, TN"," Institute for Intelligent Systems, and Department of Electrical & Computer Engineering The University of Memphis Memphis, TN",Online detection of abnormal events using incremental coding length
1," Department of Computer Science, Rutgers University, Piscataway, NJ"," Center for Cognitive Science, Department of Psychology, Rutgers University, Piscataway, NJ",A bayesian approach to perceptual 3D object-part decomposition using skeleton-based representations
2," Institute for Interdisciplinary Information Sciences, Tsinghua University, Beijing, China"," School of Computer Science, Carnegie Mellon University, Pittsburgh",Exploring semantic inter-class relationships (SIR) for zero-shot action recognition
3," Sun Yat-sen University, Guangzhou, P.R. China"," Sun Yat-sen University, Guangzhou, P.R. China",Building effective representations for sketch recognition
4," School of Software, Tsinghua University, Beijing, China"," School of Software, Tsinghua University, Beijing, China",Learning predictable and discriminative attributes for visual recognition
5," School of Computer Science and Technology, Anhui University, Hefei, China"," School of Computer Science and Technology, Anhui University, Hefei, China",A local sparse model for matching problem
6," Department of Statistical Science Cornell University Ithaca, NY"," EECS Department University of California Berkeley, CA",Compute less to get more: using ORC to improve sparse filtering
7," School of Computer Science and Technology, Nanjing University of Science and Technology, Nanjing, China"," School of Computer Science and Technology, Nanjing University of Science and Technology, Nanjing, China",Sparse deep stacking network for image classification
8," Department of Information Engineering, The Chinese University of Hong Kong"," Department of Information Engineering, The Chinese University of Hong Kong",Surpassing human-level face verification performance on LFW with gaussian face
9, Imperial College London, Imperial College London,Automatic topic discovery for multi-object tracking
10," Institute for Infocomm Research, Agency for Science, Technology and Research (A*STAR), Singapore"," Institute for Infocomm Research, Agency for Science, Technology and Research (A*STAR), Singapore",Robust subspace clustering via thresholding ridge regression
11," Department of Electronic Engineering, Shanghai Jiao Tong University, Shanghai, China and IBM Research -- China, Shanghai, China"," IBM Research -- China, Shanghai, China",Multi-view point registration via alternating optimization
12," University of Trento, Italy"," University of Trento, Italy",Complex event detection via event oriented dictionary learning
13," Department of Information Engineering, The Chinese University of Hong Kong"," Department of Information Engineering, The Chinese University of Hong Kong and Shenzhen Key Lab of CVPR, Shenzhen Institutes of Advanced Technology, Chinese Academy of Sciences, Shenzhen, China",Deep representation learning with target coding
14," Purdue University, School of Electrical and Computer Engineering, West Lafayette, IN"," Purdue University, School of Electrical and Computer Engineering, West Lafayette, IN",Learning to describe video with weak supervision by exploiting negative sentential information
15," College of Computer Science, Zhejiang University, Hangzhou, China"," College of Computer Science, Zhejiang University, Hangzhou, China",Metric learning driven multi-task structured output optimization for robust keypoint tracking
16," Tsinghua University, Beijing, China"," Megvii Technology, Beijing, China",Learning face hallucination in the wild
17," Institute of Computer Science and Technology, Peking University Beijing, China"," Institute of Computer Science and Technology, Peking University Beijing, China",A boosted multi-task model for pedestrian detection with occlusion handling
18," NASA Ames Research Center, Moffett Field, CA"," NASA Ames Research Center, Moffett Field, CA",Activity planning for a lunar orbital mission
19," IBM T.J. Watson Research, Yorktown Heights, NY"," IBM T.J. Watson Research, Yorktown Heights, NY",Robust system for identifying procurement fraud
20, Ford Motor Company, Ford Motor Company,Position assignment on an enterprise level using combinatorial optimization
21," Palo Alto Research Center, Palo Alto, CA"," Palo Alto Research Center, Palo Alto, CA","Graph analysis for detecting fraud, waste, and abuse in healthcare data"
22," Virginia Tech Arlington, VA"," Virginia Tech Arlington, VA",Planned protest modeling in news and social mediat
23," Siemens Energy, Inc. Orlando, Fl."," Mechanical & Industrial Engineering, University of Toronto",Process diagnosis system (PDS) - a 30 year history
24," Expedia, Inc., Bellevue, WA"," Expedia, Inc., Bellevue, WA",Named entity recognition in travel-related search queries
25," IBM Research and Watson Group, Yorktown Heights, NY"," IBM Research and Watson Group, Yorktown Heights, NY",Automated problem list generation from electronic medical records in IBM watson
26," University of Nottingham, Nottingham, UK"," Ordnance Survey, Southampton, UK",Using qualitative spatial logic for validating crowd-sourced geospatial data
27," Center for Analysis and Prediction of Storms, University of Oklahoma"," Center for Analysis and Prediction of Storms, University of Oklahoma",Day-ahead hail prediction integrating machine learning with storm-scale numerical weather models
28," Adventium Labs, Minneapolis MN"," Adventium Labs, Minneapolis MN",Capturing human route preferences from track information: new results
29, Sagem Defense & Security, Sagem Defense & Security,Design and experiment of a collaborative planning service for netcentric international brigade command
