,first-author-affiliation,last-author-affiliation,title
0," Computer Science and Artificial Intelligence Laboratory, Massachusetts Institute of Technology"," Computer Science and Artificial Intelligence Laboratory, Massachusetts Institute of Technology",Risk-aware scheduling throughout planning and execution
1," Faculty of Engineering and Computer Science, Ulm University, Germany"," Faculty of Engineering and Computer Science, Ulm University, Germany",A planning-based assistance system for setting up a home theater
2," Microsoft Research, Bangalore"," Microsoft Research, Bangalore",On correcting misspelled queries in email search
3," IBM Research, Yorktown Heights, NY"," IBM Research, Yorktown Heights, NY",Towards cognitive automation of data science
4," Computer Science Department, Carnegie Mellon University"," Computer Science Department, Carnegie Mellon University",Tartanian7: a champion two-player no-limit texas hold'em poker-playing program
5," School of Software, Tsinghua University, Beijing, P.R. China"," School of Software, Tsinghua University, Beijing, P.R. China",CrowdMR: integrating crowdsourcing with mapreduce for ai-hard problems
6, Beijing University of Posts and Telecommunications, Beijing University of Posts and Telecommunications,VecLP: a realtime video recommendation system for live TV programs
7," Université de Lyon,Lyon, France and IFSTTAR, LICIT, Bron and ENTPE, LICIT, Vaulx en Velin"," Universite de Lyon, Lyon, France and LIRIS Laboratory, Lyon",Multi-agent dynamic coupling for cooperative vehicles modeling
8, IBM TJ Watson Research Center, IBM TJ Watson Research Center,Cognitive master teacher
9," MIT Media Lab Cambridge, MA"," MIT Media Lab Cambridge, MA",Visualizing inference
10," Helmut-Schmidt-Universität, Hamburg"," Centrum Wiskunde & Informatica, Amsterdam",Bottom-up demand response by following local energy generation voluntarily
11," Program in Cognitive Science, Indiana University"," Program in Cognitive Science, Indiana University",Visualization techniques for topic model checking
12," Department for Technology, Innovation and Enterprise Singapore Polytechnic, Singapore"," Department for Technology, Innovation and Enterprise Singapore Polytechnic, Singapore",Salient object detection via objectness proposals
13," Indian Institute of Technology Delhi, New Delhi, India"," Indian Institute of Technology Delhi, New Delhi, India",Gene selection in microarray datasets using progressively refined PSO scheme
14," Center for Indian Language Technology, Indian Institute of Technology Bombay, Mumbai, India"," Center for Indian Language Technology, Indian Institute of Technology Bombay, Mumbai, India",World WordNet database structure: an efficient schema for storing information of WordNets of the world
15," Dept. of Computer Science, Purdue University, West Lafayette, IN"," Dept. of Computer Science, Purdue University, West Lafayette, IN",The network data repository with interactive graph analytics and visualization
16," Department of Computer Science/Institute for Intelligent Systems, The University of Memphis"," Department of Computer Science/Institute for Intelligent Systems, The University of Memphis","DeepTutor: an effective, online intelligent tutoring system that promotes deep learning"
17," Center for Language and Speech Processing, Johns Hopkins University, Baltimore MD"," Microsoft Research, Cambridge, UK",Inferring latent user properties from texts published in social media
18," Laboratoire de Systèmes Robotiques (LSRO), Swiss Federal Institute of Technology (EPFL), Lausanne, Switzerland"," Laboratoire de Systèmes Robotiques (LSRO), Swiss Federal Institute of Technology (EPFL), Lausanne, Switzerland",Circumventing robots' failures by embracing their faults: a practical approach to planning for autonomous construction
19," Shanghai Key Laboratory of Intelligent Information Processing, College of Computer Science, Fudan University, Shanghai, China"," Department of Software Engineering, China University of Petroleum, Qingdao, China",Crowd motion monitoring with thermodynamics-inspired feature
20," Northeastern University 360 Huntington Avenue Boston, MA"," Northeastern University 360 Huntington Avenue Boston, MA",Cerebella: Automatic generation of nonverbal behavior for virtual humans
21," School of Interactive Computing, Georgia Institute of Technology"," School of Interactive Computing, Georgia Institute of Technology",Scheherazade: crowd-powered interactive narrative generation
22," Institute for Creative Technologies, University of Southern California Los Angeles, California"," Institute for Creative Technologies, University of Southern California Los Angeles, California",SimSensei demonstration: a perceptive virtual human interviewer for healthcare applications
23," CNRS - LTCI, Telecom ParisTech, rue Dareau, Paris, France"," DIBRIS - Università degli Studi di Genova, Genova, Italia",LOL — laugh out loud
24," School of Computing, Teesside University Middlesbrough, United Kingdom"," School of Computing, Teesside University Middlesbrough, United Kingdom",Using social relationships to control narrative generation
25," University of New Orleans, Department of Computer Science, New Orleans, LA"," Clemson University, Digital Production Arts, Clemson, SC",Interactive narrative planning in the best laid plans
26," Arizona State University, Arizona"," Sapienza University of Rome, Rome, Italy",Knowledge representation and reasoning: what's hot
27," Human-Computer Interaction and Language Technology Institutes, Carnegie Mellon University, Pittsburgh, PA"," Human-Computer Interaction and Language Technology Institutes, Carnegie Mellon University, Pittsburgh, PA",What's hot in crowdsourcing and human computation
28," Institute of Artificial Intelligence, University of Bremen"," Foundations of Artificial Intelligence, Saarland University, Saarbrücken",BDDs strike back (in AI planning)
29, The University of Texas at Austin," University of Potsdam, Germany",What's hot in the SAT and ASP competitions
