,first-author-affiliation,last-author-affiliation,title
0," IITB-Monash Research Academy, Dept. of CSE, IIT Bombay, Faculty of IT, Monash University"," Institute for Infocomm Research (I2R), Singapore, Faculty of IT, Monash University, IITB-Monash Research Academy",Rule ensemble learning using hierarchical kernels in structured output spaces
1," Department of Computer Science and Engineering, University of Washington, Seattle, WA"," Microsoft Research, Redmond, WA",Counting-MLNs: learning relational structure for decision making
2, Australian National University and NICTA, Australian National University and NICTA and ETHZ,Context tree maximizing reinforcement learning
3," Institute Industrial IT, Fraunhofer IOSB - Competence Center Industrial Automation, Lemgo, Germany"," University of Paderborn, Paderborn, Germany",Learning behavior models for hybrid timed systems
4," Department of Computer Science, University of New Mexico"," Department of Computer Science, University of New Mexico",Leveraging domain knowledge in multitask Bayesian network structure learning
5, The University of Texas at Dallas, The University of Texas at Dallas,Sequence labeling with non-negative weighted higher order features
6," School of Computer Science, University of Adelaide, Adelaide, SA, Australia"," School of Computer Science, University of Adelaide, Adelaide, SA, Australia",A parameterized runtime analysis of evolutionary algorithms for the Euclidean traveling salesperson problem
7," Nara Institute of Science & Technology, Ikoma, Nara, Japan"," Université Catholique de Louvain, Louvain-la-Neuve, Belgium",Investigating the effectiveness of Laplacian-based kernels in hub reduction
8," Nanyang Technological University, Singapore"," Nanyang Technological University, Singapore",Convex matching pursuit for large-scale sparse coding and subset selection
9," Cheriton School of Computer Science, University of Waterloo, Waterloo, Ontario, Canada"," Cheriton School of Computer Science, University of Waterloo, Waterloo, Ontario, Canada",Hierarchical double Dirichlet process mixture of Gaussian processes
10," Faculty of Physical and Applied Sciences, University of Southampton, UK"," Faculty of Physical and Applied Sciences, University of Southampton, UK",Knapsack based optimal policies for budget-limited multi-armed bandits
11," Information Sciences and Technology, Pennsylvania State University, University Park, PA"," Information Sciences and Technology, Computer Science and Engineering, Pennsylvania State University, University Park, PA",Name-ethnicity classification and ethnicity-sensitive name matching
12," Department of Computer Science, KU Leuven, Heverlee, Belgium"," Department of Computer Science, KU Leuven, Heverlee, Belgium",Markov network structure learning: a randomized feature generation approach
13," Computer Science Department, University of Massachusetts, Amherst, Amherst, Massachusetts"," Computer Science Department, University of Massachusetts, Amherst, Amherst, Massachusetts",Manifold warping: manifold alignment over time
14, The Chinese University of Hong Kong, The Chinese University of Hong Kong,Discriminative clustering via generative feature mapping
15," College of Computer Science and Technology, Zhejiang University, China"," College of Computer Science and Technology, Zhejiang University, China",Colorization by matrix completion
16," Expressive Intelligence Studio, UC Santa Cruz"," Computational Cinematics Studio, UC Santa Cruz",Learning from demonstration for goal-driven autonomy
17," Department of Computer and Information Sciences, Temple University, Philadelphia, PA"," Department of Computer and Information Sciences, Temple University, Philadelphia, PA",Semi-supervised kernel matching for domain adaptation
18," Zhejiang Provincial Key Laboratory of Service Robot, College of Computer Science, Zhejiang University, Hangzhou, China"," State Key Lab of CAD&CG, College of Computer Science, Zhejiang University, Hangzhou, China",A Bregman divergence optimization framework for ranking on data manifold and its new extensions
19," Department of Computer Science and Engineering, Michigan State University, MI"," School of Computer Engineering, Nanyang Technological University, Singapore",Online kernel selection: algorithms and evaluations
20," Department of Electrical and Computer Engineering, University of Illinois at Urbana-Champaign"," Department of Electrical and Computer Engineering, University of Illinois at Urbana-Champaign",Pairwise exemplar clustering
21," Reinforcement Learning and Articial Intelligence Laboratory, Department of Computing Science, University of Alberta, Edmonton, AB, Canada"," Reinforcement Learning and Articial Intelligence Laboratory, Department of Computing Science, University of Alberta, Edmonton, AB, Canada",Approximate policy iteration with linear action models
22," Zhejiang Provincial Key Laboratory of Service Robot, College of Computer Science, Zhejiang University, Hangzhou, China"," State Key Lab of CAD&CG, College of Computer Science, Zhejiang University, Hangzhou, China",Efficient online learning for large-scale sparse kernel logistic regression
23," Department of Computer Science and Engineering, Hong Kong University of Science and Technology, Hong Kong"," Machine Learning Department, Carnegie Mellon University, Pittsburgh, PA",Supervised probabilistic robust embedding with sparse noise
24," IBM T.J. Watson Research Center, Yorktown Heights, NY"," IBM T.J. Watson Research Center, Yorktown Heights, NY",Hierarchical modeling with tensor inputs
25," University of Southern California, Los Angeles, CA"," Sandia National Laboratories, Livermore, CA",Security games with limited surveillance
26," Department of Informatics, Technische Universität München, München, Germany"," Centrum Wiskunde & Informatica (CWI), Amsterdam, The Netherlands",Housing markets with indifferences: a tale of two mechanisms
27," School of Computing, The University of Southern Mississippi, Hattiesburg, MS"," School of Computing, The University of Southern Mississippi, Hattiesburg, MS",Sample bounded distributed reinforcement learning for decentralized POMDPs
28," Institute for Interdisciplinary Information Sciences, Tsinghua University, Beijing, China"," Division of Mathematical Sciences, Nanyang Technological University, Singapore",Optimal proportional cake cutting with connected pieces
29," Politecnico di Milano, Milano, Italy"," Politecnico di Milano, Milano, Italy",Computing equilibria in two-player zero-sum continuous stochastic games with switching controller
