,first-author-affiliation,last-author-affiliation,title
0," The Pennsylvania State University, College Park, PA"," The Pennsylvania State University, College Park, PA",Combining hashing and abstraction in sparse high dimensional feature spaces
1, INRIA & LIG, INRIA & LIG,SPARQL query containment under SHI axioms
2," Computer Science and Engineering, The Chinese University of Hong Kong, Shatin, N.T., Hong Kong"," Computer Science and Engineering, The Chinese University of Hong Kong, Shatin, N.T., Hong Kong",Fused matrix factorization with geographical and social influence in location-based social networks
3," Department of Computer Science and Engineering, Lehigh University, Bethlehem, PA"," Department of Computer Science and Engineering, Lehigh University, Bethlehem, PA",Building contextual anchor text representation using graph regularization
4, IBM Watson Research Center," University of Aberdeen, UK",Querying linked ontological data through distributed summarization
5, Harvard SEAS, Microsoft Research,Quality expectation-variance tradeoffs in crowdsourcing contests
6," Department of Computer Science, University of California, Los Angeles"," Department of Computer Science, University of California, Los Angeles",Online task assignment in crowdsourcing markets
7," IDEAS Research Institute, Robert Gordon University, Aberdeen, UK"," IDEAS Research Institute, Robert Gordon University, Aberdeen, UK",Music-inspired texture representation
8," Department of Computer Science, Arizona State University, Tempe, AZ"," Department of Computer Science, Arizona State University, Tempe, AZ",ET-LDA: joint topic modeling for aligning events and their twitter feedback
9," Pohang University of Science and Technology, Republic of Korea"," Pohang University of Science and Technology, Republic of Korea",Predictive mining of comparable entities from the web
10," Department of Mathematical Informatics, The University of Tokyo"," Department of Mathematical Informatics, The University of Tokyo",A convex formulation for learning from crowds
11," IBM Research, Smarter Cities Technology Centre, Damastown Industrial Estate, Dublin, Ireland"," IBM Research, Smarter Cities Technology Centre, Damastown Industrial Estate, Dublin, Ireland",Diagnosing changes in an ontology stream: a DL reasoning approach
12," Department of Computer Science and Engineering, University of Washington, Seattle, WA"," Department of Computer Science and Engineering, University of Washington, Seattle, WA",Dynamically switching between synergistic workflows for crowdsourcing
13," Department of Computer Science and Engineering, University of Washington, Seattle, WA"," Department of Computer Science and Engineering, University of Washington, Seattle, WA",Fine-grained entity recognition
14," Department of Computing, Macquarie University, Sydney, NSW, Australia"," Department of Computing, Macquarie University, Sydney, NSW, Australia",Social context-aware trust network discovery in complex contextual social networks
15," Dipartimento di Informatica, Sapienza Università di Roma, Rome, Italy"," Dipartimento di Informatica, Sapienza Università di Roma, Rome, Italy",Babel relate! a joint multilingual approach to computing semantic relatedness
16," Graduate School of Information Science and Technology, The University of Tokyo, Tokyo, Japan"," Graduate School of Information Science and Technology, The University of Tokyo, Tokyo, Japan",Multinomial relation prediction in social data: a dimension reduction approach
17, Harvard University, Harvard University,Adaptive polling for information aggregation
18," KRDB, Free University of Bolzano-Bozen, Italy"," KRDB, Free University of Bolzano-Bozen, Italy",REWOrD: semantic relatedness in the web of data
19," Department of Computer Science, University of Rochester, Rochester, NY"," School of Medicine and Dentistry, University of Rochester, Rochester, NY",Predicting disease transmission from geo-tagged micro-blog data
20, Baidu Inc. and Nanyang Technological University, Hong Kong University of Science and Technology,A mouse-trajectory based model for pre dicting query-URL relevance
21," THINC Lab, Dept. of Computer Science, University of Georgia, Athens, GA"," THINC Lab, Dept. of Computer Science, University of Georgia, Athens, GA",Improved convergence of iterative ontology alignment using block-coordinate descent
22," Computer Science & Engineering, University of Washington, Seattle, WA"," Computer Science & Engineering, University of Washington, Seattle, WA",Ontological smoothing for relation extraction with minimal supervision
23," Department of Computer Science and Engineering, The Chinese University of Hong Kong, Shatin, NT, Hong Kong"," Department of Computer Science and Engineering, The Chinese University of Hong Kong, Shatin, NT, Hong Kong",A data-driven approach to question subjectivity identification in community question answering
24," Hong Kong University of Science and Technology, Hong Kong"," Hong Kong University of Science and Technology, Hong Kong",Discovering spammers in social networks
25," School of Computer Engineering and Science, Shanghai University, China and Dept. of Computer Science and Engineering, Washington University in St. Louis and Dept. of Computer Science and Technology, Tongji University, China"," Dept. of Computer Science and Technology, Tongji University, China",Towards automated choreographing of web services using planning
26," National University of Singapore, Singapore, Singapore"," National University of Singapore, Singapore, Singapore",Sentic activation: a two-level affective common sense reasoning framework
27," University of Michigan, Ann Arbor, MI"," University of Michigan, Ann Arbor, MI",A multi-domain evaluation of scaling in a general episodic memory
28,,,Towards a cognitive system that can recognize spatial regions based on context
29," Department of EECS, Northwestern University, Evanston, IL"," Department of EECS, Northwestern University, Evanston, IL",Learning qualitative models by demonstration
