,first-author-affiliation,last-author-affiliation,title
0," Cornell University, Ithaca, New York"," Cornell University, Ithaca, New York",Towards population scale activity recognition: a framework for handling data diversity
1, University of Waterloo, University of Waterloo,Weighted clustering
2," University of Alberta, Edmonton, Canada"," University of Alberta, Edmonton, Canada",Investigating contingency awareness using Atari 2600 games
3," University of Massachusetts Amherst, Amherst, MA"," University of Massachusetts Amherst, Amherst, MA",Adaptive step-size for online temporal difference learning
4," IBM Almaden Research Center, San Jose, CA"," Human Language Technology Institute, University of Texas at Dallas, Richardson, TX",Clustering documents along multiple dimensions
5," Department of Computer Science, University of Massachusetts, Amherst, MA"," Department of Computer Science, University of Massachusetts, Amherst, MA",TD-δπ: a model-free algorithm for efficient exploration
6," Department of Computer and Information Sciences, Temple University"," Department of Computer and Information Sciences, Temple University",Convex kernelized sorting
7," Bryn Mawr College, Computer Science Department, Bryn Mawr, PA"," University of Illinois at Urbana-Champaign, Department of Physics, Urbana, IL",A spin-glass model for semi-supervised community detection
8," School of Computer and Communication Sciences, Ecole Polytechnique Fédérale de Lausanne, Lausanne, Switzerland"," AICTC Research Center, Sharif University of Technology, Tehran, Iran",A Bayesian approach to the data description problem
9," INRIA Lille - Team SequeL, France"," INRIA Lille - Team SequeL, France",Conservative and greedy approaches to classification-based policy iteration
10," State Key Laboratory on Intelligent Technology and Systems, Tsinghua National Laboratory for Information Science and Technology, Department of Automation, Tsinghua University, Beijing, China"," State Key Laboratory on Intelligent Technology and Systems, Tsinghua National Laboratory for Information Science and Technology, Department of Automation, Tsinghua University, Beijing, China",Efficient multi-stage conjugate gradient for trust region step
11," Information Systems and Machine Learning Lab, University of Hildesheim, Hildesheim, Germany"," Information Systems and Machine Learning Lab, University of Hildesheim, Hildesheim, Germany",Classification of sparse time series via supervised matrix factorization
12," Department of Computer and Information Sciences, Temple University"," Department of Computer and Information Sciences, Temple University",Sparse principal component analysis with constraints
13," Department of Computer and Information Sciences, Temple University, Philadelphia, PA"," Department of Computer and Information Sciences, Temple University, Philadelphia, PA",Learning SVM classifiers with indefinite kernels
14," National Key Laboratory for Novel Software Technology, Nanjing University, Nanjing, China"," National Key Laboratory for Novel Software Technology, Nanjing University, Nanjing, China",Multi-label learning by exploiting label correlations locally
15," City University of Hong Kong, Kowloon, Hong Kong"," City University of Hong Kong, Kowloon, Hong Kong",Multi-label learning on tensor product graph
16," LIAFA, CNRS & Université Paris Diderot, Paris, France"," LIAFA, CNRS & Université Paris Diderot, Paris, France",Learning games from videos guided by descriptive complexity
17," Department of Computer Science and Engineering, Pohang University of Science and Technology, Nam-gu, Pohang, Korea"," Department of Computer Science and Engineering and Division of IT Convergence Engineering and Department of Creative IT Excellence Engineering, Pohang University of Science and Technology, Nam-gu, Pohang, Korea",Probabilistic models for common spatial patterns: parameter-expanded EM and variational bayes
18," Technicolor Labs, Palo Alto, CA"," Yahoo Labs, Santa Clara, CA",Kernel-based reinforcement learning on representative states
19," Department of Computer Science, University of Southern California, Los Angeles, CA"," Department of Computer Science, University of Southern California, Los Angeles, CA",Learning the kernel matrix with low-rank multiplicative shaping
20," Computer Science Department, Technion - Israel Institute of Technology, Haifa, Israel"," Computer Science Department, Technion - Israel Institute of Technology, Haifa, Israel",Teaching machines to learn by metaphors
21," Key Laboratory for Information System Security, Ministry of Education, Tsinghua National Laboratory for Information Science and Technology, School of Software, Tsinghua University, Beijing, China"," Department of Computer Science and Technology, Tsinghua University, Beijing, China",Topic correlation analysis for cross-domain text classification
22," Shanghai Key Laboratory of Scalable Computing and Systems, Department of Computer Science and Engineering, Shanghai Jiao Tong University, China"," Department of Computer Science and Engineering, Hong Kong University of Science and Technology, Hong Kong, China",Sparse probabilistic relational projection
23," National Key Laboratory for Novel Software Technology, Nanjing University, Nanjing, China"," National Key Laboratory for Novel Software Technology, Nanjing University, Nanjing, China",Towards discovering what patterns trigger what labels
24," College of Computer Science, Nanjing University of Posts and Telecommunications, Nanjing, P.R.China"," College of Computer Science and Technology, Nanjing University of Aeronautics and Astronautics, Nanjing, P.R.China",Ensemble feature weighting based on local learning and diversity
25," National Lab of Pattern Recognition, Institute of Automation, Chinese Academy of Science"," National Lab of Pattern Recognition, Institute of Automation, Chinese Academy of Science",Unsupervised feature selection using nonnegative spectral analysis
26," Tsinghua National Laboratory for Information Science and Technology and Department of Computer Science and Technology, Tsinghua University and School of Software, Tsinghua University, Beijing, China"," Hong Kong University of Science and Technology, Hong Kong",Transfer learning with graph co-regularization
27," Computer and Information Science Department, Temple University"," Computer and Information Science Department, Temple University",Margin-based feature selection in incomplete data
28," Department of Computer Science, The University of Texas at Austin, Austin, TX"," Department of Computer Science, The University of Texas at Austin, Austin, TX",Design and optimization of an omnidirectional humanoid walk: a winning approach at the RoboCup 2011 3D simulation competition
29," School of Computer Science, McGill University, Montreal, Canada"," School of Computer Science, McGill University, Montreal, Canada",Compressed least-squares regression on sparse spaces
