,first-author-affiliation,last-author-affiliation,title
0," Human-Robot Interaction Laboratory, Tufts University"," Human-Robot Interaction Laboratory, Tufts University",Crossing boundaries: multi-level introspection in a complex robotic architecture for automatic performance improvements
1," Psychology, Carnegie Mellon University, Pittsburgh, PA"," Robotics Institute, Carnegie Mellon University, Pittsburgh, PA",Using expectations to drive cognitive behavior
2," University of Michigan, Ann Arbor, MI"," University of Michigan, Ann Arbor, MI",Functional interactions between memory and recognition judgments
3," Indian Institute of Technology, Kanpur, India"," Indian Institute of Technology, Kanpur, India",A grounded cognitive model for metaphor acquisition
4," Department of Psychology, Carnegie Mellon University, Pittsburgh, PA"," Department of Psychology, Carnegie Mellon University, Pittsburgh, PA",Social cognition: memory decay and adaptive information filtering for robust information maintenance
5," Jack Baskin School of Engineering, University of California at Santa Cruz, Santa Cruz, CA"," Jack Baskin School of Engineering, University of California at Santa Cruz, Santa Cruz, CA",Lessons learned from a rational reconstruction of minstrel
6," Faculty of Administration, University of Ljubljana, Ljubljana, Slovenia"," Institute for the Study of Learning and Expertise, Palo Alto, CA",Discovering constraints for inductive process modeling
7," Dept. of Computer Science, Universitat de Lleida, Spain"," Ros Roca Envirotec, Spain",The automated vacuum waste collection optimization problem
8, CSIRO Ecosystem Sciences," INRIA, Université de Lorraine",MOMDPs: a solution for modelling adaptive management problems
9," Department of Computer Science, Virginia Tech, Blacksburg, VA and Discovery Analytics Center, Virginia Tech, Blacksburg, VA"," Department of Computer Science, Virginia Tech, Blacksburg, VA and Discovery Analytics Center, Virginia Tech, Blacksburg, VA",Fine-grained photovoltaic output prediction using a Bayesian ensemble
10," Department of Computer Science and Engineering, University of Minnesota"," Bjerknes Centre for Climate Research, Bergen, Norway",A novel and scalable spatio-temporal technique for ocean eddy monitoring
11," Indraprastha Institute of Information Technology, Delhi"," School of Information Technologies, University of Sydney",Learning non-stationary space-time models for environmental monitoring
12," Department of Computer Science, University of Southern California, Los Angeles, CA"," Department of Computer Science, University of Southern California, Los Angeles, CA",Patrol strategies to maximize pristine forest area
13," Fraunhofer IAIS, Sankt Augustin, Germany"," Inst. of Geodesy and Geoinformation, University of Bonn, Germany",Pre-symptomatic prediction of plant drought stress using dirichlet-aggregation regression on hyperspectral images
14," Department of Computer Science, University of Massachusetts, Amherst, MA"," Department of Computer Science, University of Massachusetts, Amherst, MA",Lagrangian relaxation techniques for scalable spatial conservation planning
15," Department of Computer Science, Princeton University, Princeton, New Jersey"," Department of Operations Research and Financial Engineering, Princeton University, Princeton, New Jersey",An intelligent battery controller using bias-corrected Q-learning
16," Artificial Intelligence Laboratory, EPF Lausanne, Switzerland"," Computer Engineering and Networks Laboratory, ETH Zurich, Switzerland",Sensing the air we breathe: the opensense Zurich dataset
17," Pacific Ecoinformatics and Computational Ecology Lab, Berkeley, California"," Pacific Ecoinformatics and Computational Ecology Lab, Berkeley, California and Santa Fe Institute, Santa Fe, New Mexico",Sustaining economic exploitation of complex ecosystems in computational models of coupled human-natural networks
18," Department of Computer Science, The George Washington University, Washington, DC and The MITRE Corporation"," Department of Computer Science, The George Washington University, Washington, DC",Global climate model tracking using geospatial neighborhoods
19," Department of Computer Science, Makerere University"," Department of Computer Science, Makerere University",Coupling spatiotemporal disease modeling with diagnosis
20," Engineering Science, University of Oxford, Oxford, UK"," Computer Science, University of British Columbia, Vancouver, Canada",Prediction and fault detection of environmental signals with uncharacterised faults
21," Electronics and Computer Science, University of Southampton, Hampshire, UK"," Electronics and Computer Science, University of Southampton, Hampshire, UK",Non-intrusive load monitoring using prior models of general appliance types
22," Machine Learning Department, Carnegie Mellon University, Pittsburgh"," Computer Science Department, Carnegie Mellon University, Pittsburgh",Factored models for multiscale decision-making in smart grid customers
23," Electronics and Computer Science, University of Southampton, UK"," Electronics and Computer Science, University of Southampton, UK",Cooperative virtual power plant formation using scoring rules
24," Cornell University, Ithaca, NY"," Cornell University, Ithaca, NY",Robust cuts over time: combatting the spread of invasive species with unreliable biological control
25, Stanford University, Honda Research Institute (USA) Inc.,Improving hybrid vehicle fuel efficiency using inverse reinforcement learning
26," School of EECS, Oregon State University, Corvallis, OR"," School of EECS, Oregon State University, Corvallis, OR",Scheduling conservation designs via network cascade optimization
27," iLab, H. John Heinz III College, Carnegie Mellon University, Pittsburgh, PA"," iLab, H. John Heinz III College, Carnegie Mellon University, Pittsburgh, PA",An efficient simulation-based approach to ambulance fleet allocation and dynamic redeployment
28," UBIA UR 875, INRA, Castanet Tolosan, France"," UBIA UR 875, INRA, Castanet Tolosan, France",Filtering decomposable global cost functions
29,,,Solving dots-and-boxes
