,first-author-affiliation,last-author-affiliation,title
0," State Key Laboratory of Software Development Environment, Beihang University and School of Computer Science and Engineering, Beihang University"," State Key Laboratory of Software Development Environment, Beihang University and School of Computer Science and Engineering, Beihang University",On the representation and embedding of knowledge bases beyond binary relations
1," Smart Environments, University of Bamberg, Germany"," QCIS, FEIT, University of Technology Sydney, Australia",Connecting qualitative spatial and temporal representations by propositional closure
2," State Key Lab. of Intelligent Technology and Systems, National Lab. for Information Science and Technology, Dept. of Computer Science and Technology, Tsinghua University, Beijing, PR China"," State Key Lab. of Intelligent Technology and Systems, National Lab. for Information Science and Technology, Dept. of Computer Science and Technology, Tsinghua University, Beijing, PR China",From one point to a manifold: knowledge graph embedding for precise link prediction
3," Dept. of Computer Science, Sun Yat-sen University, Guangzhou, China"," Dept. of Computer Science, Sun Yat-sen University, Guangzhou, China",Strategy representation and reasoning for incomplete information concurrent games in the situation calculus
4," School of Computer Science & Tech., Huazhong Univ. of Technology & Science, Wuhan, China"," Department of Computing Science, University of Alberta, Edmonton, Canada",Expressive completeness of existential rule languages for ontology-based query answering
5," Department of Computer Science, Texas Tech University"," Department of Computer Science, Texas Tech University",A characterization of the semantics of logic programs with aggregates
6," The University of Manchester, UK"," The University of Manchester, UK","Forgetting concept and role symbols in ALCOIHµ+(∇, ∩)-ontologies"
7," Massachusetts Institute of Technology and Technische Universität München, Germany"," Imperial College London, UK",Driver frustration detection from audio and video in the wild
8," Department of Computer Science, University of Regina, Regina, SK, Canada"," Department of Computer Science, University of Regina, Regina, SK, Canada",The complexity of learning acyclic CP-nets
9," Dipartimento di Elettronica, Informazione e Bioingegneria, Politecnico di Milano, Milano, Italy and Università della Svizzera Italiana, Lugano, Switzerland"," Dipartimento di Elettronica, Informazione e Bioingegneria, Politecnico di Milano, Milano, Italy",Change detection in multivariate datastreams: likelihood and detectability loss
10," Illinois Institute of Technology, Chicago, IL"," Rivet Radio, Inc., Chicago, IL",Cold-start recommendations for audio news stories using matrix factorization
11," Tongji University, Shanghai, P.R. China"," Tongji University, Shanghai, P.R. China and Univeristy of Colorado Boulder, Boulder, Colorado",MPMA: mixture probabilistic matrix approximation for collaborative filtering
12," Computer Science Department, University at Albany-SUNY, Albany, NY"," Computer Science Department, University at Albany-SUNY, Albany, NY",A generalized matching pursuit approach for graph-structured sparsity
13, Northeastern University, NEC Labs America,Entity embedding-based anomaly detection for heterogeneous categorical events
14," Department of Computer Science, University of Bristol, United Kingdom"," Department of Computer Science, University of Bristol, United Kingdom",ADL™: a topic model for discovery of activities of daily living in a smart home
15," Department of CSIE, National Taiwan University"," Intel Labs., Intel Corporation",Cost-aware pre-training for multiclass cost-sensitive deep learning
16," Imperial College London, United Kingdom"," Imperial College London, United Kingdom",Learning higher-order logic programs through abstraction and invention
17," Department of Electrical Engineering and Computer Science, Case Western Reserve University"," Department of Electrical Engineering and Computer Science, Case Western Reserve University",A unifying framework for learning bag labels from generalized multiple-instance data
18," Harvard University, Cambridge, MA"," Duke University, Durham, NC",Hidden parameter markov decision processes: a semiparametric regression approach for discovering latent task parametrizations
19," University of Waterloo, Waterloo, Ontario, Canada"," University of Waterloo, Waterloo, Ontario, Canada",EBEK: exemplar-based kernel preserving embedding
20," Department of Computer Science, Universidade Federal de Juiz de Fora, Brazil and Department of Computer Science, Universidade Federal de Minas Gerais, Brazil"," Department of Computer Science, Universidade Federal de Juiz de Fora, Brazil",Version space reduction based on ensembles of dissimilar balanced perceptrons
21," Department of Computing and Information Systems, The University of Melbourne, Australia"," Department of Computing and Information Systems, The University of Melbourne, Australia",Robust domain generalisation by enforcing distribution invariance
22," FEIT, University of Technology Sydney, Australia"," FEIT, University of Technology Sydney, Australia",Copula mixed-membership stochastic blockmodel
23," National University of Singapore, Singapore"," National University of Singapore, Singapore",DrMAD: distilling reverse-mode automatic differentiation for optimizing hyperparameters of deep neural networks
24," School of Computer Science and Shanghai Key Lab of Intelligent Information Processing, Fudan University, Shanghai, China"," School of Computer Science and Shanghai Key Lab of Intelligent Information Processing, Fudan University, Shanghai, China",A robust convex formulation for ensemble clustering
25," Institute of Information Engineering, Chinese Academy of Sciences, Beijing, China"," Institute of Information Engineering, Chinese Academy of Sciences, Beijing, China",Semi-data-driven network coarsening
26," Rensselaer Polytechnic Institute, Troy, NY and IBM Watson Research Center, Yorktown Heights, NY"," IBM Watson Research Center, Yorktown Heights, NY",Constrained local latent variable discovery
27," University of Potsdam, Germany"," Inria-Centre de Rennes Bretagne Atlantique, France and University of Potsdam, Germany",Knowledge-based sequence mining with ASP
28," MIT, CSAIL, Cambridge, MA"," Indiana University, Bloomington, IN",Incremental truncated LSTD
29," School of Computer Science and Engineering, Nanyang Technological University, Singapore"," School of Computer Science and Engineering, Nanyang Technological University, Singapore",A distributed and scalable machine learning approach for big data
