,first-author-affiliation,last-author-affiliation,title
0, Harvard University, Harvard University,Automated mechanism design without money via machine learning
1," Hebrew University of Jerusalem, Israel"," Imperial College, United Kingdom",Trembling hand equilibria of plurality voting
2," Industrial Engineering and Management Department, Ben-Gurion University of the Negev, Beer-Sheva, Israel"," Industrial Engineering and Management Department, Ben-Gurion University of the Negev, Beer-Sheva, Israel",Distributed breakout: beyond satisfaction
3," Kobe University, Japan"," National Institute of Informatics, Japan",Mission oriented robust multi-team formation and its application to robot rescue simulation
4, University of Minnesota, University of Minnesota,Controlling growing tasks with heterogeneous agents
5, Orange Labs, Orange Labs,Using message-passing DCOP algorithms to solve energy-efficient smart environment configuration problems
6," University of California, Irvine, Irvine, CA"," Masdar Institute of Science and Technology, Abu Dhabi, UAE",An online mechanism for ridesharing in autonomous mobility-on-demand systems
7," IIT Kanpur, Kanpur, India"," University of Liverpool, Liverpool, UK",Efficient local search in coordination games on graphs
8, Stanford University, Stanford University,Assigning a small agreeable set of indivisible items to multiple players
9," The Open University, Ra'anana, Israel"," Ariel University, Ariel, Israel",Preserving privacy in region optimal DCOP algorithms
10," Univ. Paris-Est Créteil, LACL"," Univ. Paris-Est Créteil, LACL",Nash equilibria and their elimination in resource games
11," Computer Science & Engineering, University of Michigan"," Microsoft Research, New York, NY",An empirical game-theoretic analysis of price discovery in prediction markets
12," College of Information and Computer Sciences, University of Massachusetts, Amherst, MA"," College of Information and Computer Sciences, University of Massachusetts, Amherst, MA",Hierarchical approach to transfer of control in semi-autonomous systems
13," Computer Science and Technology, University of Science and Technology of China, Hefei, China"," Computer Science and Technology, University of Science and Technology of China, Hefei, China",Coordinating human-UAV teams in disaster response
14," The Key Lab of Intelligent Information Processing, ICT, CAS and University of Chinese Academy of Sciences, Beijing, China"," School of Computer Science and Engineering, Nanyang Technological University, Singapore",Efficient resource allocation for protecting coral reef ecosystems
15," Key Lab of Intelligent Information Processing, ICT, CAS and University of CAS, Beijing, China"," Dept. of Computer Science, Ariel University, Israel",Optimally protecting elections
16," Department of Computer Science, University of Texas at Austin, Austin"," Department of Computer Science, University of Texas at Austin, Austin",Decision-making policies for heterogeneous autonomous multi-agent systems with safety constraints
17," Vrije Universiteit Brussel, Elsene, Belgium"," Vrije Universiteit Brussel, Elsene, Belgium",Towards a white box approach to automated algorithm design
18," Department of Computing Science, University of Alberta"," Department of Computing Science, University of Alberta",Action selection for hammer shots in curling
19," State Key Laboratory of Computer Science, Institute of Software, Chinese Academy of Sciences, Beijing, China"," Key Laboratory of High Confidence Software Technologies, Peking University, Beijing, China",Fast solving maximum weight clique problem in massive graphs
20," AGROCAMPUS-OUEST, IRISA, France and INRIA-Centre Rennes Bretagne Atlantique, France"," INRIA-Centre Rennes Bretagne Atlantique, France",Packing graphs with ASP for landscape simulation
21," Lancaster University, Lancaster, UK"," Lancaster University, Lancaster, UK",On the topology of genetic algorithms
22," IBM Research-Brazil, Rio de Janeiro, Brazil"," IBM Research-Tokyo, Tokyo, Japan",Truncating shortest path search for efficient map-matching
23," KU Leuven, Leuven, Belgium"," KU Leuven, Leuven, Belgium",Relevance for SAT(ID)
24," University of Helsinki, Department of Computer Science, Helsinki Institute for Information Technology, Finland"," University of Helsinki, Department of Computer Science, Helsinki Institute for Information Technology, Finland",Counting linear extensions of sparse posets
25," Computer Science Department, University of California, Los Angeles, Los Angeles, CA"," Computer Science Department, University of California, Los Angeles, Los Angeles, CA",Comparing search algorithms using sorting and hashing on disk and in memory
26," UPC Barcelona Tech., Barcelona, Spain"," University of California, Irvine, Irvine, California",Limited discrepancy AND/OR search and its application to optimization tasks in graphical models
27," CRIPAC & NLPR, CASIA"," CRIPAC & NLPR, CASIA and CAS Center for Excellence in Brain Science and Intelligence Technology",FastLCD: fast label coordinate descent for the efficient optimization of 2D label MRFs
28," University of Glasgow, Glasgow, Scotland"," University of Glasgow, Glasgow, Scotland",Heuristics and really hard instances for subgraph isomorphism problems
29," Electrical and Computer Engineering, Carnegie Mellon University"," Electrical and Computer Engineering, Carnegie Mellon University",Markov Chain analysis of noise and restart in stochastic local search
