,first-author-affiliation,last-author-affiliation,title
0," Indian Institute of Science, Bangalore"," Indian Institute of Technology, Gandhinagar",Elicitation for preferences single peaked on trees
1," Indian Institute of Science, Bangalore"," Indian Institute of Technology, Gandhinagar",Preference elicitation for single crossing domain
2," Indian Institute of Science, Bangalore"," Indian Institute of Science, Bangalore",Complexity of manipulation with partial information in voting
3," University of Amsterdam, The Netherlands"," Hebrew University, Jerusalem, Israel",Strategic voting with incomplete information
4," AGH University, Krakow, Poland"," Weizmann Institute, Rehovot, Israel",Voting-based group formation
5," AGH University, Krakow, Poland"," Weizmann Institute of Science, Rehovot, Israel",Committee scoring rules: axiomatic classification and hierarchy
6," AGH University of Science and Technology, Krakow, Poland"," LAMSADE, Université Paris-Dauphine, France",How hard is it for a party to nominate an election winner?
7," Institute for Interdisciplinary Information Sciences, Tsinghua University, Beijing, China"," Institute for Interdisciplinary Information Sciences, Tsinghua University, Beijing, China",Digital good exchange
8," University of Nottingham, UK"," RMIT University, Australia",Parallel behavior composition for manufacturing
9, National Technical University of Athens, National Technical University of Athens,Opinion dynamics with local interactions
10," University of Southampton, UK"," Heriot Watt University, UK",Online mechanism design for vehicle-to-grid car parks
11," Department of Computer Science and Engineering, University of Minnesota, Minneapolis, MN"," Department of Computer Science and Engineering, University of Minnesota, Minneapolis, MN",Moving in a crowd: safe and efficient navigation among heterogeneous agents
12," University of Toulouse, France"," Imperial College London, United Kingdom",A network-based rating system and its resistance to bribery
13, Carnegie Mellon U., U. Southern California,Three strategies to success: learning adversary models in security games
14," Department of Computer Science, Jinan University, China and Department of Computer Science, University of Oxford, United Kingdom"," Department of Computer Science, Jinan University, China and Institute for Integrated and Intelligent Systems, Griffith University, Brisbane, Australia",Reconfigurability in reactive multiagent systems
15, Stanford University, Stanford University,Probabilistic matrix inspection and group scheduling
16," Department of Computer Science, Duke University"," Department of Computer Science, Duke University",Catcher-evader games
17, University of Texas at Austin, Facebook Core Data Science,Asymptotically tight bounds for inefficiency in risk-averse selfish routing
18, Harvard University, Harvard University,Social choice for agents with general utilities
19, Harvard University, Harvard University,Incentivizing reliability in demand-side response
20," Computer Science Department, Rensselaer Polytechnic Institute, Troy, NY"," Computer Science Department, Rensselaer Polytechnic Institute, Troy, NY",Allocating indivisible items in categorized domains
21, Harvard University, Harvard University,Correlated voting
22," North Carolina State University, Raleigh, NC"," North Carolina State University, Raleigh, NC",Silk: a simulation study of regulating open normative multiagent systems
23, Centrum Wiskunde & Informatica and Delft University of Technology, Centrum Wiskunde & Informatica and Delft University of Technology,Incentivizing intelligent customer behavior in smart-grids: a risk-sharing tariff & optimal strategies
24," Google Research, NY"," Institute for Interdisciplinary Information Sciences, Tsinghua University, Beijing, China",Dynamic auctions with bank accounts
25," Department of Information Systems Engineering, Ben-Gurion University of the Negev, Israel"," Department of Information Systems Engineering, Ben-Gurion University of the Negev, Israel",SLIM: semi-lazy inference mechanism for plan recognition
26," Department of Information Systems Engineering, Ben-Gurion University of the Negev, Israel"," Department of Information Systems Engineering, Ben-Gurion University of the Negev, Israel",Sequential plan recognition
27," The Robotics Institute, Carnegie Mellon University, Pittsburgh, PA"," The Robotics Institute, Carnegie Mellon University, Pittsburgh, PA",Distributed decoupling of multiagent simple temporal problems
28," Duke University, Durham, NC"," Duke University, Durham, NC",Role assignment for game-theoretic cooperation
29," Department of Informatics, University of Zurich, Zurich, Switzerland"," Department of Informatics, University of Zurich, Zurich, Switzerland",Core-selecting payment rules for combinatorial auctions with uncertain availability of goods
