,first-author-affiliation,last-author-affiliation,title
0," University of Oran 1 Ahmed Ben Bella, Lab. LITIO, Oran, Algeria and University of Caen Normandy, CNRS, Caen, France"," University of Oran 1 Ahmed Ben Bella, Lab. LITIO, Oran, Algeria",Efficiently finding conceptual clustering models with integer linear programming
1," Optimized Markets, Inc., Pittsburgh, PA"," Optimized Markets, Inc., Pittsburgh, PA",Scalable segment abstraction method for advertising campaign admission and inventory allocation optimization
2," Federal University of Rio Grande do Sul, Brazil"," Federal University of Rio Grande do Sul, Brazil",Improved heuristic and tie-breaking for optimally solving Sokoban
3," Amirkabir University of Technology, Tehran, Iran"," McMaster University, Ontario, Canada",An approximation algorithm for the subpath planning problem
4," Department of Computer Science, University of Denver, Denver"," Department of Computer Science, University of Denver, Denver",External memory bidirectional search
5," Department of Computer Science, University of Denver, Denver, CO"," Department of Computer Science, DigiPen Institute of Technology, Redmond, WA",Canonical orderings on grids
6," Department of Computing Science, University of Alberta, Edmonton, AB, Canada"," Department of Computing Science, University of Alberta, Edmonton, AB, Canada",Monte Carlo tree search in continuous action spaces with execution uncertainty
7," CNRS, University of Montpellier, France"," CNRS, University of Montpellier, France",Multiple constraint acquisition
8," LIRMM-CNRS, Montpellier, France"," University of New South Wales, Sydney, Australia",Ranking constraints
9," University of British Columbia, Vancouver, BC, Canada"," University of British Columbia, Vancouver, BC, Canada",Bias in algorithm portfolio performance evaluation
10," U. Mohammed V, Rabat, Morocco"," U. Mohammed V, Rabat, Morocco",Constraint acquisition with recommendation queries
11, Rice University, Rice University,Combining the k-CNF and XOR phase-transitions
12, University of Toronto, Princeton University,Linear arithmetic satisfiability via strategy improvement
13," Department of Computer Science and Engineering, University of Bologna, Italy"," Department of Computer Science and Engineering, University of Bologna, Italy",Constraint detection in natural language problem descriptions
14," CRIL-CNRS and Université d'Artois, Lens, France"," CRIL-CNRS and Université d'Artois, Lens, France",Improving model counting by leveraging definability
15," Department of Computer Science and Engineering, The Chinese University of Hong Kong, Shatin, N.T., Hong Kong"," Department of Computer Science and Engineering, The Chinese University of Hong Kong, Shatin, N.T., Hong Kong",Static symmetry breaking with the reflex ordering
16," Huazhong Univ. of Science and Technology, MIS, Université de Picardie Jules Verne"," Artificial Intelligence Research Inst., Spanish National Research Council",A clause tableau calculus for MaxSAT
17," Foisie School of Business, Worcester Polytechnic Institute"," Gene Therapy Center, University of Massachusetts Medical School, Worcester, MA",Optimizing molecular cloning of multiple plasmids
18," Drexel University, Philadelphia, PA"," Drexel University, Philadelphia, PA",Controllable procedural content generation via constrained multi-dimensional Markov chain sampling
19," School of Software, Jilin University, Changchun, China and Key Laboratory of Symbol Computation and Knowledge Engineering, Education Ministry, China"," School of Software, Jilin University, Changchun, China and Key Laboratory of Symbol Computation and Knowledge Engineering, Education Ministry, China",Optimizing simple tabular reduction with a bitwise representation
20, Harvard School of Engineering and Applied Sciences, Harvard School of Engineering and Applied Sciences,Mutual influence potential networks: enabling information sharing in loosely-coupled extended-duration teamwork
21, Harvard University, Harvard University,Interactive teaching strategies for agent training
22," School of Computer Science and Technology, University of Science and Technology of China, Hefei, Anhui, China"," School of Computer Science and Technology, University of Science and Technology of China, Hefei, Anhui, China",Planning with task-oriented knowledge acquisition for a service robot
23," College of Mechatronics and Automation, National University of Defense Technology, China"," College of Mechatronics and Automation, National University of Defense Technology, China",A polynomial time optimal algorithm for robot-human search under uncertainty
24," Massachusetts Institute of Technology, Cambridge, Massachusetts"," Massachusetts Institute of Technology, Cambridge, Massachusetts",Apprenticeship scheduling: learning to schedule from human experts
25," Department of Computer Science and Engineering, Cognitive Robotics Artificial Intelligence Center, Seoul National University, Seoul, Korea"," Department of Computer Science and Engineering, Cognitive Robotics Artificial Intelligence Center, Seoul National University, Seoul, Korea",DeepSchema: automatic schema acquisition from wearable sensor data in restaurant situations
26," Department of Computer Science and Engineering, Indian Institute of Technology Bombay, Mumbai, India"," Department of Computer Science and Engineering, Indian Institute of Technology Bombay, Mumbai, India",Interactive martingale boosting
27," Delft University of Technology, CD Delft, The Netherlands"," Delft University of Technology, CD Delft, The Netherlands",Fear and hope emerge from anticipation in model-based reinforcement learning
28," Institute for Creative Tachnologies, Univeristy of Southern California, Los Angeles, California"," Institute for Creative Tachnologies, Univeristy of Southern California, Los Angeles, California",Predictive models of malicious behavior in human negotiations
29," Software Engineering Institute, Carnegie Mellon University, Pittsburgh"," Computer Science Department, Carnegie Mellon University, Pittsburgh",Verbalization: narration of autonomous robot experience
