,first-author-affiliation,last-author-affiliation,title
0," Institute of Computer Science, University of Wrocław"," Institute of Computer Science, University of Wrocław",Querying data graphs with arithmetical regular expressions
1," CRIL, Univ. Artois & CNRS, Lens France"," CRIL, Univ. Artois & CNRS, Lens France",On consensus extraction
2," Department of Computer Science, Universität Bremen, Germany"," Department of Computer Science and Information Systems, Birkbeck, University of London, UK",Temporalized EL ontologies for accessing temporal data: complexity of atomic queries
3," Institute of Information Systems, TU Wien, Austria"," Institute of Information Systems, TU Wien, Austria",Distributing knowledge into simple bases
4," IRIT, University of Toulouse, France"," IRISA, ENS Rennes, France",Epistemic Boolean games based on a logic of visibility and control
5," Department of Computer Science, Jinan University, China and Department of Computer Science, University of Oxford, United Kingdom"," Department of Computer Science, Jinan University, China and Institute for Integrated and Intelligent Systems, Griffith University, Brisbane, Australia",Normative multiagent systems: a dynamic generalization
6," School of Computer Science and Technology, University of Science and Technology of China, Hefei, China"," School of Data and Computer Science, Sun Yat-sen University, Guangzhou, China",Eliminating disjunctions in answer set programming by restricted unfolding
7," AIRG, Western Sydney University, Penrith, Australia and IRIT, Université Toulouse Capitole, Toulouse, France"," School of Computer Sci. & Tech., Huazhong University of Sci. & Tech., Wuhan, China",Epistemic GDL: a logic for representing and reasoning about imperfect information games
8," University of Illinois at Urbana-Champaign, IL"," University of Illinois at Urbana-Champaign, IL",Question answering via integer programming over semi-structured knowledge
9," Univ. of Liverpool, UK"," Birkbeck, Univ. of London, UK",Conservative rewritability of description logic TBoxes
10," Department of Computer Science, Birkbeck, University of London, UK"," Department of Computer Science, Birkbeck, University of London, UK",Temporal and spatial OBDA with many-dimensional halpern-shoham logic
11," Cardiff University, UK"," Cardiff University, UK",Learning possibilistic logic theories from default rules
12," Dipartimento di Ingegneria Informatica, Automatica e Gestionale ""Antonio Ruberti"", Sapienza Università di Roma"," Dipartimento di Scienze Documentarie, Linguistico-Filologiche e Geografiche, Sapienza Università di Roma",Answering metaqueries over Hi(OWL 2 QL) ontologies
13, University of Nebraska at Omaha, University of Nebraska at Omaha,Constraint answer set programming versus satisfiability modulo theories
14," Institute for Infocomm Research, A*STAR, Singapore"," Institute for Infocomm Research, A*STAR, Singapore",Exploring the context of locations for personalized location recommendations
15," ICTT and ISN Laboratory, Xidian University, Xi'an, P. R. China"," ICTT and ISN Laboratory, Xidian University, Xi'an, P. R. China",A decision procedure for a fragment of linear time Mu-calculus
16," QCIS, FEIT, University of Technology Sydney, Australia"," QCIS, FEIT, University of Technology Sydney, Australia",Efficient path consistency algorithm for large qualitative constraint networks
17," University of Melbourne, Melbourne, Australia"," MIT, CSAIL, Massachusetts",Belief update for proper epistemic knowledge bases
18," Helsinki Institute for Information Technology, Department of Computer Science, University of Helsinki, Finland"," Helsinki Institute for Information Technology, Department of Computer Science, University of Helsinki, Finland",Optimal status enforcement in abstract argumentation
19," GREYC, UMR, UNICAEN, CNRS, ENSICAEN, France"," GREYC, UMR, UNICAEN, CNRS, ENSICAEN, France",Efficient representations for the modal logic S5
20," TU Dresden, Germany"," Inria, France",Expressivity of datalog variants: completing the picture
21," National Institute of Advanced Industrial Science and Technology, Tokyo, Japan"," CRIL, CNRS, Université d'Artois, Lens, France",Is promoting beliefs useful to make them accepted in networks of agents?
22," Department of Computer Science, University of Bath, UK"," Department of Computer Science, University of Bath, UK",Normative practical reasoning via argumentation and dialogue
23," Alpen-Adria University Klagenfurt, Austria"," TU Dortmund, Germany",Efficient sequential model-based fault-localization with partial diagnoses
24," Cheriton School of Computer Science, University of Waterloo, Canada"," Cheriton School of Computer Science, University of Waterloo, Canada",Object-relational queries over CFDI∀-nc knowledge bases: OBDA for the SQL-literate
25," Artificial Intelligence Group, Australian National University, Australia and Optimisation Research Group, NICTA, Australia"," Optimisation Research Group, NICTA, Australia and Artificial Intelligence Group, Australian National University, Australia",Diagnosability of discrete-event systems with uncertain observations
26," University of New South Wales, Australia"," University of New South Wales, Australia",Sampling-based belief revision
27," School of Electrical and Computer Engineering, National Technical University of Athens, Greece"," School of Electrical and Computer Engineering, National Technical University of Athens, Greece",Efficient query answering over expressive inconsistent description logics
28," KU Leuven, Leuven, Belgium"," KU Leuven, Leuven, Belgium",Distributed autoepistemic logic and its application to access control
29," Tsinghua University, Beijing, China"," Tsinghua University, Beijing, China",Text-enhanced representation learning for knowledge graph
