,Unnamed: 0,first-author,first-author-gender,first-author-affiliation,last-author,last-author-gender,last-author-affiliation,title
159,159,Emile Richard,Male,Amazon,Nicolas Vayatis,Male,Ecole Normale Supérieure de Cachan,Link Discovery using Graph Feature Tracking.
160,160,Anand Singh,Male,University of Zurich,Bruno Weber,Male,University of Zurich,Sodium entry efficiency during action potentials: A novel single-parameter family of Hodgkin-Huxley models.
161,161,Kiyohito Nagano,Male,University of Tokyo,Satoru Iwata,Male,Kyoto University,Minimum Average Cost Clustering.
162,162,Pradeep Shenoy,Male,"University of California, San Diego",Angela Yu,Female,UC San Diego,A rational decision making framework for inhibitory control.
163,163,Vicky Froyen,Male,Rutgers University,Manish Singh,Male,Rutgers University,A Bayesian Framework for Figure-Ground Interpretation.
164,164,George Konidaris,Male,Duke University,Roderic A Grupen,Male,UMass Amherst,Constructing Skill Trees for Reinforcement Learning Agents from Demonstration Trajectories.
165,165,Matthew J Urry,Male,King's College London,Peter Sollich,Male,King's College London,Exact learning curves for Gaussian process regression on large random graphs.
166,166,Ali Jalali,Male,University of Texas at Austin,Chao Ruan,Female,University of Texas at Austin,A Dirty Model for Multi-task Learning.
167,167,David Pfau,Male,DeepMind,Frank Wood,Male,University of British Columbia,Probabilistic Deterministic Infinite Automata.
168,168,Alessandro Bergamo,Male,Dartmouth College,Lorenzo Torresani,Male,Dartmouth College,Exploiting weakly-labeled Web images to improve object classification: a domain adaptation approach.
169,169,Daniel Navarro,Male,University of Adelaide,Daniel Navarro,Male,University of Adelaide,Learning the context of a category.
170,170,Dan F Goodman,Male,Ecole Normale Superieure,Romain Brette,Male,Ecole Normale Supérieure,Learning to localise sounds with spiking neural networks.
171,171,Nadia C Payet,Female,Oregon State University,Sinisa Todorovic,Male,Oregon State University,(RF)^2 -- Random Forest Random Field.
172,172,Victor Lempitsky,Male,Yandex,Andrew Zisserman,Male,DeepMind & University of Oxford,Learning To Count Objects in Images.
173,173,Yi Sun,Male,IDSIA,Jürgen Schmidhuber,Male,"Swiss AI Lab, IDSIA (USI & SUPSI) - NNAISENSE",Improving the Asymptotic Performance of Markov Chain Monte-Carlo by Inserting Vortices.
174,174,Sashank Jakkam Reddi,Undefined,IIT Bombay,Sundar Vishwanathan,Undefined,IIT Bombay,MAP estimation in Binary MRFs via Bipartite Multi-cuts.
175,175,Hamed Masnadi-Shirazi,Male,"University of California, San Diego",Nuno Vasconcelos,Male,UC San Diego,Variable margin losses for classifier design.
176,176,C. C. Alan Fung,Male,The Hong Kong University of Science and Technology,Si Wu,Male,Beijing Normal University,Attractor Dynamics with Synaptic Depression.
177,177,Shibin Parameswaran,Male,"University of California, San Diego",Kilian Q Weinberger,Male,Washington University in St. Louis,Large Margin Multi-Task Metric Learning.
178,178,Danial Lashkari,Male,Massachusetts Institute of Technology,Polina Golland,Female,Massachusetts Institute of Technology,Categories and Functional Units: An Infinite Hierarchical Model for Brain Activations.
