,Unnamed: 0,first-author,first-author-gender,first-author-affiliation,last-author,last-author-gender,last-author-affiliation,title
259,259,Taehwan Kim,Male,TTI-Chicago,Raquel Urtasun,Female,University of Toronto,Sparse Coding for Learning Interpretable Spatio-Temporal Primitives.
260,260,John Duchi,Male,UC Berkeley,Martin J Wainwright,Male,UC Berkeley,Distributed Dual Averaging In Networks.
261,261,Stefan Harmeling,Male,Heinrich-Heine-Universität Düsseldorf,Bernhard Schölkopf,Male,"MPI for Intelligent Systems, Tübingen",Space-Variant Single-Image Blind Deconvolution for Removing Camera Shake.
262,262,Gowtham Bellala,Male,"University of Michigan, Ann Arbor",Clay Scott,Male,University of Michigan,Extensions of Generalized Binary Search to Group Identification and Exponential Costs.
263,263,Matthew D. Hoffman,Male,Google,Francis Bach,Male,INRIA - Ecole Normale Superieure,Online Learning for Latent Dirichlet Allocation.
264,264,Pranjal Awasthi,Male,Princeton,Reza Zadeh,Male,Matroid,Supervised Clustering.
265,265,Nicholas K Fisher,Male,University of Florida,Arunava Banerjee,Male,University of Florida,A Novel Kernel for Learning a Neuron Model from Spike Train Data.
266,266,Alex Kulesza,Male,Google,Ben Taskar,Male,University of Washington,Structured Determinantal Point Processes.
267,267,Leonid Karlinsky,Male,Weizmann Institute of Science,Shimon Ullman,Male,Weizmann Institute of Science,Using body-anchored priors for identifying actions in single images.
268,268,Zeeshan Syed,Male,University of Michigan,John Guttag,Male,Massachusetts Institute of Technology,Identifying Patients at Risk of Major Adverse Cardiovascular Events Using Symbolic Mismatch.
269,269,Yi Zhang,Male,Carnegie Mellon University,Jeff Schneider,Male,CMU,Learning Multiple Tasks with a Sparse Matrix-Normal Penalty.
270,270,Hugo Larochelle,Male,Twitter,Geoffrey E Hinton,Male,Google & University of Toronto,Learning to combine foveal glimpses with a third-order Boltzmann machine.
271,271,Bela A Frigyik,Male,University of Washington,Yihua Chen,Male,University of Washington,Shadow Dirichlet for Restricted Probability Modeling.
272,272,Emanuel Todorov,Male,University of Washington,Emanuel Todorov,Male,University of Washington,Policy gradients in linearly-solvable MDPs.
273,273,Ryan Adams,Male,Princeton University,Michael Jordan,Male,UC Berkeley,Tree-Structured Stick Breaking for Hierarchical Data.
274,274,Yu Zhang,Male,Hong Kong Baptist University,Dit-Yan Yeung,Male,Hong Kong University of Science and Technology,Worst-Case Linear Discriminant Analysis.
275,275,Uwe Dick,Male,University of Potsdam,Tobias Scheffer,Male,Universität Potsdam,Throttling Poisson Processes.
276,276,Sivan Sabato,Female,Ben Gurion University,Naftali Tishby,Male,The Hebrew University Jerusalem,Tight Sample Complexity of Large-Margin Learning.
277,277,David C Lee,Male,Carnegie Mellon University,Takeo Kanade,Male,Carnegie Mellon University,Estimating Spatial Layout of Rooms using Volumetric Reasoning about Objects and Surfaces.
278,278,Jun Liu,Male,Siemens Corporate Research,Jieping Ye,Male,Arizona State University,Moreau-Yosida Regularization for Grouped Tree Structure Learning.
