,Unnamed: 0,first-author,first-author-gender,first-author-affiliation,last-author,last-author-gender,last-author-affiliation,title
279,279,Hairong Liu,Male,Baidu AI Lab,shuicheng yan,Male,National University of Singapore,Robust Clustering as Ensembles of Affinity Relations.
280,280,James L Sharpnack,Male,UC San Diego,Aarti Singh,Female,CMU,Identifying graph-structured activation patterns in networks.
281,281,Matthias Hein,Male,University of Tübingen,Thomas Bühler,Male,Saarland University,An Inverse Power Method for Nonlinear Eigenproblems with Applications in 1-Spectral Clustering and Sparse PCA.
282,282,Charles A Micchelli,Male,City Univ. of Hong Kong,Massimiliano Pontil,Male,IIT & UCL,A Family of Penalty Functions for Structured Sparsity.
283,283,Yi-Da Wu,Male,National Tsing Hua University,Hsin Chen,Male,National Tsing Hua University,A Log-Domain Implementation of the Diffusion Network in Very Large Scale Integration.
284,284,Matthew B Blaschko,Male,KU Leuven,Andrew Zisserman,Male,DeepMind & University of Oxford,Simultaneous Object Detection and Ranking with Weak Supervision.
285,285,Prateek Jain,Male,Microsoft Research,Inderjit Dhillon,Male,UT Austin & Amazon,Guaranteed Rank Minimization via Singular Value Projection.
286,286,Sheng-Jun Huang,Male,Microsoft Research,Zhi-Hua Zhou,Male,Nanjing University,Active Learning by Querying Informative and Representative Examples.
287,287,Alexander L Strehl,Male,Facebook,Sham M Kakade,Male,Microsoft Research,Learning from Logged Implicit Exploration Data.
288,288,David Grangier,Male,NEC Labs America,Iain Melvin,Male,NEC Laboratories America,Feature Set Embedding for Incomplete Data.
289,289,Guy D Isely,Male,UC Berkeley,Fritz Sommer,Male,UC Berkeley,Deciphering subsampled data: adaptive compressive sampling as a principle of brain communication.
290,290,Sohan Seth,Male,University of Florida,Jose C Principe,Male,University of Florida at Gainesville,A novel family of non-parametric cumulative based divergences for point processes.
291,291,Fabian Triefenbach,Male,Universiteit Gent,Jean-Pierre Martens,Male,UGent,Phoneme Recognition with Large Hierarchical Reservoirs.
