,Unnamed: 0,first-author,first-author-gender,first-author-affiliation,last-author,last-author-gender,last-author-affiliation,title
79,79,Luke Maurits,Male,University of Adelaide,Amy F Perfors,Female,University of Adelaide,Why are some word orders more common than others? A uniform information density account.
80,80,Satyen Kale,Male,Google,Robert E Schapire,Male,MIcrosoft Research,Non-Stochastic Bandit Slate Problems.
81,81,Alper Ayvaci,Male,"UC, Los Angeles",Stefano Soatto,Male,UCLA,Occlusion Detection and Motion Estimation with Convex Optimization.
82,82,Ping Li,Male,Baidu Research USA,Wenhao Gui,Female,None,b-Bit Minwise Hashing for Estimating Three-Way  Similarities.
83,83,Manas A Pathak,Male,CMU,Bhiksha Raj,Male,Carnegie Mellon University,Multiparty Differential Privacy via Aggregation of Locally Trained Classifiers.
84,84,Sebastian C Millner,Male,Universität Heidelberg,Marc-Olivier Schwartz,Male,Kirchhoff-Institut für Physik,A VLSI Implementation of the Adaptive Exponential Integrate-and-Fire Neuron Model.
85,85,Jean-Philippe Vert,Male,Google,Kevin Bleakley,Male,Institut Curie,Fast detection of multiple change-points shared by many signals using group LARS.
86,86,Mahdi Milani Fard,Male,McGill University,Joelle Pineau,Female,McGill University,PAC-Bayesian Model Selection for Reinforcement Learning.
87,87,Alina Beygelzimer,Female,Yahoo Labs,Tong Zhang,Male,Tencent,Agnostic Active Learning Without Constraints.
88,88,Thomas Peel,Male,Aix-Marseille Université,Liva Ralaivola,Male,"LIF, IUF, Aix-Marseille University, CNRS",Empirical Bernstein Inequalities for U-Statistics.
89,89,Shuang Wu,Female,UCLA,Alan L Yuille,Male,UCLA,A unified model of short-range and long-range motion perception.
90,90,Diederik Kingma,Male,Google,Yann LeCun,Male,Facebook AI Research and New York University,Regularized estimation of image statistics by Score Matching.
91,91,Fuxin Li,Male,University of Bonn,Cristian Sminchisescu,Male,Lund University/Google,Convex Multiple-Instance Learning by Estimating Likelihood Ratio.
92,92,Yang Xu,Male,CMU,Charles Kemp,Male,Carnegie Mellon University,Inference and communication in the game of Password.
93,93,Daniel Golovin,Male,"Google, Inc",Deb Ray,Male,End Cue,Near-Optimal Bayesian Active Learning with Noisy Observations.
94,94,George Papandreou,Male,Toyota Technological Institute at Chicago,Alan L Yuille,Male,UCLA,Gaussian sampling by local perturbations.
95,95,Samuel J Gershman,Male,Harvard University,Robert C Wilson,Male,Princeton University,The Neural Costs of Optimal Control.
96,96,Edwin Bonilla,Male,CSIRO's Data61,Scott Sanner,Male,University of Toronto,Gaussian Process Preference Elicitation.
97,97,Justin Domke,Male,Rochester Institute of Technology,Justin Domke,Male,Rochester Institute of Technology,Implicit Differentiation by Perturbation.
98,98,Joe L Austerweil,Male,"University of Wisconsin, Madison",Tom Griffiths,Male,Princeton,Learning invariant features using the Transformed Indian Buffet Process.
